id,name,code,nomenclature,level,version,tunit_code,tunit_name,processes,sources,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DEB3,Rheinhessen-Pfalz,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,21.617157,21.410294,21.1,24.6,25.8,23.6,23.2,23.6,25.5,25.3,26.3,27.5,28,28.7,26.7,27.8,27.7,27.1,28.5,30.1,32.6
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DEC0,Saarland,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,17.9,17.1,16.5,17.4,19,18.8,15.9,15.3,18.4,19.7,21.3,21.8,22.9,22.6,19.9,19.7,23,23,24.5,25,26.3
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DED2,Dresden,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,33.3,32.7,30.9,32,33.6,34.1,33.1,33.6,33.9,33.8,33.6,33.9,33.5,34.1,31,31.1,31.4,31.5,32.2,31.5,32.3
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DED4,Chemnitz,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,29.593051,28.192749,26.979154,28.75287,30.43323,30.9,30.2,29.3,30.4,29.3,29,28.7,27.4,29.7,24.8,25.8,23.9,24.2,24.7,25.3,27.7
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DED5,Leipzig,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,33.328097,31.751057,30.38429,32.38187,34.27432,34.8,33.8,34.7,34,34.7,35.3,33.9,34.6,35.3,30,30.7,31.3,32.3,32.9,34.3,36.6
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DEE0,Sachsen-Anhalt,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,27.1,25.7,25.3,25.4,26.4,25.7,23.8,23.1,24.2,24.6,25,25.4,25.8,25.7,23.7,23.4,22.9,22.2,21.5,23.1,22.8
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DEF0,Schleswig-Holstein,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,21.5,20.9,19.9,21.5,22.9,20.9,20.3,20.2,22.4,22.8,22.8,24.4,24.9,24.8,23.4,23.8,24.1,24.2,24.4,24.7,26.9
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DEG0,Thuringen,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,30.5,29.9,28.6,29.2,30.8,30.2,27.3,27,28,27.9,28.2,30.1,30.5,30,27,26.4,26.9,26.8,28.3,28.3,29.5
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DK01,Hovedstaden,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,34.678964,37.590939,39.179288,42.22362,43.54725,44.34142,45.92977,40.9,40.9,41,42.8,45.3,46.1,46.9,47.5,47.8,49.4,49.9,51.1,52.7,53.1
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DK02,Sjaelland,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,22.384466,24.264078,25.28932,27.25437,28.10874,28.62136,29.6466,26.4,26.6,26.8,26.5,27.2,27.5,28.9,28.8,29.3,29.1,31.1,30.8,30.3,30.4
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DK03,Syddanmark,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,21.621359,23.436893,24.427184,26.32524,27.15049,27.64563,28.63592,25.5,25.3,25.9,27.4,27.5,28.8,28.3,29.3,30.1,30.3,32.5,32.5,33.1,33.5
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DK04,Midtjylland,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,24.419417,26.469903,27.58835,29.73204,30.66408,31.2233,32.34175,28.8,29.7,31.3,32,30.2,31.4,33.1,33.1,34.2,36.2,37,37.7,39.4,38.9
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,DK05,Nordjylland,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,19.925566,21.598706,22.511327,24.26052,25.02104,25.47735,26.38997,23.5,25.8,29.9,28.4,28.2,29.2,27.5,27,28.9,30.8,31.5,32.1,31.6,32
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EE00,Eesti,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,28.7,29.6,29.4,29.8,30.9,33.2,33.2,33.3,34.2,36.1,35.5,36.9,37.6,37.4,37.6,38.1,38.9,39.7,41.2,41.4,42.3
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL30,Attiki,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,22.1,22,23.5,24,26.2,25.5,26.5,27.1,28.1,28.3,29.9,31.8,33.4,35.2,36.3,37,38,38.4,39.3,40.2,41
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL41,Voreio Aigaio,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,11.5,11.1,12.1,13.3,17.1,16.1,18,17,17.9,18.3,16.7,18.6,20.6,27.4,25.3,22.9,25.6,24.2,24.5,26.9,29.3
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL42,Notio Aigaio,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,10.3,10.2,10.1,10.9,12.5,11.6,12.1,12.1,12.1,11.7,12.3,15,16.6,17.2,17.8,19.1,17.4,20.4,20.8,22.2,22.5
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL43,Kriti,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,14.5,14.6,16.6,16.6,19.6,19.7,20.3,21,21,19.6,19.6,20.6,20.7,21.6,22,24.1,26.8,27.9,26.6,26.3,28
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL51,"Anatoliki Makedonia, Thraki",,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,12.5,13,13.3,13.8,14.6,15.4,15.5,17,18,19.3,18.4,18.5,19.3,19.5,20.5,22.6,24.6,25,25.1,23.8,24.4
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL52,Kentriki Makedonia,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,17.5,18.8,19.2,19.2,20.8,21.4,22.3,22.7,23.2,24,25.5,26.6,27.1,27.1,27.3,29.1,31.3,31.1,31.7,31.4,32.2
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL53,Dytiki Makedonia,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,12.3,13.6,13.2,13.4,15.7,17.5,17.4,16.9,17.6,17.3,18.4,19.1,17.8,20.1,22.3,21.9,21.8,24.5,26,27.1,26.6
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL54,Ipeiros,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,14.5,16.1,16.8,17.8,19.2,19,19.7,19.5,19.8,19,20.6,23,23.3,25.6,24.6,25.8,28.2,30,33.8,31.8,31.6
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL61,Thessalia,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,14.4,15.9,15.4,16.6,17.6,18.6,20.7,21.4,22.7,23.9,23.9,24.4,23.8,25.1,26.3,26.1,25.6,28.6,32.1,31.8,30.3
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL62,Ionia Nisia,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,13.2,11.9,10.8,10.8,10.4,12.3,13.1,12.3,13,12.4,14.9,16.9,14.7,17,17.7,19.5,20.8,20.1,22.8,24.6,23.7
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL63,Dytiki Ellada,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,12.4,11.9,12.4,13.9,15.8,16.3,18.4,19.4,18,18.2,20.2,20.9,20.6,21.6,22.6,22.9,22.7,23.8,21.9,20.6,25
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL64,Sterea Ellada,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,10.9,10.1,8.7,10.9,12.5,14,14.3,13.9,14.5,15.4,15.9,17.3,17.3,18.3,17.9,19,21.1,23.3,23.6,23.2,25.2
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,EL65,Peloponnisos,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,12.3,13.3,13,11.9,15.4,15,15.2,15.9,16.9,15,15.5,17.3,17.7,19.1,19.3,20.8,21.4,23,23.8,23.8,23.9
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES11,Galicia,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,18.7,20.3,21.4,23,24.2,27.2,28.3,28.6,29.3,29.7,30.1,31,31.3,32.1,33.4,35.2,35.7,36.5,36.9,37.9,40.3
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES12,Principado de Asturias,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,21.7,21.2,23.1,24.4,25.9,29.8,28.7,29,30.6,32.1,32.8,35.1,35.9,37.7,38.7,39.6,40.7,41.6,43.1,43.3,44.2
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES13,Cantabria,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,23.4,23.9,25,27.5,27.9,30.6,30.6,32.3,33.4,33.8,35.7,35.2,36.1,37.2,37.4,38.1,39.1,40.4,40.6,42,42.5
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES21,Pais Vasco,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,32,33,33.8,35.9,37.2,40.8,41.8,42.4,41.7,43.3,43.7,44.5,46,46.8,47,47.8,48.6,49.7,49.6,50.8,53.4
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES22,Comunidad Foral de Navarra,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,29.9,32.4,34.2,33.7,33.5,37,36.5,38.1,35.5,35.9,38.7,39.9,40.2,40.3,42.7,42.3,44.5,45.5,45.4,47.1,48.4
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES23,La Rioja,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,22.9,23.7,26.1,25.9,28.8,29.9,28.4,31,30.6,35.2,35.6,33.1,34.3,35.2,36.9,39.3,37.4,37.9,38.7,38.3,38.5
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES24,Aragon,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,23.8,25.8,25.8,28.8,29.4,30.5,32.6,33.2,31.9,31.6,33.3,35,35.1,34.8,35.7,35.6,36.3,36.6,38.4,39.3,39.7
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES30,Comunidad de Madrid,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,31.4,33.8,34.8,33.8,35.5,37.1,37.3,39,39.3,38.9,41.6,43.1,44.5,46,47.2,46.9,46.6,47,47.2,49.1,50.2
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES41,Castilla y Leon,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,23.4,23.7,24.8,26.8,27.7,28.6,28.9,29.6,30.2,30.9,31.5,33.3,34,33.7,34.5,34.7,34.3,35.3,36.2,38.4,39
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES42,Castilla-La Mancha,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,15.5,17.1,18.6,18.8,18.8,20.8,22,22.6,21.9,23.7,24,25.3,25.3,26.2,27.2,27.5,27.4,27.6,28.4,30,30.8
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES43,Extremadura,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,16.2,16.3,18.5,19.5,18.9,20.5,21.6,22,22.1,22.5,23.3,24.3,23.7,24.5,26.8,26.5,25.1,26.5,26.5,26.8,26.7
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES51,Cataluna,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,23.5,24.6,26.3,27,28.4,30,29.8,29.2,29.9,30.6,31.4,32.2,32.8,34.8,37,37.5,38.6,39.3,40.8,42.4,42.3
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES52,Comunidad Valenciana,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,20.1,20.3,20.7,21.7,23.9,26.1,26.5,26.3,26.6,26.7,28.4,29.8,30.1,30.8,32,32.5,32.9,33.3,35.7,36.9,38
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES53,Illes Balears,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,17.6,17.9,19.3,19.2,18,20.8,23.1,21.2,20.8,22.1,22.6,23.7,24.8,26.8,27.9,27.2,29.2,31.2,29.7,31.9,34.8
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES61,Andalucia,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,18.8,19.2,20.1,21.1,21.8,23,23.2,24.1,24.7,25.2,25.7,25.8,26.5,27.3,27.6,28.3,29.1,29.6,30.3,31.2,32.5
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES62,Region de Murcia,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,20.8,22,22.2,22.4,23.3,22.9,23.3,23.7,24.9,24.4,24.4,25.3,26.3,28.2,27.1,27.9,28.4,29.9,31.2,31.5,32.8
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES63,Ciudad Autonoma de Ceuta,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,17.7,22.1,19,22,18.4,22.9,17.7,16.6,21.5,23.2,20.7,18.9,22,23,22.5,28.1,28.2,25.2,26.5,22.1,25.7
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES64,Ciudad Autonoma de Melilla,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,25.8,23.5,22.6,24.2,25.9,28.1,27.8,22.8,24,26.6,22.9,27.1,24.8,26.2,28.8,28,26.9,28.6,29.9,30.6,34.3
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,ES70,Canarias,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,18.4,20.1,23.1,21.7,23.1,24.5,23.7,24.6,23.1,23.6,23.9,24.1,26,27.3,27,26.6,29.4,29.6,30.5,32.8,34.4
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FI19,Lansi-Suomi,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,30.4,30.9,30.6,30.6,31.9,32.6,32.7,33.2,33.7,35,36,36.2,36.5,38.5,39.2,40.9,41.2,41.4,42.2,43.8,45.9
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FI1B,Helsinki-Uusimaa,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,39.589625,39.467435,39.589625,40.56715,41.78905,42.4,43.5,45.7,45,45.5,46.8,49.2,48.9,49.3,50.2,51.3,51.6,51.4,52,53.7,54.9
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FI1C,Etela-Suomi,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,29.131988,29.042075,29.131988,29.8513,30.75043,31.2,31,33.1,34.1,33.8,34.2,35.4,36,36.2,38.1,38.9,38.8,39.8,40.9,42.6,43.5
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FI1D,Pohjois- ja Ita-Suomi,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,28.571758,28.483573,28.571758,29.27723,30.15908,30.6,31.2,31.3,31.4,32.4,33.2,33.8,34.6,35.2,36.8,36.7,37.5,39.1,39.5,40.3,42
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FI20,Aland,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,22.3,26.5,26,32.9,29,25.2,28,27.5,30,29.9,27.6,26.4,32.7,33.8,32,29.9,29.2,30.4,36.4,34.8,41.6
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FR10,Ile-de-France,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,33,33.3,35,35.7,36.2,38.7,38.6,38.8,38.1,39.6,39.7,40.8,41.2,41.9,43.9,46.3,47.3,47.9,49.3,51.5,54.3
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRB0,Centre - Val de Loire,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,16.5,15.3,16.6,20.2,21,18.6,20.2,20.6,21.1,23.7,24.9,25.4,27.5,27.1,27.4,29,29.4,30.3,31.8,31.7,31.9
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRC1,Bourgogne,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,15.4,17.6,18.3,19.3,19.9,18.3,19,18.7,20.7,23.7,22.4,22.5,24.9,26.8,27.6,25.9,27.7,30.3,30.2,31.9,35
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRC2,Franche-Comte,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,16,19.1,19.3,19.6,18.7,18.5,19.7,20.2,22.8,23.2,22.3,23.1,24.2,28.2,27.3,25.7,30.4,32.5,30.1,29.1,33.8
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRD1,Basse-Normandie,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,16.6,17.4,19.7,16.1,16.6,20.6,21.5,22.1,24.6,25,24.7,24.7,25.3,25.8,24.4,26.9,25.3,23.8,28.5,28.2,32.6
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRD2,Haute-Normandie,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,16.1,19.6,20.6,18.2,17.4,18.4,18.5,20,19,19.2,21.8,23.7,26,25.2,24.8,27.7,27.1,27.4,27,28.9,31.8
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRE1,Nord-Pas de Calais,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,14.4,16.4,17.5,19.2,19.1,19.7,20.9,22.2,22.8,24.4,26,25.4,26.1,27.6,29,27.8,28.6,29.7,31.9,33,32.1
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRE2,Picardie,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,15.3,15.3,16.3,15.2,16.9,19.6,17.6,17.1,20.1,21.6,19.7,19.8,20.2,21.4,22,24.1,22.7,24.1,28.1,28.1,32.6
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRF1,Alsace,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,19.5,21.2,22.4,23.8,25.4,25.7,26.1,24.8,28.8,29.5,30.9,29.4,28.8,29.9,30.5,32.4,33.7,32,33,35.4,39
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRF2,Champagne-Ardenne,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,15.5,15.5,15.5,16.3,18.3,20.2,20.4,21.7,20.9,19.6,20.9,21.3,23.2,24.7,23.3,23.6,22.9,24.9,28.3,27.1,24.8
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRF3,Lorraine,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,18.2,18,18.2,17.2,17.2,20.2,20.1,21.5,20.1,21.5,23.9,24.7,25.5,27.6,28.1,30.5,30.2,30.5,28.9,33,32.5
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRG0,Pays de la Loire,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,17.4,19.2,20.4,21.1,22.8,21.8,22.4,22.4,22.6,26.4,26.4,27.1,27.5,28.2,30.4,32.4,32.2,33.3,34.6,35.1,35.9
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRH0,Bretagne,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,20.1,22.5,23.2,22.3,23.1,27.1,27.7,30.2,27.8,27.9,27.9,30,31.9,33.3,33.6,32.8,33.8,34,37.7,37.7,38.1
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRI1,Aquitaine,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,20,20.3,20.4,21.5,21.5,21.8,22.7,23.7,24.3,27,29,26.8,27.4,29,32.8,33.5,32.4,34.4,35.4,35.7,36
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRI2,Limousin,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,16.3,17,16.7,18.6,20.1,21.1,20.5,20.6,22.9,25.9,23.5,25.3,29.2,27.7,29.4,30.1,32.2,30.7,32,33.1,33.8
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRI3,Poitou-Charentes,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,16.7,17.5,18.1,18.4,19.6,19.7,21.9,19.1,19.9,20.9,23,21.8,22.8,23.2,26.1,26.6,27.4,30,30.9,30.4,33.4
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRJ1,Languedoc-Roussillon,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,19.3,19.3,19.9,24.8,23.8,23.5,23.3,26.2,26.6,26,25.2,26.1,26.7,29,31.4,31.3,31.2,32,33.3,34.5,41
299,Population - age group 25-64 - with educational attainment level 5-8 (%),25-64_T_5-8,NUTS,2,2016,FRJ2,Midi-Pyrenees,,1-ESPON Database (Database Portal 2020) : https://database.espon.eu | 2-Database Eurostat : https://ec.europa.eu/eurostat,23.2,26.1,26.5,25.1,26.9,27.9,31.2,28.9,30.8,34.4,34.9,36.6,36.1,39.9,41.8,39.9,38.8,38.6,44.2,44.6,43.3
