NUTS,Name,Unit,NACE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ES41,Castilla y León,Million EUR,A,2922,2856,2935,3046,3078,2807,2637,3011,2900,2418,2635,2540,2466,2464,2114,2362,2729,1853,2844,2521
ES41,Castilla y León,Million EUR,B-E,7292,7597,8186,8707,9096,9530,9902,10550,11023,10077,10269,10303,9941,9511,9624,9690,9879,10350,10456,10753
ES41,Castilla y León,Million EUR,F,3287,3705,3935,4191,4524,5110,5589,5727,5735,5689,4603,3996,3540,2943,2906,3052,3148,3255,3317,3603
ES41,Castilla y León,Million EUR,G-I,6103,6512,6828,7136,7582,7826,8311,8988,9464,9672,9518,9769,9470,9056,9150,9554,9977,10479,10699,11024
ES41,Castilla y León,Million EUR,J,1071,1146,1192,1175,1150,1138,1121,1121,1068,1067,1014,964,901,861,806,809,811,877,850,863
ES41,Castilla y León,Million EUR,K,1248,1534,1632,1636,1709,1800,1941,2226,2430,2604,2011,1862,1903,1631,1754,1764,1800,1874,2060,2024
ES41,Castilla y León,Million EUR,L,1685,1888,2133,2393,2752,3205,3717,4251,4514,4401,4921,5251,5384,5648,5643,5566,5674,5744,5867,5974
ES41,Castilla y León,Million EUR,M-N,1791,1961,1988,2065,2117,2263,2519,2680,2744,2588,2468,2623,2487,2463,2463,2696,2660,2847,2920,3105
ES41,Castilla y León,Million EUR,O-Q,6034,6371,6791,7266,7749,8484,9040,9713,10459,10914,11051,10908,10520,10576,10521,10774,10886,11263,11601,12000
ES41,Castilla y León,Million EUR,R-U,1039,1104,1169,1255,1334,1478,1574,1714,1860,1918,2011,2075,2008,1958,2008,2109,2131,2277,2367,2368
ES42,Castilla-la Mancha,Million EUR,A,2743,2784,2860,3009,2853,2518,2465,2777,2516,2263,2420,2367,2787,3024,2280,2911,3458,3492,3890,3242
ES42,Castilla-la Mancha,Million EUR,B-E,4301,4628,4914,5250,5543,6007,6388,6971,7339,6896,6669,7100,6854,6672,6384,6607,6588,7003,7059,7463
ES42,Castilla-la Mancha,Million EUR,F,2072,2409,2775,3089,3450,4131,4679,4912,5208,4716,3859,3144,2622,2144,2074,2183,2341,2378,2492,2724
ES42,Castilla-la Mancha,Million EUR,G-I,3447,3883,4073,4370,4766,5149,5603,6115,6555,6355,6355,6380,6348,6018,6260,6501,6658,6985,7215,7522
ES42,Castilla-la Mancha,Million EUR,J,589,634,662,686,695,723,735,753,746,717,688,651,604,589,554,525,525,534,508,531
ES42,Castilla-la Mancha,Million EUR,K,801,893,946,980,1021,1088,1237,1422,1557,1639,1230,1169,1199,1033,1125,1119,1148,1198,1322,1302
ES42,Castilla-la Mancha,Million EUR,L,741,859,1047,1226,1456,1804,2149,2571,2867,2943,3478,3690,3756,3905,3884,3801,3839,3869,3983,4080
ES42,Castilla-la Mancha,Million EUR,M-N,858,935,979,1028,1045,1137,1258,1356,1403,1326,1314,1296,1194,1256,1264,1341,1351,1426,1534,1671
ES42,Castilla-la Mancha,Million EUR,O-Q,3531,3805,4155,4562,4945,5433,5871,6533,7326,7955,8173,8051,7183,7040,6998,7216,7293,7578,7827,8135
ES42,Castilla-la Mancha,Million EUR,R-U,686,724,764,821,893,1002,1077,1164,1280,1345,1375,1407,1380,1390,1411,1520,1568,1704,1708,1783
ES43,Extremadura,Million EUR,A,1338,1387,1384,1340,1255,1267,1074,1159,1136,1071,1121,1075,1018,1017,1095,1365,1525,1750,1760,1508
ES43,Extremadura,Million EUR,B-E,1097,1193,1329,1419,1523,1667,1748,1979,2130,2023,2028,2121,2126,2196,2118,2159,2171,2370,2449,2463
ES43,Extremadura,Million EUR,F,1153,1321,1433,1573,1755,2003,2229,2293,2414,2237,1962,1625,1352,1138,1127,1192,1213,1226,1271,1443
ES43,Extremadura,Million EUR,G-I,1862,1923,2067,2156,2324,2429,2575,2748,2854,2763,2813,2802,2752,2733,2648,2791,2999,3305,3265,3354
ES43,Extremadura,Million EUR,J,268,281,305,313,323,332,343,347,351,354,357,332,299,288,260,257,264,261,249,263
ES43,Extremadura,Million EUR,K,444,492,523,538,561,580,606,700,761,812,639,594,627,551,589,594,613,634,692,678
ES43,Extremadura,Million EUR,L,378,440,512,627,743,904,1106,1318,1487,1511,1755,1856,1899,1972,1966,1939,1971,1991,2031,2057
ES43,Extremadura,Million EUR,M-N,433,478,486,528,541,590,665,716,758,729,696,695,644,650,651,717,706,749,825,918
ES43,Extremadura,Million EUR,O-Q,2440,2606,2740,2994,3188,3440,3700,3995,4306,4558,4617,4554,4292,4386,4399,4541,4583,4619,4809,5023
ES43,Extremadura,Million EUR,R-U,360,379,399,417,446,490,529,572,621,649,672,690,685,673,672,712,747,806,831,868
ES51,Cataluña,Million EUR,A,2039,2305,2365,2465,2407,2353,2302,2409,2357,2199,2310,2185,2055,2201,2146,2116,2196,2363,2299,2438
ES51,Cataluña,Million EUR,B-E,30184,32234,32850,33711,34828,36204,38100,39632,40834,37192,36868,35727,33905,34278,34935,36718,38378,39321,40004,40566
ES51,Cataluña,Million EUR,F,10073,11309,12310,13340,14426,16065,17747,18479,18706,17836,14438,12219,10214,8958,8829,9288,10016,10510,10723,11776
ES51,Cataluña,Million EUR,G-I,26668,28799,31376,33023,35094,36704,39321,41903,44072,43441,44171,44532,44266,43653,44084,46120,48099,50222,51682,53759
ES51,Cataluña,Million EUR,J,5328,5821,6310,6645,6784,7041,7168,7381,7350,7119,6962,6759,6533,6288,6190,6369,6538,6755,7174,7672
ES51,Cataluña,Million EUR,K,4810,5605,5970,6066,6555,6944,7561,8721,9133,9740,7422,7026,7133,6150,6719,6653,6828,7060,7729,7569
ES51,Cataluña,Million EUR,L,7256,7885,8956,10186,11831,13703,15609,18322,19261,18896,21288,22715,23156,23918,23775,23342,23842,24556,25563,26431
ES51,Cataluña,Million EUR,M-N,7340,8182,8688,9526,10287,11472,13135,14850,15730,15310,15381,15657,14795,14838,16094,17848,18235,19400,20252,22251
ES51,Cataluña,Million EUR,O-Q,13316,14161,15271,17100,18541,19652,21167,23267,26009,27652,27999,27945,27481,27116,26972,28199,29561,30866,32069,33752
ES51,Cataluña,Million EUR,R-U,4290,4643,4933,5385,5723,6413,6828,7401,7981,8163,8465,8523,8371,8232,8367,9026,9280,9721,9811,9921
ES52,Comunidad Valenciana,Million EUR,A,1774,1995,2030,2128,2028,1908,1838,1997,2108,1947,2164,2074,2039,2118,2456,2355,2280,2283,2236,2107
ES52,Comunidad Valenciana,Million EUR,B-E,13182,14056,14502,14950,15334,15858,16614,17205,17698,15686,15867,16194,15270,15595,16139,17071,17566,18606,18986,19524
ES52,Comunidad Valenciana,Million EUR,F,6062,6959,7696,8532,9270,10534,11750,12413,12870,11653,9397,7506,6480,5406,5414,5758,6081,6459,6689,7319
ES52,Comunidad Valenciana,Million EUR,G-I,14267,15609,16658,17258,18477,19399,20643,21914,23057,22085,21963,22167,21185,20756,21124,22163,23134,24281,25031,25986
ES52,Comunidad Valenciana,Million EUR,J,2345,2466,2600,2578,2555,2551,2518,2517,2414,2325,2224,2110,1979,1924,1826,1828,1849,1973,2022,2087
ES52,Comunidad Valenciana,Million EUR,K,2185,2555,2771,2910,3188,3354,3721,4310,4598,4832,3629,3365,3385,2875,3132,3094,3175,3342,3676,3642
ES52,Comunidad Valenciana,Million EUR,L,3466,3869,4537,5324,6208,7192,8305,9818,10561,10252,11397,12079,12171,12576,12354,11969,12104,12352,12818,13296
ES52,Comunidad Valenciana,Million EUR,M-N,3525,3890,4106,4471,4674,5034,5634,6196,6479,6012,5742,5694,5314,5272,5494,6096,6256,6582,6947,7554
ES52,Comunidad Valenciana,Million EUR,O-Q,7926,8583,9239,9917,10631,11666,12774,13863,15139,16024,16258,16252,15361,15540,15630,16091,16590,16858,17626,18112
ES52,Comunidad Valenciana,Million EUR,R-U,2287,2474,2676,2823,3111,3423,3647,3905,4156,4245,4331,4435,4347,4225,4266,4550,4633,4983,5090,5221
ES53,Illes Balears,Million EUR,A,249.6,246.5,238.1,202,179.7,157.8,129.1,134.2,117.8,103.6,98.2,99.8,110.4,104.4,118.4,133.7,208.7,194.8,167.2,181.9
ES53,Illes Balears,Million EUR,B-E,1183.5,1241.2,1293.2,1367.3,1437.6,1588.4,1660.3,1816.3,2011.5,1914,1943.4,1762.6,1620.1,1537.4,1639.9,1690.4,1680.3,1732.1,1752.6,1791.3
ES53,Illes Balears,Million EUR,F,1604.8,1845.7,2026,2159.1,2316,2625.4,2875.4,3025.6,3227.8,2989.2,2382.7,2064,1842.5,1665,1694.6,1860.4,2028.1,2148,2175.4,2448
ES53,Illes Balears,Million EUR,G-I,6319.2,6651.4,6679.7,6748.8,7070.3,7204,7445.6,7867.2,8118.7,7794.1,7905,8034.9,8100.5,8074.1,8388.6,9006.8,9762.8,10435.9,10860.3,11077.5
ES53,Illes Balears,Million EUR,J,669.2,712.6,741.5,733.9,715.4,712.6,720.9,710.1,688.9,656.9,626.5,584.8,547.9,522.6,496.6,503.5,510.9,524.4,533,575.8
ES53,Illes Balears,Million EUR,K,552.5,649.6,695.1,719.5,758.8,790.6,879.1,1017.9,1114,1176.3,875.3,844.9,845.5,738,801.2,804.3,828.5,891.8,976,966.6
ES53,Illes Balears,Million EUR,L,976,1122.5,1354.8,1525.1,1742.2,2072.4,2503.3,2908.3,3216.3,3166.4,3607.7,3829.5,3919.2,4107,4090.6,4020.8,4091.2,4223.1,4464.1,4612.8
ES53,Illes Balears,Million EUR,M-N,991,1128.4,1227.6,1288.9,1326.8,1469.7,1723,1868.3,2010.7,1887.8,1771.2,1865.8,1865.6,1920.5,2101.9,2348.4,2477.8,2591.6,2807.2,2948.4
ES53,Illes Balears,Million EUR,O-Q,1901.7,2052,2252,2474.9,2703.7,2936.5,3139,3425.4,3720.2,3934.8,3950.1,3985.8,3790.4,3829.1,3843.7,3955.5,4085.6,4251.5,4359.2,4601.4
ES53,Illes Balears,Million EUR,R-U,594.6,642.7,697.5,741,804.2,900,993.1,1071.7,1186.9,1189.3,1217.3,1253.2,1250.1,1233.2,1242.2,1348.1,1392,1459.4,1533.5,1574
ES61,Andalucía,Million EUR,A,5905,6543,6464,7198,7082,7009,6501,7378,7351,6871,7402,7024,6373,7141,7355,9476,9614,10745,10444,9080
ES61,Andalucía,Million EUR,B-E,10889,11635,12489,13399,14172,15498,16010,16679,16915,14488,15808,16048,15553,14883,14862,15396,15921,17026,17126,17232
ES61,Andalucía,Million EUR,F,8686,10049,11417,12859,14328,16466,18182,18805,18740,16813,13380,11011,9110,7753,7663,8207,8484,8811,9457,10489
ES61,Andalucía,Million EUR,G-I,18434,19649,21194,22395,23800,24765,26409,27767,29083,28732,28324,28970,28514,27893,28370,29841,30793,32311,33222,34808
ES61,Andalucía,Million EUR,J,3030,3137,3335,3385,3414,3446,3460,3499,3389,3499,3288,3123,3028,2879,2675,2666,2695,2771,2782,2987
ES61,Andalucía,Million EUR,K,2861,3263,3566,3788,4120,4449,5003,5800,6374,6611,4993,4704,4835,4185,4565,4575,4716,4897,5377,5283
ES61,Andalucía,Million EUR,L,4928,5476,6461,7493,8924,10495,12149,14385,15368,14787,16243,17191,17385,17966,17866,17444,17687,17912,18520,19117
ES61,Andalucía,Million EUR,M-N,5131,5493,5678,5984,6221,6627,7243,7800,7902,8089,7525,7605,7192,7109,7715,8077,8061,8589,9415,10317
ES61,Andalucía,Million EUR,O-Q,15533,16629,17586,18895,20356,21767,23593,25567,28004,29570,29652,29918,28584,28407,28234,29296,30010,30704,31778,32863
ES61,Andalucía,Million EUR,R-U,3307,3565,3832,4104,4487,4891,5278,5707,6245,6304,6366,6536,6347,6262,6289,6562,6686,7101,7200,7406
ES62,Región de Murcia,Million EUR,A,1169,1181,1319,1334,1243,1169,1035,1139,1126,970,1064,998,1102,1307,1225,1492,1620,1630,1540,1618
ES62,Región de Murcia,Million EUR,B-E,2835,3017,3163,3332,3507,3823,4034,4305,4472,4110,4318,4340,4317,4381,4406,4930,4990,5195,5105,5306
ES62,Región de Murcia,Million EUR,F,1412,1647,1879,2167,2456,2914,3328,3505,3572,3069,2633,2098,1741,1457,1470,1524,1577,1645,1724,1909
ES62,Región de Murcia,Million EUR,G-I,3184,3584,3829,4167,4475,4784,5120,5544,5985,5895,5809,5834,5776,5772,5832,6215,6393,6698,6864,7189
ES62,Región de Murcia,Million EUR,J,506,558,582,584,581,592,604,599,588,577,519,482,439,432,395,388,387,406,399,430
ES62,Región de Murcia,Million EUR,K,513,598,642,669,724,764,862,1038,1141,1206,895,848,867,725,796,798,820,857,943,931
ES62,Región de Murcia,Million EUR,L,788,881,1055,1243,1468,1737,2027,2339,2488,2409,2672,2801,2811,2905,2872,2793,2833,2884,2990,3075
ES62,Región de Murcia,Million EUR,M-N,830,905,964,1040,1084,1175,1310,1394,1426,1328,1325,1320,1237,1283,1342,1489,1606,1714,1756,1909
ES62,Región de Murcia,Million EUR,O-Q,2492,2668,2909,3147,3363,3637,3971,4392,4974,5294,5313,5284,5038,5007,4982,5147,5288,5438,5539,5636
ES62,Región de Murcia,Million EUR,R-U,559,590,647,702,743,824,890,962,1044,1072,1096,1091,1051,1032,1032,1113,1135,1218,1279,1309
FI19,Länsi-Suomi,Million EUR,A,1308.5,1288.2,1236.1,1220.1,1171.2,1164.6,1059.3,1406.7,1315.9,1389.1,1571.6,1577.5,1610.4,1643.9,1539.5,1493.6,1578.3,1655,1741.6,1828.7
FI19,Länsi-Suomi,Million EUR,B-E,9443.1,10597.9,10243.1,10030.1,10200.4,10392.2,11472.3,12770.3,12821.8,10337.8,11157.5,11266.7,10928.3,10545.1,10313.4,10631.1,10349,10736.7,11144.4,11195.8
FI19,Länsi-Suomi,Million EUR,F,1669.4,1591.9,1588.4,1802,1910.6,2171.8,2331.9,2568.6,2750.2,2498.8,2483.7,2648.5,2811.8,2749,2726.8,2740.2,3016.2,3232.4,3447.1,3479.8
FI19,Länsi-Suomi,Million EUR,G-I,3369.8,3692.5,4077.8,4154.3,4351.5,4650.3,4343.7,4737.1,5194.1,4770.8,4792.8,5112.2,5313.8,5006.3,5275.2,5354.3,5434.5,5673.1,5731.4,5909.5
FI19,Länsi-Suomi,Million EUR,J,953.3,1165.6,1171.5,1244.2,1192.5,1150.3,1156.1,1322.6,1360.3,1323.7,1327.5,1417.5,1483.8,1479.5,1515.9,1588.5,1614.3,1752.4,1829.9,1839.3
FI19,Länsi-Suomi,Million EUR,K,585.3,633.9,540,517.2,516.8,549.1,608.9,676.6,744.2,665.4,651.5,679.7,643.9,591.6,764,791.6,785.7,811.5,812.8,812.5
FI19,Länsi-Suomi,Million EUR,L,2546.9,2756.9,2866.7,3076.5,3291.9,3326.9,3475.5,3784.2,3954,4060.8,4257.1,4502.2,4645.8,4851.4,5055.3,5338.7,5577.2,5750.7,5780.2,6020.8
FI19,Länsi-Suomi,Million EUR,M-N,993.2,1181.1,1278.4,1323.3,1451.3,1629.1,1776.4,2037.7,2291.6,2269,2299.1,2504.9,2570.3,2630,2593.5,2638.7,2689.8,2988.2,3256.6,3451.9
FI19,Länsi-Suomi,Million EUR,O-Q,5013.7,5343.6,5618.5,5967.2,6273.1,6683.6,6716.8,7062.3,7607.1,7658.7,7798.8,8700.1,8785.2,9062.5,9248.9,9179,9308.6,9271.8,9496.1,9684.9
FI19,Länsi-Suomi,Million EUR,R-U,610.5,685.3,695.6,721.8,795.3,816,847,907,941,1038.6,1062.9,1126.4,1154.8,1172.5,1192.6,1198.5,1236.8,1291.4,1268.1,1279
FI1B,Helsinki-Uusimaa,Million EUR,A,255.5,235.4,246.1,235.6,233.9,221.4,207.5,236.6,253.7,217.1,230.7,198.5,200.9,208.2,219.9,227.8,235.1,232.7,255.5,256
FI1B,Helsinki-Uusimaa,Million EUR,B-E,10051.1,10832.6,10303.7,10344.8,10577,11141.1,12218.3,13249.1,13026.8,11316.1,12172.9,11488.7,9092.4,10281.7,10846.9,11481.7,11459.5,12779.9,12227.5,13060.9
FI1B,Helsinki-Uusimaa,Million EUR,F,2501.6,2766.6,2450,2567,2754.4,2926.1,3063.1,3477.2,3590,3510.4,3561,3555.4,3977.6,4041.4,3843.5,4124,4715.4,4991,5435.3,5639.3
FI1B,Helsinki-Uusimaa,Million EUR,G-I,9843.5,10552.6,10664.2,10417.8,10960.4,11323.4,11337.5,12755.3,13393.4,11994.5,12336.2,13391.9,13943.9,13912,12984.5,13317.5,13270.9,13959,14319,14660.6
FI1B,Helsinki-Uusimaa,Million EUR,J,3475.9,4055.9,4565.4,4293.5,4858.8,4330.3,4375.2,4948,5092.6,5069.1,5234.5,5486.8,5748.5,6047,6485.9,6862.4,7144.6,7436.1,7650,8111.5
FI1B,Helsinki-Uusimaa,Million EUR,K,2205.2,2341.5,2108.8,1982.5,2246,2525.2,2741,3256.6,2973,3030.7,2842.6,2968.8,3131.9,3052.1,3556.2,3527.8,3901.5,4031.9,4222.7,3789.7
FI1B,Helsinki-Uusimaa,Million EUR,L,4110.6,4309,4661.6,4864.7,4920.7,5283.1,5538.2,5664.3,6328.6,6592.8,6722.9,7119.4,7391.3,7637.2,7992.3,8441.4,8661.9,8949.3,9750.1,10142.1
FI1B,Helsinki-Uusimaa,Million EUR,M-N,3747.7,4020.8,4082.1,4296.4,4651.2,4963.7,5420,6038.4,6945.9,6410,6716.3,7081.8,7520.7,7560.2,7564,7811.9,8272.3,8790.7,9438.5,9956.9
FI1B,Helsinki-Uusimaa,Million EUR,O-Q,6699.8,7160.6,7479.8,7745,8163.6,8489.4,9443.3,9971.7,10702.1,11481.3,12051.1,11427.5,12117.2,12531.9,12373.1,13053,13022.4,12749.1,13157.4,13826.9
FI1B,Helsinki-Uusimaa,Million EUR,R-U,1144.6,1169.8,1272.4,1318.2,1291.2,1497.8,1658.8,1721.2,1938,1978.5,2067.9,2215.5,2261.4,2348.9,2358.4,2405.4,2511.9,2508.2,2547.4,3053.6
FI1C,Etelä-Suomi,Million EUR,A,910.5,875.2,892.9,845.5,863.3,826.3,719.1,959.5,911.3,831.6,894.4,836.8,832.7,863.5,986.3,954.9,1050.3,1052,1122.4,1120
FI1C,Etelä-Suomi,Million EUR,B-E,8844.1,8741.1,9228.3,8823,9355.8,9163.9,9655.3,10608,10317.5,7643.6,7632.5,8087.4,8189,8071.9,8005.9,8210.4,8396.3,9255.9,9354.3,9251.6
FI1C,Etelä-Suomi,Million EUR,F,1710.3,1716.9,1750.6,1635.6,1824.3,2069.9,2278.3,2539.7,2725.9,2291.1,2225.7,2340.7,2316.3,2297,2301.9,2354.1,2523.2,2715.5,2782.4,2924.8
FI1C,Etelä-Suomi,Million EUR,G-I,3463.9,3903.7,3928.8,4198.1,4387.8,4469.8,4546.8,4635.5,5003.5,4792,4796.5,5199.9,5247.8,5096.7,5168.1,5166.9,5175.6,5473.2,5544.3,5752.1
FI1C,Etelä-Suomi,Million EUR,J,616.4,778.7,768.8,804.3,821.8,837.7,755.8,837.1,848.6,798.1,795.1,812.4,878.5,921.8,969.5,979.8,1075.7,1176.7,1326.6,1471.9
FI1C,Etelä-Suomi,Million EUR,K,592.1,644,553.2,504.8,514.3,545.8,592.8,631.3,605,634.2,612.1,634.4,613.4,614.6,697.7,753.6,737.3,872.5,724,662.2
FI1C,Etelä-Suomi,Million EUR,L,2266.9,2409.2,2555.2,2737,2923.4,2995.1,3075.5,3217.2,3460.5,3518.3,3588.9,3864.9,4009.8,4117.8,4248.1,4497,4719.2,4854.3,5041.4,5106
FI1C,Etelä-Suomi,Million EUR,M-N,1045.1,1162.6,1206.9,1281.7,1355.2,1474.3,1605.3,1882.7,1849.7,2032.9,2055.2,2271.4,2247.7,2219.1,2337.9,2235.7,2327,2576.9,2675.9,2843.2
FI1C,Etelä-Suomi,Million EUR,O-Q,4321.3,4631.4,4959.1,5218.9,5471,5779.7,5812.3,6030.2,6444.1,6594.3,6741.4,7381.3,7714.9,7708.6,7833.5,7758.9,7757.5,7653.4,7891.9,8131.1
FI1C,Etelä-Suomi,Million EUR,R-U,544.5,596.7,600.3,638,703.3,696,735.1,771.9,830.3,873.4,909.8,938.4,954.9,977.2,982.6,960.3,1004.3,1028.2,1004,977.5
FI1D,Pohjois- ja Itä-Suomi,Million EUR,A,1525.7,1569.3,1563.3,1527.2,1487.9,1519.1,1455,1826.6,1780.7,1637,1830.8,1960.1,1987.1,2097.8,2186.9,2059.5,2140.8,2273.6,2427.9,2397.1
FI1D,Pohjois- ja Itä-Suomi,Million EUR,B-E,7365.7,7059.5,7611.3,7895.3,8108,8156.3,8954.9,9635.4,9363.2,6524.6,7432.9,7458.5,7002.2,6982.7,7041.2,6928.4,7679.9,8312,8211,8274.1
FI1D,Pohjois- ja Itä-Suomi,Million EUR,F,1426.3,1341.8,1414.8,1589.1,1779.8,2028.9,2173.5,2391.5,2689.7,2363.4,2390.8,2556.5,2513.2,2500.8,2531.1,2597.7,2781,2985.1,3226.9,3240
FI1D,Pohjois- ja Itä-Suomi,Million EUR,G-I,2984,3262.7,3402.3,3467.3,3707.8,3745.8,3933.7,4038.4,4331.1,4120.2,4334.6,4443.4,4667.7,4639.9,4793.1,4724.1,4896.4,5069.4,5127.5,5282.5
FI1D,Pohjois- ja Itä-Suomi,Million EUR,J,666.2,829.8,779.6,808.9,897,831.6,812.3,781.9,872.7,845.8,842.3,842.8,836.6,843.1,837.8,866.3,885.7,987.4,993.6,1019.5
FI1D,Pohjois- ja Itä-Suomi,Million EUR,K,501.1,538.8,484,459.6,449.2,474.8,519.3,570.6,568.5,540.8,520.9,561.2,540.8,551.9,672.2,681.3,663,714.8,697.2,685.1
FI1D,Pohjois- ja Itä-Suomi,Million EUR,L,2303.4,2461.5,2630.5,2758.2,2936.2,3006.7,3130.4,3359.1,3620,3629.9,3782.6,4087.3,4189.2,4402.5,4526,4763.7,4929.2,5044.6,5112.9,5269.9
FI1D,Pohjois- ja Itä-Suomi,Million EUR,M-N,814.8,986.9,1082.3,1124,1284.3,1365.3,1452.5,1592.1,1830.7,1813.1,1865.6,2053.4,2181.2,2323.6,2315.1,2368.9,2324.9,2406.4,2646.3,2811.5
FI1D,Pohjois- ja Itä-Suomi,Million EUR,O-Q,5512.9,5785.7,6006.1,6327,6579.7,6917.1,6915.8,7290.7,7694.2,7891.1,7973,8598.9,9102.6,9095.3,9185.4,9117.2,9166.2,9211.8,9509.4,9668.4
FI1D,Pohjois- ja Itä-Suomi,Million EUR,R-U,615,678.2,699.6,738,820.6,812,844.3,921.7,948.7,1004.4,1019.6,1066.4,1099.3,1093.9,1102.1,1163.7,1146.5,1195.9,1190.2,1144.8
FI20,Åland,Million EUR,A,29.7,30,29.6,19.7,21.7,20.6,19.1,23.5,22.4,21.1,23.5,23.1,21.9,23.6,29.4,28.2,21.5,27.7,24.7,33.2
FI20,Åland,Million EUR,B-E,54.1,61.9,68.6,64.9,61.8,64.5,81.1,72.1,77.7,81.9,90.3,83.7,92.1,102.7,102.6,114.3,106.3,120.6,109.8,120.7
FI20,Åland,Million EUR,F,36.4,46.9,50.2,58.2,60,59.4,57.2,63.1,68.3,69.3,67.8,74.8,77.1,78.9,74.7,83.1,84.3,90.1,83.3,87.1
FI20,Åland,Million EUR,G-I,262.9,386.4,369,373.6,388.6,401.6,386.4,378.7,304.9,343.6,293.9,298.6,376.8,397.1,386.1,401.3,378.7,359.3,330.8,339.4
FI20,Åland,Million EUR,J,23.2,28.1,38.7,45.1,40.9,40.1,39.7,43.4,44.8,50.4,59.7,60.5,64.6,50.7,54,48.1,48.8,49.5,49.9,52.8
FI20,Åland,Million EUR,K,52.4,55.8,40,39,42.7,32.2,36.9,38.9,48.3,40,40.9,44,45,44.8,61.9,67.6,73.5,78.3,68.3,67.5
FI20,Åland,Million EUR,L,47.2,52.4,64,63.7,65.8,68.1,68.5,72.2,98.9,102.3,106.5,114.1,118.9,122,127.4,133.2,139.6,149.1,129.5,137.2
FI20,Åland,Million EUR,M-N,14.2,16.6,19.4,18.6,20.1,21.6,22.8,24.2,29.1,29.1,35.8,32.5,31.2,36.1,36.5,36.9,38.9,40.8,36.7,41.5
FI20,Åland,Million EUR,O-Q,171.1,147.7,157.7,160.4,166.1,180.5,192,211.2,222.9,239.3,258.9,268.5,261.2,263.3,273.6,251.4,249.7,252.1,252.5,265.6
FI20,Åland,Million EUR,R-U,15.4,17.9,21.1,23,29.7,29.3,35.8,39.4,41,33.2,34.8,39.3,39.8,38.5,35.3,34.1,37.5,38.3,38.4,31
FR10,Île de France,Million EUR,A,527.8,573.6,574.9,524.4,520,469.8,418.5,584.6,562.6,407.1,585.5,625,786.3,595.6,583.7,562.7,349.7,594.7,568.3,538.8
FR10,Île de France,Million EUR,B-E,49862.1,49136.1,50969.8,50022.2,51008,50633.1,50631.2,50980.7,47702.4,45910.9,48119,48871,50145.2,51769.4,52296.8,54784.7,55687.9,55728.6,55280.2,59998.5
FR10,Île de France,Million EUR,F,15143.6,15800.1,16440.3,16923.7,17926.9,18575.3,19702.6,22128.3,24494.8,23677.8,24528.7,24303.3,23607.8,24701.7,24384.1,24084.5,24026.8,25639.2,27464.9,29295
FR10,Île de France,Million EUR,G-I,72726.8,77116.7,79087.9,81851.6,84226.2,87203.8,88964.1,93408.8,98258.8,94460.5,97302.1,98125.2,101390,106006.9,107663.1,113012.3,115729.7,120322.7,123764.9,125115.3
FR10,Île de France,Million EUR,J,44968.7,48023.2,50951.2,51044,52325.7,53106.4,54240.9,57693,57898.2,56122.8,56852.3,57123.5,56449.2,55787.9,55241.8,57897.5,59943.7,63635.1,67525.8,69945.9
FR10,Île de France,Million EUR,K,25462.8,24528.9,25694.6,25936.8,28015.1,29757.2,31301.6,34059.8,32737.3,34280.9,40883.7,40072.9,39747.2,42283.6,43296.3,43625.3,43260.6,39263.7,42650,41554.9
FR10,Île de France,Million EUR,L,42007.4,44791.3,45658.2,47542.4,50561.5,54428.2,58287.6,62923.7,65425.5,60575.9,65503.7,68364.3,72735.2,72591.8,72718.5,74414.8,76289.7,78911.2,80501.4,89111.4
FR10,Île de France,Million EUR,M-N,66629.9,70209.3,72776,74008.1,73944.5,78568.7,83772.1,93193.7,103483.7,97881.5,103364,106247.5,109347,111924.9,116228.9,117510.4,121690.8,124954.7,130524.7,137348.1
FR10,Île de France,Million EUR,O-Q,60529.1,62182.8,64479.5,66661.8,69766.1,73025.8,73732.8,77234.9,81849.7,85758.8,90331.8,91157.2,92672.4,93356.6,94209.2,94903.9,95476,97748.6,98984.7,100385.2
FR10,Île de France,Million EUR,R-U,11969.7,12482.6,13672.9,14409.9,14784.7,15200.9,15808,16890.2,17026.7,17014.1,17460,17366.9,18702.5,18857.2,18977.5,18688.2,19855.7,20731.9,20776.6,21855
FRB0,Centre - Val de Loire,Million EUR,A,1555.2,1534.9,1661.5,1617.3,1652.2,1538.7,1355.2,1939.5,1677,1335.7,2058.3,1862,2091.5,1423,1483.9,1734.2,1343,2048,2446.2,2457.8
FRB0,Centre - Val de Loire,Million EUR,B-E,11519.5,11928.4,11881.6,11807.4,11795.2,12017.9,12227.7,12167.3,11524,11225.8,11047.8,11518,11660.2,12029,11961.9,12273.4,12091.3,11941.4,12263.4,12699.2
FRB0,Centre - Val de Loire,Million EUR,F,2564,2696,2784.3,2916,3125.6,3303.5,3637.2,3998.2,4200.6,4110.9,3964.8,4128.2,4038.9,4140.9,4082.7,3949.7,3943.7,3977.5,4049.8,4236.4
FRB0,Centre - Val de Loire,Million EUR,G-I,7926.2,8360.4,8699.4,9057.1,9318.6,9268.5,9447.5,9866.1,10460.3,10349.5,10158.1,10502.2,10497.3,10450.8,10387.4,10541.4,10554,10509.9,10616.5,11354
