"NUTS","Name","Country","Year","GDP_growth","GDP_capita","Labor_Prodx","Wage_EUR","Activity_rate","NEET_share","Life_exp","Fertility_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","inv_rate","GVA_agriculture","GVA_industry","GVA_construction","GVA_services","GVA_public","GFCF_share","Pop_growth","emp_rate","unemp_rate","Employment_rate","Unemployment_rate","Migration_rate","Candidates","CEE","Capital","Coastal","Island","Objective_1","Eurozone","Output_density","Employment_density","Population_density","Dist_BRUX"
"EL62","Ionia Nisia","Greece",2013,-0.0145103896278639,15528.7318425122,34309.93,1823.1375,0.609,0.249,81.6,1.42,0.442,0.389,0.17,0.111681078704382,0.038216327128829,0.0449582295178074,0.0392789095705701,0.687967169866628,0.189542723142313,0.0990060417072695,-0.00354592936892041,0.43,0.181,0.431353690791056,0.0798268814618899,-0.00033661937965857,0,0,0,1,1,1,1,1.40207177289954,0.0389464407092455,0.090288877876116,1676.80941067207
"EL62","Ionia Nisia","Greece",2014,0.0406466304927462,16159.9224677357,34694.62,1841.60333333333,0.605,0.252,81.7,1.43,0.396,0.427,0.177,0.123684305061609,0.0357797176419873,0.044688723641197,0.0284513417394116,0.709666989977368,0.181449150411323,0.109207980461192,-0.00283722048569368,0.408,0.214,0.438368055555556,0.0935570987654321,4.82253086419753e-06,0,0,0,1,1,0,1,1.45492158766261,0.0394674633274294,0.0900327084221756,1676.80941067207
"EL62","Ionia Nisia","Greece",2015,-0.0140553606444956,15932.7889294646,35039.75,1861.07583333333,0.602,0.258,80.8,1.45,0.357,0.448,0.195,0.143926056338028,0.0438306924882629,0.0439040492957746,0.0276921948356808,0.700300762910798,0.184235622065728,0.127171376717656,-0.00366512345679012,0.419,0.19,0.426427879961278,0.0827686350435624,-5.324298160697e-05,0,0,0,1,1,0,1,1.42921462254999,0.0382517438850003,0.0897027274306591,1676.80941067207
"EL62","Ionia Nisia","Greece",2016,-0.00611762511335233,15835.318099784,33382,1819.755,0.605,0.236,81.4,1.49,0.379,0.413,0.208,0.14555622732769,0.0427373035066505,0.0465915961305925,0.0283403869407497,0.690069528415961,0.192298972188634,0.126956922975512,-0.00392061955469506,0.438,0.16,0.441712425287915,0.0699742455901647,0.00023324748530054,0,0,0,1,1,0,1,1.41490209602782,0.0394674633274294,0.089351037163385,1676.80941067207
"EL62","Ionia Nisia","Greece",2017,0.00087912326160048,15849.2392962803,33472.51,1834.4375,0.611,0.263,80.9,1.5,0.373,0.427,0.201,0.175699037883343,0.0484064942874324,0.0444978953698136,0.0181900180396873,0.700616355983163,0.188289236319904,0.153293766599993,-0.00388745808834249,0.425,0.196,0.444411922532806,0.0873213327479389,0.00040977608663837,0,0,0,1,1,0,1,1.41064076127041,0.0395543004304601,0.0890036887512624,1676.80941067207
"EL62","Ionia Nisia","Greece",2018,0.0312254027444978,16344.1381765006,32602.73,1773.14916666667,0.627,0.241,81.3,1.6,0.309,0.463,0.228,0.18138922418523,0.0434909835765756,0.044990672665423,0.0185083580233366,0.702476315885731,0.190497092066279,0.15719901096811,-0.00375628079418508,0.457,0.159,0.473998628929586,0.072470864753697,0.00048966800509254,0,0,0,1,1,0,1,1.44922436836739,0.0420291578668335,0.0886693659045944,1676.80941067207
"EL62","Ionia Nisia","Greece",2019,0.0133992179263643,16563.1368457462,32807.68,1738.30583333333,0.596,0.218,81.4,1.55,0.323,0.431,0.246,0.147151108892534,0.0465306995650004,0.0441417670969122,0.0191114597447051,0.711687941239392,0.178563788062469,0.127526110870774,-0.00347664283615709,0.452,0.123,0.484497076310746,0.0535600216205592,0.00109085548621689,0,0,0,1,1,0,1,1.46353689488955,0.0428106917941093,0.0883610941888356,1676.80941067207
"EL63","Dytiki Ellada","Greece",2008,-0.0285069319289627,16749.8885076604,40067.44,2073.16833333333,0.558,0.161,80,1.55,0.467,0.353,0.18,0.299710208430843,0.0756346037025603,0.120208729597578,0.0689026758417399,0.47606480974337,0.259189181114751,0.264820012846798,-0.00136844228054507,0.447,0.099,0.409075829042076,0.0418307441545141,-0.00062890360177131,0,0,0,1,0,1,1,1.02597968849801,0.0250570916612794,0.0612529264316473,1830.38360832616
"EL63","Dytiki Ellada","Greece",2009,-0.0613656867130924,15722.0200970201,38975.16,2145.2975,0.563,0.162,80.2,1.53,0.471,0.346,0.182,0.338954503440485,0.0780938687480743,0.104221012632228,0.0669918866180548,0.455099106500976,0.295594125500668,0.303075383160234,-0.00090873685577047,0.451,0.097,0.403384153384153,0.0415800415800416,-0.00069444444444444,0,0,0,1,0,1,1,0.962144608828752,0.0246860063827978,0.061197263639875,1830.38360832616
"EL63","Dytiki Ellada","Greece",2010,-0.00929359002660584,15575.9060878483,37962.7,2030.35916666667,0.574,0.195,80.3,1.52,0.465,0.333,0.202,0.26056891741973,0.0800706569154379,0.113471128679599,0.068050364593992,0.473918335254139,0.264478743685577,0.229883309893953,-0.00953886578886579,0.447,0.119,0.404062195258829,0.0517467818603478,-0.00137456944491008,0,0,0,1,0,1,1,0.94411035741077,0.0244916283797837,0.0606135111553684,1830.38360832616
"EL63","Dytiki Ellada","Greece",2011,-0.102124105247685,13985.2306152049,34958.39,1898.71333333333,0.566,0.234,80.8,1.45,0.448,0.343,0.209,0.182827003191463,0.0812483250907496,0.11005676419714,0.0552659146831681,0.476466002387507,0.276962993641435,0.16023102134065,-0.0111831355051433,0.41,0.176,0.394922467535722,0.0750337946904377,-0.00310159339938469,0,0,0,1,0,1,1,0.838214055797737,0.0236699395488602,0.0599356620466754,1830.38360832616
"EL63","Dytiki Ellada","Greece",2012,-0.0533447772951053,13239.1916026161,34544.43,1842.9575,0.564,0.262,80.4,1.35,0.449,0.345,0.206,0.139660254421347,0.0900041369324646,0.111593753231978,0.0477169303961113,0.473058227324439,0.277614024201055,0.123179895326165,-0.00423225981446457,0.367,0.256,0.375875290529838,0.107773616189729,-0.00524508134835453,0,0,0,1,0,1,1,0.790141416714644,0.0224329886205883,0.0596819987527419,1830.38360832616
"EL63","Dytiki Ellada","Greece",2013,-0.0386871480699328,12727.0050367594,33317.99,1715.09833333333,0.566,0.298,80.9,1.33,0.436,0.348,0.216,0.142275754336923,0.0895612376332593,0.127641206939078,0.0429033407328236,0.472745210885472,0.267176409328839,0.126126673307257,-0.00425024796814165,0.353,0.284,0.367369937512916,0.119235406671533,-0.00468913307533685,0,0,0,1,0,1,1,0.756344724710485,0.0218321838839991,0.0594283354588085,1830.38360832616
"EL63","Dytiki Ellada","Greece",2014,0.00727690237355518,12819.6182099197,31954.25,1678.44666666667,0.567,0.282,81.5,1.31,0.407,0.367,0.226,0.160202738651956,0.0959788300523648,0.117414802161799,0.0298927501330122,0.483674498053821,0.273053120887122,0.141453102399585,-0.00426690295694888,0.35,0.287,0.377902766558815,0.121090139738917,-0.00391937875233856,0,0,0,1,0,1,1,0.758597837510762,0.0223623057104013,0.0591747605185127,1830.38360832616
"EL63","Dytiki Ellada","Greece",2015,-0.00563220956150861,12747.4154336629,32881.14,1632.085,0.584,0.254,80.9,1.33,0.396,0.375,0.229,0.146735225751919,0.105332112418117,0.129224484045925,0.027653729661196,0.467155032753399,0.270648728604635,0.129650605558944,-0.00428817362922528,0.362,0.285,0.36633442149002,0.123111158429515,-0.0040022372941337,0,0,0,1,0,1,1,0.751090577848428,0.0215847936983447,0.0589210088709415,1830.38360832616
"EL63","Dytiki Ellada","Greece",2016,-0.0127541973002317,12584.8323821539,31066.92,1572.15333333333,0.59,0.251,81.2,1.36,0.388,0.384,0.227,0.141405861170478,0.0978423163626782,0.136648417601077,0.0284714699768715,0.467459085985303,0.269607986649881,0.123335418714809,-0.00430364220088562,0.359,0.298,0.379664672209781,0.131625118409896,-0.00328159191092865,0,0,0,1,0,1,1,0.738319822308268,0.0222739520726676,0.0586674339306458,1830.38360832616
"EL63","Dytiki Ellada","Greece",2017,0.00434252559231389,12639.4823388484,31294.13,1584.72833333333,0.592,0.225,81.4,1.32,0.386,0.376,0.238,0.163642212701244,0.110020910406949,0.130682732098206,0.0185561583341863,0.473160103528448,0.267594718294413,0.14277512694241,-0.00432374959902531,0.379,0.263,0.378893298806902,0.116919968054984,-0.00282997749328429,0,0,0,1,0,1,1,0.738319822308268,0.0221325862522937,0.0584137706367123,1830.38360832616
"EL63","Dytiki Ellada","Greece",2018,0.0227513793748775,12927.0479966416,30656.55,1538.07666666667,0.58,0.182,81.7,1.29,0.387,0.394,0.219,0.145750457330352,0.100728824878771,0.134556752518947,0.0197740933244287,0.471006707511832,0.273933621766021,0.126313273022384,-0.00434252559231384,0.383,0.241,0.393762390526612,0.105124835742444,-0.00260989115325895,0,0,0,1,0,1,1,0.751838499109931,0.0229012629005769,0.0581601073427788,1830.38360832616
"EL63","Dytiki Ellada","Greece",2019,0.0154196020205796,13126.3779320508,31174.27,1549.83,0.574,0.178,81.5,1.32,0.373,0.421,0.206,0.146140391122326,0.107716350289614,0.125279577909044,0.0206170786259104,0.467153180019499,0.279262487813271,0.126654158227612,-0.00435994622226611,0.378,0.241,0.393960893812129,0.104059384035582,-0.00170126412316237,0,0,0,1,0,1,1,0.760103029049536,0.0228129092628432,0.0579065324024831,1830.38360832616
"EL64","Sterea Ellada","Greece",2008,-0.0253709272495873,19558.6924159449,46795.43,2295.00666666667,0.576,0.226,80.5,1.58,0.495,0.36,0.145,0.347990720802255,0.0666500223657793,0.304809162687638,0.0560080724859304,0.380031000010403,0.192512145138304,0.307477365687761,0.0018905974287875,0.466,0.085,0.41784231619431,0.0368420106751972,0.00447136207609223,0,0,0,1,0,0,1,0.699790570012179,0.0149499826678828,0.035779005831785,1846.30812206738
"EL64","Sterea Ellada","Greece",2009,-0.0474270492610419,18631.0813472523,46157.75,2366.7875,0.573,0.24,81.2,1.52,0.494,0.352,0.154,0.262793572311496,0.0693717418175955,0.28951469876928,0.0576879668941796,0.364927177943785,0.218509163218144,0.234975828696095,0.00366622935499524,0.452,0.105,0.403602700234569,0.044765161960356,0.0053950973194621,0,0,0,1,0,0,1,0.669045482413132,0.014493445562756,0.035910179873258,1846.30812206738
"EL64","Sterea Ellada","Greece",2010,-0.0456655413951529,17780.2829307529,44788.33,2321.06916666667,0.588,0.244,81.4,1.52,0.476,0.364,0.159,0.300462423824437,0.0713308535054892,0.302090517485048,0.0542358700690809,0.382341967505964,0.190012097640395,0.265076705168871,-0.00885633964223683,0.45,0.125,0.404318511934442,0.0549208345076275,0.00498262044644857,0,0,0,1,0,0,1,0.632838445972131,0.0143905639616007,0.0355921471236866,1846.30812206738
"EL64","Sterea Ellada","Greece",2011,-0.078232943779434,16389.2790558489,42264.71,2176.56,0.591,0.29,80.9,1.34,0.442,0.385,0.173,0.275284578971437,0.0705607534390488,0.319877887503244,0.042492182575486,0.376002669665921,0.191091225945198,0.241261278826677,-0.0137500812972879,0.417,0.19,0.400063746421133,0.0849952281773836,0.00328623791703074,0,0,0,1,0,0,1,0.575308801551967,0.0140433385577015,0.0351027522071909,1846.30812206738
"EL64","Sterea Ellada","Greece",2012,-0.0616172836300732,15379.4161997722,41690.27,2092.07416666667,0.575,0.357,81.1,1.31,0.437,0.391,0.173,0.197017700041894,0.080213133640553,0.331718684541265,0.0364081483033096,0.368545768747382,0.183101173020528,0.173769961779615,-0.00599362902147412,0.359,0.279,0.38275766114245,0.122180225968919,0.00122364509869324,0,0,0,1,0,0,1,0.536624116371572,0.0133553178499753,0.0348923593328282,1846.30812206738
"EL64","Sterea Ellada","Greece",2013,-0.051973428474859,14580.0952119283,39290.57,1884.0875,0.581,0.387,82.2,1.25,0.437,0.38,0.183,0.199411626590058,0.0760051379086502,0.344681850199577,0.0357305636506775,0.36443241302156,0.179150035219535,0.176778127410527,-0.00659552079551674,0.36,0.282,0.385669922940218,0.124475477774356,0.00174191465916722,0,0,0,1,0,0,1,0.505378556084517,0.0133681780501197,0.0346622260512439,1846.30812206738
"EL64","Sterea Ellada","Greece",2014,-0.00721488979329221,14474.9014317985,36785.78,1779.99083333333,0.579,0.363,81.9,1.24,0.412,0.409,0.179,0.20605446448961,0.0903031514044302,0.331967915049098,0.0248344370860927,0.373801096140671,0.179093400319708,0.181938475885622,-0.00657438290957255,0.365,0.268,0.402787581369814,0.118576779865476,0.00135382937641685,0,0,0,1,0,0,1,0.498433725204025,0.0138697258557519,0.0344343433046849,1846.30812206738
"EL64","Sterea Ellada","Greece",2015,0.00162033817986976,14498.3556672383,38221.42,1722.59916666667,0.597,0.302,81.7,1.23,0.405,0.405,0.19,0.183083300434268,0.0856268681969432,0.348908690993176,0.0225875585133382,0.364136258530258,0.178712424567142,0.161768553239731,-0.00658054444481791,0.381,0.258,0.394741294074745,0.118610360267221,0.00132708263627033,0,0,0,1,0,0,1,0.495956076464632,0.013503210151636,0.0342077465781403,1846.30812206738
"EL64","Sterea Ellada","Greece",2016,0.0308362814357101,14945.4310429483,37880.95,1751.9475,0.585,0.311,81.8,1.3,0.386,0.403,0.211,0.193244747558724,0.0751476038158581,0.368974312004171,0.0224047796863331,0.356334634407542,0.177138670086096,0.168551202005801,-0.00663729290179964,0.376,0.25,0.406461757966026,0.112401435862113,0.0043011525877876,0,0,0,1,0,0,1,0.50785620482391,0.013811854955102,0.0339806997445906,1846.30812206738
"EL64","Sterea Ellada","Greece",2017,0.0342837942411609,15457.8171256702,38517.38,1786.40416666667,0.586,0.273,81.9,1.24,0.368,0.399,0.233,0.207092433267152,0.080341385395985,0.374090006618134,0.0138153540701522,0.355200750055151,0.176552503860578,0.180685208353383,-0.00670434827036141,0.397,0.208,0.411110264421245,0.0943000838222967,0.00523698849348472,0,0,0,1,0,0,1,0.521745866584895,0.0138761559558241,0.0337528812990323,1846.30812206738
"EL64","Sterea Ellada","Greece",2018,0.0345715457962093,15992.2177583397,37404.05,1740.66083333333,0.583,0.257,82.3,1.23,0.363,0.401,0.236,0.183325580759023,0.0782690781733111,0.372547678332011,0.0147618135551482,0.355925246942293,0.178496182997236,0.158876953356572,-0.00676865046102263,0.405,0.189,0.432516825959449,0.0855443478394298,0.00604372735520277,0,0,0,1,0,0,1,0.536129822358726,0.0144998756628282,0.0335244198434668,1846.30812206738
"EL64","Sterea Ellada","Greece",2019,0.0217566954281581,16340.1555693287,38254.94,1758.00166666667,0.582,0.264,81.8,1.12,0.308,0.46,0.232,0.164379503063767,0.0796040670661908,0.374789576459498,0.0153390344084573,0.354104100733957,0.176149754225305,0.142460317460317,-0.00681094123717075,0.412,0.172,0.432586092357131,0.0780199916572682,0.00689627203485408,0,0,0,1,0,0,1,0.544063241264911,0.0144034241617451,0.0332960869899027,1846.30812206738
"EL65","Peloponnisos","Greece",2008,-0.0167482981228628,17456.3064847167,41349.26,2367.68,0.629,0.197,80.8,1.57,0.467,0.365,0.169,0.33111892812332,0.074374887972755,0.188519447929737,0.0548485391647249,0.442238752464599,0.240018372468184,0.292571145756001,0.00145127968720654,0.509,0.07,0.416510382923586,0.0308589354519726,0.00453507007194735,0,0,0,1,0,1,1,0.660206205388746,0.0157526301257224,0.0378204980513354,1985.53092827897
"EL65","Peloponnisos","Greece",2009,-0.0340346016307701,16862.1880475648,40383.46,2376.35416666667,0.634,0.209,80.6,1.57,0.476,0.374,0.15,0.250019745230117,0.0716469778514933,0.177503977253495,0.0608265917476221,0.439867312053617,0.250177707071049,0.223555048879652,0.00219933849353838,0.506,0.079,0.417467635200653,0.0348740282054335,0.00450470374087746,0,0,0,1,0,1,1,0.639138948297886,0.0158235588737302,0.0379036781285445,1985.53092827897
"EL65","Peloponnisos","Greece",2010,-0.046321629200826,16081.1040253109,39878.83,2150.2975,0.623,0.222,80.9,1.59,0.462,0.384,0.155,0.298126064735945,0.081724068095448,0.18292610285796,0.0574093708676332,0.452746571996998,0.225217712440881,0.263014072960787,-0.0078985420955038,0.487,0.096,0.40913120491369,0.0418390670573933,0.00426106891957468,0,0,0,1,0,1,1,0.604718568939589,0.0153850902496823,0.0376042943312718,1985.53092827897
"EL65","Peloponnisos","Greece",2011,-0.0712187280869882,14935.8282503937,37963.4,2049.18916666667,0.611,0.277,81.2,1.44,0.437,0.39,0.173,0.243190308187195,0.0789794541869877,0.194614506589187,0.0531545086645222,0.44999740583169,0.223267095569161,0.213131898737055,-0.0120510230852197,0.454,0.138,0.402145935410191,0.0591850513486728,0.00255485031041778,0,0,0,1,0,1,1,0.554882809048614,0.0149401735576336,0.0371511241121822,1985.53092827897
"EL65","Peloponnisos","Greece",2012,-0.04887385322887,14205.8567726323,36830.84,1906.1475,0.603,0.355,80.7,1.41,0.41,0.413,0.177,0.161794882248223,0.0903692228246837,0.215690271379456,0.0443420712897659,0.437821897889573,0.211803715330153,0.142701329210265,-0.00605562006321172,0.417,0.192,0.395515742050396,0.0818970785967486,0.00070022875303403,0,0,0,1,0,1,1,0.524567612549564,0.0146048740215969,0.0369261510196376,1985.53092827897
"EL65","Peloponnisos","Greece",2013,-0.0224482474822932,13886.9601841023,34774.55,1778.495,0.608,0.349,82,1.31,0.406,0.403,0.191,0.165178319905347,0.0851738126091611,0.219125021127951,0.0433968110879486,0.43233421601217,0.219956053862189,0.14643008765577,-0.00609251401330609,0.405,0.219,0.404616457682178,0.0945217777824629,0.00125092018180508,0,0,0,1,0,1,1,0.509667796583194,0.0148499006056237,0.036701177927093,1985.53092827897
"EL65","Peloponnisos","Greece",2014,-0.00093331565601983,13873.9992667479,33173.84,1707.475,0.615,0.332,82,1.33,0.398,0.41,0.193,0.152824690856903,0.0942578391151187,0.21169597425378,0.0328496252591293,0.440802539829808,0.220394021542164,0.134939327223388,-0.00612810336255075,0.4,0.234,0.41630354273431,0.101645238671859,0.00138944621906228,0,0,0,1,0,0,1,0.50607173373318,0.0151852001416604,0.0364762693152284,1985.53092827897
"EL65","Peloponnisos","Greece",2015,0.0215290646765629,14172.6934942843,34804.29,1648.10083333333,0.621,0.317,81.3,1.32,0.379,0.414,0.208,0.168935705058134,0.106202353742849,0.223577178063912,0.0300109311338567,0.428031970017461,0.212163370764186,0.149266836421108,-0.00616588856499904,0.41,0.223,0.407502601364271,0.0985405679422986,0.00146565754484574,0,0,0,1,0,0,1,0.513779423999519,0.0147725237896153,0.0362513607033638,1985.53092827897
"EL65","Peloponnisos","Greece",2016,0.0152908437640272,14389.4059362209,33837.04,1633.635,0.609,0.303,82.3,1.37,0.349,0.437,0.214,0.154617574382613,0.0947357773506929,0.23705619698568,0.0303021545308729,0.426889007701978,0.211031313671373,0.134860916802158,-0.00620236390640425,0.418,0.192,0.419710838025623,0.0835842052699215,0.00148554369109282,0,0,0,1,0,0,1,0.518400171425076,0.0151207194616533,0.0360265165721793,1985.53092827897
"EL65","Peloponnisos","Greece",2017,0.0222426461479126,14709.4644007389,34195.24,1648.35166666667,0.619,0.29,81.8,1.35,0.325,0.445,0.23,0.171864112736942,0.108982836340884,0.239125179528746,0.0190833724386047,0.423289677630363,0.20953315416009,0.149946651447855,-0.00624107331426587,0.438,0.168,0.424507997572182,0.0747436652492386,0.00173261219204259,0,0,0,1,0,0,1,0.526623426257726,0.0151980962776618,0.0358016724409947,1985.53092827897
"EL65","Peloponnisos","Greece",2018,0.0131934804255056,14903.5334313797,32930.18,1577.7225,0.613,0.233,82.1,1.35,0.335,0.427,0.238,0.149898301200332,0.102056894032716,0.239636749076117,0.0203684074827399,0.423124301715988,0.21481364769244,0.129908015442482,-0.0062820699852854,0.446,0.144,0.443322343917367,0.0632540875008836,0.00162756935747259,0,0,0,1,0,0,1,0.530219489107742,0.0157719743297246,0.0355767638291301,1985.53092827897
"EL65","Peloponnisos","Greece",2019,0.0229361396770183,15245.362955843,33785.35,1578.98083333333,0.607,0.194,82.1,1.32,0.295,0.467,0.238,0.145281880795074,0.106524148185555,0.242085034156742,0.0206904290984584,0.420289245185092,0.210411143374153,0.125910256877834,-0.00632178387401381,0.454,0.12,0.444136396384894,0.0525303006812523,0.00241128671877137,0,0,0,1,0,0,1,0.538951863949623,0.0157010455817168,0.0353518552172655,1985.53092827897
"ES11","Galicia","Spain",2008,0.0127834288410942,21187.573849613,48063.21,2270.27,0.621,0.107,81.6,1.13,0.525,0.182,0.293,0.275010691110574,0.0449770373538107,0.20989903872971,0.121655541713924,0.406355167989885,0.21713180744845,0.25344980919595,0.00480290372248693,0.496,0.086,0.43974924659169,0.0411427395921726,0.00693812907013425,0,0,0,1,0,1,1,1.98167271152823,0.0411297248128185,0.0935299494691521,1172.26701669883
"ES11","Galicia","Spain",2009,-0.0406465532257856,20326.3720014094,49432.32,2375.465,0.623,0.158,81.7,1.1,0.523,0.18,0.297,0.287585527188643,0.0449195428441462,0.186615113436061,0.117340459809329,0.416841985557514,0.23428289835295,0.269491718084521,0.00320486005854873,0.476,0.124,0.411196086019766,0.0592425616469216,0.00456322961131681,0,0,0,1,0,1,1,1.9072173843074,0.03858240533833,0.0938296998684839,1172.26701669883
"ES11","Galicia","Spain",2010,0.00392803944811355,20406.214792468,50971.68,2406.38,0.617,0.161,82.3,1.09,0.512,0.187,0.301,0.260319073459761,0.0498168779122165,0.189200590592702,0.102299093018351,0.419320818392744,0.239400970259439,0.239150424893248,0.00107293658266088,0.455,0.153,0.401631481387985,0.0720895511623043,0.00311835091996221,0,0,0,1,0,1,1,1.91676337077045,0.0377253949300246,0.0939303731860129,1172.26701669883
"ES11","Galicia","Spain",2011,-0.0178315439256424,20042.34047704,51527.06,2402.27,0.626,0.163,82.5,1.08,0.492,0.199,0.31,0.223384381871607,0.0506723228706532,0.190390939695266,0.0873727840588453,0.430442312557162,0.241141100235459,0.205844960434086,-9.91727192077723e-05,0.449,0.173,0.39034647171584,0.0819428239617841,0.00244890745906916,0,0,0,1,0,1,1,1.88239781950346,0.036661753553709,0.0939210578554878,1172.26701669883
"ES11","Galicia","Spain",2012,-0.0243587919920265,19554.1332743264,52093.36,2366.5175,0.629,0.19,82.5,1.09,0.486,0.201,0.313,0.208588351431392,0.0527026210286681,0.187360235308339,0.0796180268751133,0.440941233354151,0.23939802969559,0.191846385034288,-0.00205975117801826,0.434,0.205,0.374418945887789,0.0977609313346011,-5.24041960943333e-05,0,0,0,1,0,1,1,1.83276205708657,0.0350933906325811,0.0937276038459292,1172.26701669883
"ES11","Galicia","Spain",2013,-0.00598215447796562,19437.1574283966,53470.39,2385.6,0.622,0.193,82.9,1.04,0.488,0.191,0.321,0.195969180859692,0.0568329278183293,0.191930251419303,0.0689375506893755,0.441707218167072,0.240571776155718,0.179092308918112,-0.00446158483299686,0.419,0.22,0.366404088565746,0.103317748544349,-0.00147280430725377,0,0,0,1,0,1,1,1.81367008416046,0.0341889567234209,0.0933094301901771,1172.26701669883
"ES11","Galicia","Spain",2014,0.0113337591668132,19657.4534895775,53703.5,2389.44583333333,0.617,0.188,83.4,1.07,0.47,0.196,0.334,0.179691074356742,0.0604085268336134,0.18203534627609,0.0689515557624957,0.450047573739296,0.238536753244124,0.163645246633051,-0.00496150270328747,0.417,0.217,0.36848645465683,0.100622340786489,-0.00082854726586699,0,0,0,1,0,0,1,1.82512526791612,0.0342126684738483,0.0928464752000463,1172.26701669883
"ES11","Galicia","Spain",2015,0.0512263565235457,20664.4332103796,54844.14,2419.8175,0.611,0.164,82.9,1.1,0.447,0.202,0.352,0.174345925997863,0.0591822861027484,0.183237836262989,0.0690880839079343,0.452053996309605,0.236457220549675,0.158316269209265,-0.00494793395847121,0.427,0.193,0.379045090893092,0.0892431564358469,-0.00084073359781181,0,0,0,1,0,0,1,1.90912658160001,0.0350188679883806,0.0923870769724797,1172.26701669883
"ES11","Galicia","Spain",2016,0.0316214061450718,21317.8716456828,55576.25,2432.38583333333,0.613,0.157,83,1.12,0.435,0.208,0.357,0.177538863043232,0.0589470100987178,0.17767313438481,0.0698778319906199,0.459869889178865,0.233651045803548,0.161105648196294,-0.00448049043404293,0.439,0.172,0.386165087876958,0.0793323413721475,0.00103456149913817,0,0,0,1,0,0,1,1.96067154130951,0.0355168147473564,0.0919731375578753,1172.26701669883
"ES11","Galicia","Spain",2017,0.0285285808939096,21926.0402714126,56920.07,2466.3675,0.614,0.143,83.4,1.12,0.427,0.208,0.365,0.199744296907819,0.0553414549505945,0.18324779456083,0.0694416540337163,0.459041843984585,0.23290898796369,0.181069209359928,-0.00312209961843869,0.446,0.157,0.392029654008246,0.0722655737668578,0.00238299054599301,0,0,0,1,0,0,1,2.01031067091739,0.03594362625505,0.0916859882601992,1172.26701669883
"ES11","Galicia","Spain",2018,0.0227379897409407,22424.5943501634,58102.33,2515.09583333333,0.616,0.12,83.5,1.04,0.411,0.22,0.369,0.202147244693845,0.0521321980492468,0.183268131206741,0.0690021419341134,0.461613354339629,0.234001876405091,0.182931224779776,-0.00180516152057703,0.457,0.133,0.397661260264927,0.0614035769526726,0.00486750114830981,0,0,0,1,0,0,1,2.05230964416384,0.0363941495131709,0.0915204802422158,1172.26701669883
"ES11","Galicia","Spain",2019,0.0140591066578394,22739.8641138912,58439.88,2593.8425,0.616,0.123,84,1.02,0.394,0.227,0.379,0.210119497287274,0.0516104663141268,0.17811276698029,0.0723164617814711,0.463137833939977,0.234805301833665,0.190567988589153,-0.00010363472903404,0.464,0.118,0.406771454704894,0.0540066932764073,0.00655224453520004,0,0,0,1,0,0,1,2.080947603553,0.0372240607781306,0.0915109955420449,1172.26701669883
"ES12","Principado de Asturias","Spain",2008,0.00483153328376974,22109.8336814621,52952.3,2539.405,0.599,0.103,80.9,1.08,0.477,0.217,0.306,0.317911262798635,0.014835039817975,0.237133105802048,0.117724687144482,0.418339021615472,0.211968145620023,0.292987032594655,0.00514424962763871,0.478,0.085,0.419399484761726,0.0394904245034359,0.00905019940801618,0,0,0,1,0,0,1,2.24320874762911,0.0425512288569342,0.10145751342806,1057.20979633607
"ES12","Principado de Asturias","Spain",2009,-0.0530599752910732,20936.686452634,53774.52,2620.755,0.595,0.173,81.3,1.08,0.466,0.214,0.321,0.249247301647415,0.0132550653285363,0.214448021208105,0.112147320583223,0.428327968187843,0.231774285173263,0.233565341602232,0.00280437896650579,0.446,0.134,0.389341769071663,0.0613919153998973,0.00499215650944702,0,0,0,1,0,0,1,2.13014116424976,0.0396124253538237,0.101742038744712,1057.20979633607
"ES12","Principado de Asturias","Spain",2010,0.00682370149779037,21079.5521513396,55801.77,2687.1575,0.596,0.178,81.5,1.04,0.457,0.215,0.328,0.261101268853244,0.0140770888197271,0.219631314340436,0.0955231027052909,0.435575772085229,0.235192722049318,0.239869620297709,-0.00018854098072888,0.433,0.159,0.378453598096027,0.0724579790169124,0.00346404876607778,0,0,0,1,0,0,1,2.14427225227104,0.0384973809378525,0.101722856200945,1057.20979633607
"ES12","Principado de Asturias","Spain",2011,-0.0100215323993272,20868.3027364916,55550.89,2651.29416666667,0.6,0.183,81.7,1.05,0.443,0.206,0.351,0.242737281148455,0.0142101944808187,0.210485474562297,0.0831272127649256,0.453077258838935,0.239051360395751,0.223678153727895,-0.0012875225502236,0.423,0.178,0.374662822063064,0.0811087340712492,0.00310203701981211,0,0,0,1,0,0,1,2.12005022697872,0.0380627026062027,0.101591885729713,1057.20979633607
"ES12","Principado de Asturias","Spain",2012,-0.0363742254515537,20109.2343879632,55490.21,2600.33083333333,0.599,0.225,81.8,1.06,0.424,0.218,0.359,0.243116698050791,0.0142500890630566,0.205099496157565,0.0745585017049214,0.465418087434475,0.240724718815207,0.223603589265904,-0.00376430099525626,0.405,0.218,0.359459335812513,0.0998083194762537,-0.00091685472147503,0,0,0,1,0,0,1,2.03524481964193,0.036380686453297,0.101209463293151,1057.20979633607
