"NUTS","Name","Country","Year","GDP_growth","GDP_capita","Labor_Prodx","Wage_EUR","Activity_rate","NEET_share","Life_exp","Fertility_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","inv_rate","GVA_agriculture","GVA_industry","GVA_construction","GVA_services","GVA_public","GFCF_share","Pop_growth","emp_rate","unemp_rate","Employment_rate","Unemployment_rate","Migration_rate","Candidates","CEE","Capital","Coastal","Island","Objective_1","Eurozone","Output_density","Employment_density","Population_density","Dist_BRUX"
"AL00","Albania","Albania",2008,0.0834059557040309,2844.3408294806,25576.83,279.1286645,0.533,0.28166,77.653,1.648,0.607225010455876,0.296999163529904,0.095357590966123,0.391580161476355,0.194204152249135,0.107751389325784,0.182473524169026,0.389640348117857,0.125956799832232,0.339488426530914,-0.00764304617477323,0.46245,0.1306,0.346077114124018,NA,-0.0132866468520554,1,0,1,1,0,0,0,0.291470846542193,0.0354638896918083,0.102473952320059,1466.27926856516
"AL00","Albania","Albania",2009,0.040279956413407,2958.91075411695,24317.26,273.1712858,0.551,0.30734,77.781,1.647,0.592805519053876,0.309351730179588,0.0977879982479194,0.377678452301534,0.194116077384923,0.10927284856571,0.17288859239493,0.384122748498999,0.139613075383589,0.326783879570091,-0.00671457459658266,0.47473,0.13674,0.35989383541757,NA,-0.0118683668485037,1,0,1,1,0,0,0,0.301175344781717,0.0366321119404797,0.101785883323,1466.27926856516
"AL00","Albania","Albania",2010,0.0422430078024847,3083.90404418997,25084.62,252.3187459,0.552,0.2972,77.936,1.656,0.578740369592156,0.320456871935779,0.0997252303216422,0.32680281852245,0.206593603335166,0.138189444607849,0.148726933258309,0.361893678785631,0.144660281084952,0.284051752884423,-0.00495298084050377,0.47426,0.14086,0.363985266200485,0.0594913200344658,-0.00942832720569304,1,0,1,1,0,0,0,0.312343166950436,0.0368650610198278,0.101281739793067,1466.27926856516
"AL00","Albania","Albania",2011,0.0280337957196189,3170.3575801837,23038.01,259.972921,0.603,0.30011,78.092,1.671,0.561843027330063,0.336370007007708,0.101786965662228,0.337435642950189,0.209589975807952,0.135338998821413,0.146206810991874,0.362855902239315,0.146020718317722,0.293459496784774,-0.00269135573612356,0.51857,0.13481,0.409026604111951,0.0663984111194104,-0.00684774489792406,1,0,1,1,0,0,0,0.32023513895948,0.0413154314909567,0.10100915460171,1466.27926856516
"AL00","Albania","Albania",2012,0.016152505649573,3221.56679890878,24658.37,269.9510932,0.573,0.27654,78.064,1.692,0.559577176379434,0.329348608113343,0.111074215507222,0.305727805806071,0.216601847057832,0.133074857617608,0.131449350399152,0.372265234614875,0.146620751104743,0.264878623812057,-0.00164877340208386,0.49371,0.13376,0.395841952834092,0.0610605433733278,-0.00727589298027858,1,0,1,1,0,0,0,0.324871215226065,0.0399177370148678,0.100842613394236,1466.27926856516
"AL00","Albania","Albania",2013,0.0115881494161251,3258.89879632856,27783.08,259.033224,0.524,0.30978,78.123,1.73,0.562475671467497,0.308457988099872,0.129121948506923,0.298957899124635,0.224283927827071,0.146441969868398,0.117918180194129,0.361888882272375,0.149502769010897,0.260789162008852,-0.00186181216383947,0.44102,0.15866,0.353091537132988,0.0670120898100173,-0.00709671848013817,1,0,1,1,0,0,0,0.328024013146239,0.0355403804342809,0.100654863389985,1466.27926856516
"AL00","Albania","Albania",2014,0.0193740986223922,3322.03702300903,28478.79,325.3482889,0.537,0.31392,78.2,1.79,0.540204955809792,0.327929295667733,0.131919969636176,0.276805314514924,0.229027549507511,0.147769719677727,0.098670221936166,0.371268978358063,0.153286517176779,0.24159861966575,-0.00203799654576857,0.43775,0.18055,0.356720085839881,0.0755598629330933,-0.00727250700910318,1,0,1,1,0,0,0,0.333697719108072,0.0358324359964487,0.100449729126082,1466.27926856516
"AL00","Albania","Albania",2015,0.0259453024131647,3408.22827819873,27982.92,342.7794475,0.557,0.29816,77.9,1.67,0.518134160693271,0.333796940194715,0.148068899112015,0.277957114490776,0.22522102787669,0.14638312977692,0.101412137952455,0.373811663172374,0.153194227206674,0.244120340601313,-0.00290747983801184,0.45955,0.17193,0.37390217655431,0.0772381712778144,-0.00708404207310723,1,0,1,1,0,0,0,0.341360215319129,0.0374491721441635,0.100157673563914,1466.27926856516
"AL00","Albania","Albania",2016,0.0349430983250417,3527.32233403801,27555.21,345.9668026,0.575,0.27391,78.5,1.56,0.530131729073748,0.326677730525879,0.143138678560315,0.277893617021277,0.226382978723404,0.139574468085106,0.101531914893617,0.377159574468085,0.155393617021277,0.243679919401481,-0.00159683410282223,0.48477,0.15418,0.39720454782518,0.0711727686798095,-0.00321650846632593,1,0,1,1,0,0,0,0.352724255923807,0.0397195564548253,0.0999977383751078,1466.27926856516
"AL00","Albania","Albania",2017,0.0388098211174816,3664.21708284573,28638.35,365.0167723,0.583,0.26228,78.5,1.48,0.521997621878716,0.323476192938014,0.154577883472057,0.281373490873436,0.217759906505957,0.128455268448732,0.104606364329646,0.3851677247472,0.164000831938516,0.245780380825497,-0.0009179096693439,0.50152,0.13616,0.410619949468585,0.065113138863948,-0.00514988898401231,1,0,1,1,0,0,0,0.366077086777711,0.0410233759287889,0.0999059494841408,1466.27926856516
"AL00","Albania","Albania",2018,0.0426147154959248,3820.36665134651,30447.87,396.4965906,0.594,0.26614,78.9,1.37,0.50115692048801,0.330458561211611,0.168384518300379,0.272825311942959,0.210713012477718,0.140579322638146,0.10270944741533,0.383520499108734,0.162477718360071,0.23862644215778,-0.00246392850431188,0.52,0.12304,0.428833581032522,0.0602850982772696,-0.00521145137769591,1,0,1,1,0,0,0,0.380736931959281,0.0427374639305596,0.0996597883674565,1466.27926856516
