"NUTS","Name","Year","Activity_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","NEET_share","Life_exp","Fertility_rate"
"ES52","Comunitat Valenciana","2015",0.651,0.437,0.238,0.325,0.186,82.5,1.32
"ES52","Comunitat Valenciana","2016",0.657,0.433,0.238,0.329,0.177,83,1.32
"ES52","Comunitat Valenciana","2017",0.652,0.427,0.24,0.333,0.16,82.8,1.3
"ES52","Comunitat Valenciana","2018",0.648,0.408,0.235,0.357,0.161,82.9,1.25
"ES52","Comunitat Valenciana","2019",0.641,0.399,0.232,0.369,0.148,83.5,1.25
"ES53","Illes Balears","2009",0.705,0.516,0.263,0.221,0.206,81.3,1.36
"ES53","Illes Balears","2010",0.712,0.504,0.27,0.226,0.223,81.8,1.35
"ES53","Illes Balears","2011",0.7,0.491,0.272,0.237,0.225,82.2,1.27
"ES53","Illes Balears","2012",0.719,0.47,0.283,0.248,0.242,82.1,1.25
"ES53","Illes Balears","2013",0.712,0.462,0.27,0.268,0.212,82.9,1.22
"ES53","Illes Balears","2014",0.696,0.471,0.25,0.279,0.224,83,1.24
"ES53","Illes Balears","2015",0.701,0.454,0.274,0.272,0.196,82.7,1.24
"ES53","Illes Balears","2016",0.695,0.423,0.285,0.292,0.199,83.4,1.26
"ES53","Illes Balears","2017",0.688,0.417,0.272,0.312,0.179,83.1,1.22
"ES53","Illes Balears","2018",0.693,0.424,0.279,0.297,0.148,83.6,1.22
"ES53","Illes Balears","2019",0.694,0.414,0.267,0.319,0.156,84.2,1.14
"ES61","Andalucía","2009",0.625,0.563,0.186,0.252,0.24,80.5,1.48
"ES61","Andalucía","2010",0.631,0.557,0.186,0.257,0.247,81,1.45
"ES61","Andalucía","2011",0.633,0.547,0.195,0.258,0.251,81.1,1.42
"ES61","Andalucía","2012",0.639,0.54,0.195,0.265,0.28,81.1,1.4
"ES61","Andalucía","2013",0.637,0.529,0.197,0.273,0.281,81.8,1.34
"ES61","Andalucía","2014",0.636,0.524,0.2,0.276,0.255,82.1,1.39
"ES61","Andalucía","2015",0.637,0.514,0.202,0.283,0.241,81.6,1.4
"ES61","Andalucía","2016",0.628,0.508,0.2,0.291,0.227,82.2,1.41
"ES61","Andalucía","2017",0.622,0.505,0.199,0.296,0.214,82.1,1.36
"ES61","Andalucía","2018",0.617,0.49,0.207,0.303,0.201,82.1,1.32
"ES61","Andalucía","2019",0.619,0.478,0.21,0.312,0.19,82.6,1.31
"ES62","Región de Murcia","2009",0.657,0.553,0.203,0.244,0.22,81.1,1.62
"ES62","Región de Murcia","2010",0.667,0.553,0.202,0.244,0.219,81.9,1.59
"ES62","Región de Murcia","2011",0.664,0.533,0.214,0.253,0.239,82,1.56
"ES62","Región de Murcia","2012",0.666,0.531,0.206,0.263,0.227,81.9,1.53
"ES62","Región de Murcia","2013",0.661,0.521,0.197,0.282,0.22,82.7,1.51
"ES62","Región de Murcia","2014",0.662,0.511,0.217,0.271,0.21,82.8,1.56
"ES62","Región de Murcia","2015",0.645,0.506,0.215,0.279,0.225,82.5,1.57
"ES62","Región de Murcia","2016",0.642,0.499,0.217,0.284,0.187,82.9,1.56
"ES62","Región de Murcia","2017",0.649,0.483,0.218,0.299,0.172,82.6,1.55
"ES62","Región de Murcia","2018",0.639,0.469,0.219,0.312,0.153,83,1.53
"ES62","Región de Murcia","2019",0.639,0.475,0.209,0.315,0.154,82.9,1.5
"FI19","Länsi-Suomi","2009",0.663,0.189,0.46,0.35,0.117,80.4,1.95
"FI19","Länsi-Suomi","2010",0.655,0.177,0.463,0.36,0.111,80.6,1.93
"FI19","Länsi-Suomi","2011",0.656,0.17,0.468,0.362,0.113,80.7,1.9
"FI19","Länsi-Suomi","2012",0.656,0.158,0.477,0.365,0.119,81,1.91
"FI19","Länsi-Suomi","2013",0.648,0.142,0.473,0.385,0.119,81.4,1.81
"FI19","Länsi-Suomi","2014",0.651,0.139,0.468,0.392,0.125,81.4,1.79
"FI19","Länsi-Suomi","2015",0.652,0.125,0.466,0.409,0.129,81.8,1.72
"FI19","Länsi-Suomi","2016",0.648,0.115,0.473,0.412,0.125,81.7,1.64
"FI19","Länsi-Suomi","2017",0.651,0.107,0.479,0.414,0.109,81.8,1.54
"FI19","Länsi-Suomi","2018",0.657,0.102,0.475,0.422,0.105,82,1.44
"FI19","Länsi-Suomi","2019",0.661,0.094,0.469,0.438,0.108,82.3,1.4
"FI1B","Helsinki-Uusimaa","2009",0.723,0.158,0.387,0.455,0.093,80.6,1.69
"FI1B","Helsinki-Uusimaa","2010",0.714,0.155,0.377,0.468,0.086,80.5,1.7
"FI1B","Helsinki-Uusimaa","2011",0.713,0.146,0.363,0.492,0.079,81,1.65
"FI1B","Helsinki-Uusimaa","2012",0.713,0.135,0.376,0.489,0.081,81.1,1.6
"FI1B","Helsinki-Uusimaa","2013",0.707,0.132,0.375,0.493,0.083,81.7,1.58
"FI1B","Helsinki-Uusimaa","2014",0.705,0.129,0.369,0.502,0.096,81.8,1.55
"FI1B","Helsinki-Uusimaa","2015",0.706,0.12,0.367,0.513,0.098,81.9,1.51
"FI1B","Helsinki-Uusimaa","2016",0.702,0.117,0.366,0.516,0.092,82,1.45
"FI1B","Helsinki-Uusimaa","2017",0.706,0.12,0.366,0.514,0.09,82.3,1.38
"FI1B","Helsinki-Uusimaa","2018",0.712,0.117,0.364,0.52,0.085,82.5,1.33
"FI1B","Helsinki-Uusimaa","2019",0.715,0.104,0.359,0.537,0.072,82.6,1.28
"FI1C","Etelä-Suomi","2009",0.653,0.193,0.469,0.338,0.107,79.6,1.76
"FI1C","Etelä-Suomi","2010",0.646,0.183,0.475,0.342,0.106,79.9,1.81
"FI1C","Etelä-Suomi","2011",0.647,0.177,0.469,0.354,0.106,80.5,1.74
"FI1C","Etelä-Suomi","2012",0.645,0.167,0.473,0.36,0.103,80.5,1.73
"FI1C","Etelä-Suomi","2013",0.632,0.156,0.482,0.362,0.115,80.8,1.68
"FI1C","Etelä-Suomi","2014",0.629,0.148,0.471,0.381,0.13,81.1,1.66
"FI1C","Etelä-Suomi","2015",0.632,0.132,0.479,0.389,0.135,81.5,1.62
"FI1C","Etelä-Suomi","2016",0.63,0.129,0.482,0.388,0.127,81.3,1.51
"FI1C","Etelä-Suomi","2017",0.633,0.127,0.475,0.398,0.121,81.5,1.47
"FI1C","Etelä-Suomi","2018",0.647,0.109,0.482,0.409,0.107,81.5,1.36
"FI1C","Etelä-Suomi","2019",0.643,0.106,0.469,0.426,0.095,81.7,1.3
"FI1D","Pohjois- ja Itä-Suomi","2009",0.623,0.187,0.489,0.324,0.141,79.6,2.11
"FI1D","Pohjois- ja Itä-Suomi","2010",0.625,0.17,0.498,0.332,0.124,79.8,2.1
"FI1D","Pohjois- ja Itä-Suomi","2011",0.627,0.163,0.499,0.338,0.111,80.1,2.09
"FI1D","Pohjois- ja Itä-Suomi","2012",0.625,0.152,0.502,0.346,0.118,80.2,2.04
"FI1D","Pohjois- ja Itä-Suomi","2013",0.629,0.138,0.51,0.352,0.127,80.4,1.99
"FI1D","Pohjois- ja Itä-Suomi","2014",0.628,0.124,0.508,0.368,0.13,80.7,1.92
"FI1D","Pohjois- ja Itä-Suomi","2015",0.627,0.115,0.518,0.367,0.145,81.1,1.81
"FI1D","Pohjois- ja Itä-Suomi","2016",0.627,0.116,0.509,0.375,0.136,81,1.73
"FI1D","Pohjois- ja Itä-Suomi","2017",0.635,0.111,0.497,0.391,0.127,81.1,1.63
"FI1D","Pohjois- ja Itä-Suomi","2018",0.638,0.099,0.506,0.395,0.114,81.1,1.53
"FI1D","Pohjois- ja Itä-Suomi","2019",0.638,0.091,0.506,0.403,0.114,81.5,1.44
"FI20","Åland","2009",0.734,0.232,0.469,0.299,NA,82,1.69
"FI20","Åland","2010",0.727,0.198,0.527,0.276,NA,83.2,1.83
"FI20","Åland","2011",0.718,0.216,0.52,0.264,NA,82.1,1.8
"FI20","Åland","2012",0.727,0.199,0.475,0.327,NA,79.7,1.85
"FI20","Åland","2013",0.726,0.192,0.47,0.338,NA,82.5,1.8
"FI20","Åland","2014",0.762,0.189,0.491,0.32,NA,83,1.78
"FI20","Åland","2015",0.755,0.166,0.535,0.299,NA,82.5,1.69
"FI20","Åland","2016",0.753,0.176,0.532,0.292,NA,80.9,1.79
"FI20","Åland","2017",0.733,0.165,0.531,0.304,NA,84,1.68
"FI20","Åland","2018",0.724,0.169,0.467,0.364,NA,83.4,1.66
"FI20","Åland","2019",0.705,0.142,0.51,0.348,NA,83.9,1.57
"FR10","Ile de France","2009",0.669,0.273,0.332,0.396,0.125,83.1,2.02
"FR10","Ile de France","2010",0.659,0.273,0.33,0.397,0.132,83.3,2.05
"FR10","Ile de France","2011",0.658,0.267,0.326,0.408,0.128,83.6,2.03
"FR10","Ile de France","2012",0.664,0.264,0.324,0.412,0.131,83.6,2.02
"FR10","Ile de France","2013",0.667,0.245,0.336,0.419,0.127,83.9,2.01
"FR10","Ile de France","2014",0.668,0.219,0.342,0.439,0.123,84.4,2.04
"FR10","Ile de France","2015",0.664,0.207,0.33,0.463,0.133,83.9,2
"FR10","Ile de France","2016",0.665,0.199,0.328,0.473,0.129,84.2,1.98
"FR10","Ile de France","2017",0.667,0.205,0.316,0.479,0.124,84.3,1.95
"FR10","Ile de France","2018",0.671,0.203,0.304,0.493,0.126,84.4,1.94
"FR10","Ile de France","2019",0.667,0.181,0.304,0.515,0.116,84.6,1.93
"FRB0","Centre — Val de Loire","2009",0.624,0.305,0.458,0.237,0.133,81.4,2.04
"FRB0","Centre — Val de Loire","2010",0.63,0.3,0.451,0.249,0.112,81.6,2.09
"FRB0","Centre — Val de Loire","2011",0.622,0.267,0.479,0.254,0.12,82.4,2.05
"FRB0","Centre — Val de Loire","2012",0.632,0.267,0.458,0.275,0.158,82.2,2.06
"FRB0","Centre — Val de Loire","2013",0.621,0.263,0.466,0.271,0.123,82.3,2.02
"FRB0","Centre — Val de Loire","2014",0.608,0.27,0.456,0.274,0.104,82.9,2.02
"FRB0","Centre — Val de Loire","2015",0.602,0.253,0.457,0.29,0.126,82.4,1.94
"FRB0","Centre — Val de Loire","2016",0.605,0.218,0.487,0.294,0.139,82.6,1.93
"FRB0","Centre — Val de Loire","2017",0.611,0.214,0.483,0.303,0.128,82.5,1.88
"FRB0","Centre — Val de Loire","2018",0.611,0.209,0.473,0.318,0.121,82.7,1.87
"FRB0","Centre — Val de Loire","2019",0.615,0.2,0.484,0.317,0.118,82.7,1.88
"FRC1","Bourgogne","2009",0.626,0.314,0.449,0.237,0.138,81.2,1.93
"FRC1","Bourgogne","2010",0.622,0.318,0.457,0.224,0.138,81.5,1.94
"FRC1","Bourgogne","2011",0.627,0.303,0.472,0.225,0.13,81.4,1.93
"FRC1","Bourgogne","2012",0.615,0.279,0.473,0.249,0.121,81.7,1.94
"FRC1","Bourgogne","2013",0.613,0.26,0.472,0.268,0.12,81.9,1.91
"FRC1","Bourgogne","2014",0.607,0.245,0.479,0.276,0.135,82.4,1.91
"FRC1","Bourgogne","2015",0.608,0.243,0.497,0.259,0.14,81.9,1.87
"FRC1","Bourgogne","2016",0.602,0.233,0.49,0.277,0.109,82.2,1.81
"FRC1","Bourgogne","2017",0.607,0.221,0.475,0.303,0.145,82,1.78
"FRC1","Bourgogne","2018",0.619,0.199,0.499,0.302,0.116,82.3,1.78
"FRC1","Bourgogne","2019",0.615,0.171,0.51,0.319,0.116,82.4,1.75
"FRC2","Franche-Comté","2009",0.623,0.335,0.433,0.232,0.141,81.4,2.04
"FRC2","Franche-Comté","2010",0.632,0.344,0.433,0.223,0.155,81.8,2.08
"FRC2","Franche-Comté","2011",0.63,0.321,0.448,0.231,0.144,81.9,2.02
"FRC2","Franche-Comté","2012",0.636,0.291,0.467,0.242,0.142,81.9,2.01
"FRC2","Franche-Comté","2013",0.619,0.25,0.468,0.282,0.13,82.4,1.98
"FRC2","Franche-Comté","2014",0.618,0.228,0.499,0.273,0.129,82.7,1.98
"FRC2","Franche-Comté","2015",0.626,0.234,0.509,0.257,0.167,82.4,1.93
"FRC2","Franche-Comté","2016",0.639,0.215,0.481,0.304,0.141,82.5,1.91
"FRC2","Franche-Comté","2017",0.632,0.2,0.475,0.325,0.134,82.6,1.86
"FRC2","Franche-Comté","2018",0.628,0.21,0.489,0.301,0.147,82.5,1.83
"FRC2","Franche-Comté","2019",0.606,0.215,0.494,0.291,0.134,82.8,1.8
"FRD1","Basse-Normandie","2009",0.645,0.292,0.458,0.25,0.133,81.2,2.01
"FRD1","Basse-Normandie","2010",0.609,0.299,0.454,0.247,0.133,81.5,2
"FRD1","Basse-Normandie","2011",0.606,0.309,0.444,0.247,0.156,82,1.99
"FRD1","Basse-Normandie","2012",0.627,0.299,0.449,0.253,0.139,81.5,1.97
"FRD1","Basse-Normandie","2013",0.613,0.264,0.478,0.258,0.126,82,1.93
"FRD1","Basse-Normandie","2014",0.613,0.26,0.496,0.244,0.133,82.4,1.91
"FRD1","Basse-Normandie","2015",0.616,0.266,0.466,0.269,0.11,82.1,1.87
"FRD1","Basse-Normandie","2016",0.608,0.259,0.488,0.253,0.126,82.3,1.82
"FRD1","Basse-Normandie","2017",0.598,0.248,0.514,0.238,0.139,82.5,1.76
"FRD1","Basse-Normandie","2018",0.623,0.214,0.502,0.285,0.115,82.3,1.75
"FRD1","Basse-Normandie","2019",0.609,0.219,0.5,0.282,0.144,82.5,1.77
"FRD2","Haute-Normandie","2009",0.617,0.376,0.432,0.192,0.165,80.3,2.05
"FRD2","Haute-Normandie","2010",0.601,0.371,0.411,0.218,0.148,80.7,2.1
"FRD2","Haute-Normandie","2011",0.616,0.351,0.412,0.237,0.149,81.1,2.09
"FRD2","Haute-Normandie","2012",0.617,0.327,0.414,0.26,0.16,81,2.09
"FRD2","Haute-Normandie","2013",0.613,0.294,0.454,0.252,0.156,81.2,2.03
"FRD2","Haute-Normandie","2014",0.615,0.275,0.477,0.248,0.159,81.5,2
"FRD2","Haute-Normandie","2015",0.62,0.267,0.456,0.277,0.16,81.2,1.97
"FRD2","Haute-Normandie","2016",0.615,0.266,0.463,0.271,0.166,81.6,1.95
"FRD2","Haute-Normandie","2017",0.607,0.259,0.467,0.274,0.19,81.6,1.91
"FRD2","Haute-Normandie","2018",0.591,0.242,0.488,0.27,0.185,81.6,1.9
"FRD2","Haute-Normandie","2019",0.595,0.219,0.492,0.289,0.142,81.8,1.88
"FRE1","Nord-Pas de Calais","2009",0.588,0.35,0.407,0.244,0.204,78.9,2.08
"FRE1","Nord-Pas de Calais","2010",0.593,0.332,0.408,0.26,0.198,79.3,2.1
"FRE1","Nord-Pas de Calais","2011",0.598,0.338,0.409,0.254,0.19,79.6,2.12
"FRE1","Nord-Pas de Calais","2012",0.605,0.325,0.414,0.261,0.208,79.6,2.1
"FRE1","Nord-Pas de Calais","2013",0.605,0.287,0.436,0.276,0.207,79.8,2.1
"FRE1","Nord-Pas de Calais","2014",0.594,0.262,0.448,0.29,0.189,80.6,2.09
"FRE1","Nord-Pas de Calais","2015",0.586,0.264,0.458,0.278,0.189,80.2,2.02
"FRE1","Nord-Pas de Calais","2016",0.582,0.249,0.465,0.286,0.189,80.5,1.96
"FRE1","Nord-Pas de Calais","2017",0.582,0.248,0.455,0.297,0.189,80.7,1.91
"FRE1","Nord-Pas de Calais","2018",0.574,0.235,0.446,0.319,0.165,80.6,1.86
"FRE1","Nord-Pas de Calais","2019",0.569,0.213,0.457,0.33,0.172,81.1,1.86
"FRE2","Picardie","2009",0.624,0.37,0.414,0.216,0.197,79.6,2.07
"FRE2","Picardie","2010",0.623,0.386,0.417,0.197,0.193,80.1,2.11
"FRE2","Picardie","2011",0.635,0.392,0.41,0.198,0.184,80.4,2.11
"FRE2","Picardie","2012",0.622,0.397,0.401,0.202,0.201,80.3,2.09
"FRE2","Picardie","2013",0.603,0.365,0.421,0.214,0.188,80.6,2.06
"FRE2","Picardie","2014",0.609,0.33,0.45,0.22,0.188,81.1,2.05
"FRE2","Picardie","2015",0.614,0.297,0.461,0.241,0.175,80.7,2.01
"FRE2","Picardie","2016",0.612,0.3,0.473,0.227,0.2,81,1.93
"FRE2","Picardie","2017",0.63,0.302,0.457,0.241,0.172,81.1,1.92
"FRE2","Picardie","2018",0.601,0.275,0.444,0.281,0.163,81.2,1.86
"FRE2","Picardie","2019",0.591,0.272,0.447,0.281,0.122,81.4,1.84
"FRF1","Alsace","2009",0.649,0.248,0.458,0.295,0.128,81.3,1.84
"FRF1","Alsace","2010",0.652,0.242,0.449,0.309,0.122,81.8,1.88
"FRF1","Alsace","2011",0.654,0.235,0.471,0.294,0.141,82.4,1.83
"FRF1","Alsace","2012",0.64,0.241,0.47,0.288,0.15,82.4,1.82
"FRF1","Alsace","2013",0.654,0.222,0.479,0.299,0.139,82.3,1.83
"FRF1","Alsace","2014",0.645,0.213,0.482,0.305,0.137,82.8,1.86
"FRF1","Alsace","2015",0.657,0.195,0.481,0.324,0.142,82.4,1.8
"FRF1","Alsace","2016",0.651,0.186,0.477,0.337,0.152,82.9,1.77
"FRF1","Alsace","2017",0.624,0.197,0.482,0.32,0.146,82.9,1.74
"FRF1","Alsace","2018",0.652,0.183,0.487,0.33,0.132,82.7,1.72
"FRF1","Alsace","2019",0.653,0.171,0.474,0.354,0.13,83.3,1.69
"FRF2","Champagne-Ardenne","2009",0.632,0.373,0.432,0.196,0.157,80.2,1.98
"FRF2","Champagne-Ardenne","2010",0.628,0.35,0.442,0.209,0.165,80.8,2
"FRF2","Champagne-Ardenne","2011",0.604,0.338,0.448,0.213,0.166,81.3,1.98
"FRF2","Champagne-Ardenne","2012",0.606,0.341,0.427,0.232,0.189,81,1.95
"FRF2","Champagne-Ardenne","2013",0.593,0.331,0.422,0.247,0.185,81.1,1.95
"FRF2","Champagne-Ardenne","2014",0.609,0.305,0.462,0.233,0.201,81.9,1.93
"FRF2","Champagne-Ardenne","2015",0.604,0.286,0.478,0.236,0.217,81.3,1.89
"FRF2","Champagne-Ardenne","2016",0.589,0.304,0.466,0.229,0.203,81.5,1.84
"FRF2","Champagne-Ardenne","2017",0.599,0.276,0.475,0.249,0.181,81.5,1.76
"FRF2","Champagne-Ardenne","2018",0.593,0.252,0.465,0.283,0.162,81.6,1.76
"FRF2","Champagne-Ardenne","2019",0.587,0.239,0.49,0.271,0.158,81.8,1.79
"FRF3","Lorraine","2009",0.617,0.312,0.473,0.215,0.179,80.6,1.82
"FRF3","Lorraine","2010",0.633,0.312,0.449,0.239,0.168,80.8,1.83
"FRF3","Lorraine","2011",0.626,0.298,0.455,0.247,0.175,81.2,1.8
"FRF3","Lorraine","2012",0.619,0.288,0.457,0.255,0.188,81.2,1.81
"FRF3","Lorraine","2013",0.614,0.255,0.47,0.276,0.169,81.5,1.8
"FRF3","Lorraine","2014",0.617,0.22,0.499,0.281,0.157,81.9,1.8
"FRF3","Lorraine","2015",0.611,0.22,0.476,0.305,0.147,81.5,1.74
"FRF3","Lorraine","2016",0.615,0.222,0.476,0.302,0.154,81.7,1.71
"FRF3","Lorraine","2017",0.617,0.228,0.467,0.305,0.145,81.9,1.69
"FRF3","Lorraine","2018",0.607,0.23,0.481,0.289,0.145,81.9,1.64
"FRF3","Lorraine","2019",0.6,0.206,0.464,0.33,0.116,82,1.64
"FRG0","Pays de la Loire","2009",0.631,0.278,0.458,0.264,0.144,82.1,2.11
"FRG0","Pays de la Loire","2010",0.647,0.278,0.458,0.264,0.14,82.5,2.13
"FRG0","Pays de la Loire","2011",0.633,0.264,0.465,0.271,0.124,82.9,2.1
"FRG0","Pays de la Loire","2012",0.651,0.256,0.469,0.275,0.137,82.6,2.09
"FRG0","Pays de la Loire","2013",0.647,0.237,0.481,0.282,0.114,82.9,2.07
"FRG0","Pays de la Loire","2014",0.648,0.207,0.488,0.304,0.105,83.5,2.03
"FRG0","Pays de la Loire","2015",0.653,0.192,0.484,0.324,0.121,82.8,1.96
"FRG0","Pays de la Loire","2016",0.646,0.181,0.497,0.322,0.113,83.2,1.91
"FRG0","Pays de la Loire","2017",0.635,0.172,0.494,0.333,0.09,83.1,1.88
"FRG0","Pays de la Loire","2018",0.625,0.183,0.471,0.346,0.112,83.3,1.86
"FRG0","Pays de la Loire","2019",0.62,0.176,0.473,0.351,0.109,83.4,1.85
"FRH0","Bretagne","2009",0.625,0.237,0.484,0.279,0.104,80.9,2.02
"FRH0","Bretagne","2010",0.614,0.233,0.487,0.279,0.109,81.1,2.02
"FRH0","Bretagne","2011",0.611,0.229,0.471,0.3,0.102,81.5,2.01
"FRH0","Bretagne","2012",0.62,0.2,0.48,0.319,0.11,81.4,2
"FRH0","Bretagne","2013",0.638,0.173,0.494,0.333,0.099,81.7,1.95
"FRH0","Bretagne","2014",0.634,0.163,0.502,0.336,0.083,82.3,1.93
"FRH0","Bretagne","2015",0.64,0.156,0.516,0.328,0.106,81.9,1.86
"FRH0","Bretagne","2016",0.625,0.16,0.501,0.338,0.096,82,1.83
"FRH0","Bretagne","2017",0.609,0.149,0.511,0.34,0.094,82.2,1.8
"FRH0","Bretagne","2018",0.608,0.135,0.488,0.377,0.101,82.2,1.79
"FRH0","Bretagne","2019",0.606,0.137,0.486,0.377,0.092,82.5,1.78
"FRI1","Aquitaine","2009",0.625,0.279,0.451,0.27,0.145,82.1,1.83
"FRI1","Aquitaine","2010",0.632,0.263,0.447,0.29,0.142,82.3,1.84
"FRI1","Aquitaine","2011",0.615,0.278,0.454,0.268,0.143,83.1,1.81
"FRI1","Aquitaine","2012",0.617,0.272,0.454,0.274,0.162,82.5,1.8
"FRI1","Aquitaine","2013",0.618,0.22,0.49,0.29,0.134,82.9,1.79
"FRI1","Aquitaine","2014",0.613,0.189,0.483,0.328,0.13,83.1,1.79
"FRI1","Aquitaine","2015",0.626,0.182,0.483,0.335,0.119,82.9,1.73
"FRI1","Aquitaine","2016",0.622,0.194,0.482,0.324,0.122,83.3,1.7
"FRI1","Aquitaine","2017",0.619,0.201,0.455,0.344,0.145,83,1.67
"FRI1","Aquitaine","2018",0.619,0.186,0.46,0.354,0.124,83.3,1.64
"FRI1","Aquitaine","2019",0.627,0.166,0.478,0.357,0.124,83.4,1.64
"FRI2","Limousin","2009",0.625,0.272,0.469,0.259,0.126,81.4,1.84
"FRI2","Limousin","2010",0.615,0.296,0.468,0.235,0.138,81.6,1.8
"FRI2","Limousin","2011",0.62,0.277,0.47,0.253,0.14,81.8,1.84
"FRI2","Limousin","2012",0.606,0.244,0.463,0.292,0.11,82.1,1.84
"FRI2","Limousin","2013",0.612,0.222,0.501,0.277,0.082,82.1,1.78
"FRI2","Limousin","2014",0.63,0.205,0.501,0.294,0.132,82.7,1.8
"FRI2","Limousin","2015",0.638,0.197,0.502,0.301,0.137,81.9,1.76
"FRI2","Limousin","2016",0.647,0.189,0.489,0.322,0.106,82.3,1.71
"FRI2","Limousin","2017",0.623,0.17,0.522,0.307,0.079,82.7,1.7
"FRI2","Limousin","2018",0.593,0.168,0.511,0.32,0.1,82.4,1.69
"FRI2","Limousin","2019",0.577,0.192,0.477,0.331,0.119,82.3,1.7
"FRI3","Poitou-Charentes","2009",0.62,0.322,0.469,0.209,0.142,81.7,1.92
"FRI3","Poitou-Charentes","2010",0.606,0.29,0.479,0.23,0.13,82,1.94
"FRI3","Poitou-Charentes","2011",0.616,0.276,0.506,0.218,0.123,82.2,1.91
"FRI3","Poitou-Charentes","2012",0.619,0.256,0.516,0.228,0.142,82.1,1.91
"FRI3","Poitou-Charentes","2013",0.627,0.248,0.521,0.232,0.164,82.1,1.89
"FRI3","Poitou-Charentes","2014",0.619,0.229,0.51,0.261,0.171,83.2,1.87
"FRI3","Poitou-Charentes","2015",0.612,0.224,0.51,0.266,0.137,82.6,1.79
"FRI3","Poitou-Charentes","2016",0.596,0.219,0.507,0.274,0.147,82.6,1.79
"FRI3","Poitou-Charentes","2017",0.595,0.201,0.499,0.3,0.119,82.7,1.72
"FRI3","Poitou-Charentes","2018",0.599,0.182,0.509,0.309,0.124,82.7,1.69
"FRI3","Poitou-Charentes","2019",0.61,0.191,0.505,0.304,0.117,82.8,1.72
"FRJ1","Languedoc-Roussillon","2009",0.573,0.355,0.385,0.26,0.209,81.5,1.96
"FRJ1","Languedoc-Roussillon","2010",0.571,0.336,0.412,0.252,0.235,81.8,1.97
"FRJ1","Languedoc-Roussillon","2011",0.574,0.341,0.398,0.261,0.212,82.2,1.97
"FRJ1","Languedoc-Roussillon","2012",0.557,0.347,0.387,0.267,0.201,82.1,1.94
"FRJ1","Languedoc-Roussillon","2013",0.562,0.317,0.393,0.29,0.17,82.5,1.94
"FRJ1","Languedoc-Roussillon","2014",0.575,0.268,0.418,0.314,0.173,82.8,1.91
"FRJ1","Languedoc-Roussillon","2015",0.567,0.275,0.412,0.313,0.21,82.5,1.89
"FRJ1","Languedoc-Roussillon","2016",0.564,0.274,0.413,0.312,0.175,82.7,1.85
"FRJ1","Languedoc-Roussillon","2017",0.575,0.26,0.42,0.32,0.169,82.8,1.81
"FRJ1","Languedoc-Roussillon","2018",0.566,0.249,0.418,0.333,0.185,82.6,1.79
"FRJ1","Languedoc-Roussillon","2019",0.558,0.227,0.428,0.345,0.163,83.1,1.78
"FRJ2","Midi-Pyrénées","2009",0.643,0.223,0.433,0.344,0.112,82.6,1.84
"FRJ2","Midi-Pyrénées","2010",0.658,0.222,0.429,0.349,0.126,82.8,1.86
"FRJ2","Midi-Pyrénées","2011",0.648,0.224,0.41,0.366,0.138,83.3,1.86
"FRJ2","Midi-Pyrénées","2012",0.645,0.216,0.422,0.361,0.125,83,1.88
"FRJ2","Midi-Pyrénées","2013",0.651,0.179,0.423,0.399,0.116,83.4,1.82
"FRJ2","Midi-Pyrénées","2014",0.637,0.173,0.408,0.418,0.132,83.7,1.84
"FRJ2","Midi-Pyrénées","2015",0.623,0.168,0.433,0.399,0.102,83.4,1.78
"FRJ2","Midi-Pyrénées","2016",0.623,0.171,0.441,0.388,0.118,83.7,1.74
"FRJ2","Midi-Pyrénées","2017",0.614,0.163,0.451,0.386,0.102,83.4,1.71
"FRJ2","Midi-Pyrénées","2018",0.626,0.135,0.423,0.442,0.1,83.7,1.68
"FRJ2","Midi-Pyrénées","2019",0.624,0.142,0.412,0.446,0.12,83.8,1.67
"FRK1","Auvergne","2009",0.617,0.269,0.449,0.282,0.12,80.8,1.85
"FRK1","Auvergne","2010",0.62,0.267,0.486,0.247,0.118,81.2,1.91
"FRK1","Auvergne","2011",0.627,0.267,0.491,0.242,0.148,81.6,1.84
"FRK1","Auvergne","2012",0.635,0.254,0.485,0.261,0.159,81.5,1.87
"FRK1","Auvergne","2013",0.619,0.246,0.488,0.266,0.13,81.9,1.84
"FRK1","Auvergne","2014",0.599,0.234,0.507,0.259,0.116,82.5,1.86
"FRK1","Auvergne","2015",0.601,0.204,0.507,0.288,0.126,82.1,1.8
"FRK1","Auvergne","2016",0.615,0.203,0.486,0.311,0.118,82.3,1.77
"FRK1","Auvergne","2017",0.597,0.226,0.497,0.278,0.121,82.3,1.76
"FRK1","Auvergne","2018",0.62,0.196,0.508,0.296,0.112,82.5,1.76
"FRK1","Auvergne","2019",0.601,0.185,0.504,0.311,0.092,82.5,1.73
"FRK2","Rhône-Alpes","2009",0.634,0.288,0.429,0.283,0.144,82.6,2.03
"FRK2","Rhône-Alpes","2010",0.644,0.279,0.435,0.286,0.147,83,2.06
"FRK2","Rhône-Alpes","2011",0.638,0.275,0.425,0.3,0.146,83.5,2.03
"FRK2","Rhône-Alpes","2012",0.646,0.252,0.425,0.323,0.129,83.2,2.04
"FRK2","Rhône-Alpes","2013",0.644,0.218,0.438,0.344,0.11,83.5,2.01
"FRK2","Rhône-Alpes","2014",0.64,0.198,0.431,0.371,0.112,84,2.02
