"Country","NUTS","Name","Year","GDP_growth","Employment_abs","GDP_EUR","Migration_abs","Population_abs","Pop_growth","Labor_Productivity_abs","Wage_EUR","GDP_capita","Activity_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","NEET_share","Life_exp","Fertility_rate","Labor_force_abs","Employment_rate","Unemployment_rate","Prodx_A","Prodx_B-E","Prodx_F","Prodx_G-I","Prodx_J","Prodx_K","Prodx_L-M-N","Prodx_O-Q","Prodx_R-U","inv_rate","GFCF_share","GVA_A","GVA_B-E","GVA_F","GVA_G-I","GVA_J","GVA_K","GVA_L-M-N","GVA_O-Q","GVA_R-U"
"Albania","AL00","Albania",2019,0.0252630376175771,1260700,11687500000,-22996,2854190,-0.004252750856481,31824.84,425.8190391,4094.85703474541,0.604,NA,NA,NA,0.25824,79.1,1.36666666666667,1424700,0.441701498498698,0.0574593842736468,5488.00333276919,10003.4396818596,13230.489406851,8853.6357215127,29995.6146762169,22915.2282316839,31275.7504414361,9654.78293260277,7969.76135184545,0.255233501060423,0.262571122994652,0.21036303904853,0.137871667983532,0.0980080675344118,0.192863974716181,0.0341331559030232,0.0248430157608018,0.141423046533871,0.133654925770366,0.0268307897034973
"Austria","AT11","Burgenland",2009,-0.0197787723568714,108500,7300800000,1748,283210,0.00468267764021427,59369.59,2817.46,25778.7507503266,0.651,0.196,0.653,0.151,0.081,80.9,1.27,115500,0.383107941103775,0.0247166413615338,19591.8367346939,65146.1988304094,54285.7142857143,43287.1972318339,60666.6666666667,81212.1212121212,117105.263157895,47384.6153846154,37777.7777777778,0.271602787456446,0.213538242384396,0.0334494773519164,0.194076655052265,0.0926829268292683,0.21794425087108,0.0158536585365854,0.0466898954703833,0.155052264808362,0.214634146341463,0.029616724738676
"Austria","AT11","Burgenland",2010,0.0175876767819525,109100,7453600000,1796,284140,0.00328378235231807,61396.61,2869.15166666667,26232.1390863659,0.648,0.197,0.655,0.148,0.078,80.9,1.28,114800,0.383965650735553,0.0200605335398043,23548.3870967742,70294.1176470588,54242.4242424242,44372.8813559322,64000,78125,118831.168831169,48365.0190114068,38043.4782608696,0.268934316353887,0.215332188472684,0.0366957104557641,0.200234584450402,0.0899798927613941,0.219336461126005,0.0160857908847185,0.0418900804289544,0.153317694369973,0.21313672922252,0.0293230563002681
"Austria","AT11","Burgenland",2011,0.0264360190864281,112500,7678700000,2091,285182,0.00366720630675019,62334.04,2894.2275,26925.6124159309,0.641,0.197,0.655,0.148,0.076,81.2,1.28,117800,0.39448492541605,0.0185846231529339,27555.5555555556,69715.9090909091,53846.1538461538,45258.064516129,75333.3333333333,87741.935483871,114939.759036145,48496.2406015038,37346.9387755102,0.27456,0.223475327854975,0.03968,0.19632,0.0896,0.22448,0.01808,0.04352,0.15264,0.2064,0.02928
"Austria","AT11","Burgenland",2012,0.0140511200415787,113600,7815400000,2056,286237,0.00369939196723496,64836.53,2965.4575,27303.9474281801,0.647,0.188,0.672,0.139,0.08,80.6,1.3,120100,0.396873919164888,0.0227084548817938,33132.5301204819,72033.8983050847,56037.7358490566,47420.3821656051,80000,80312.5,120465.11627907,49047.619047619,35600,0.29646017699115,0.248611715331269,0.0419591089411047,0.194537686908758,0.0906316753127861,0.227189502593836,0.0170888007323772,0.0392126945376869,0.158071406774489,0.204302715898688,0.0271589868782423
"Austria","AT11","Burgenland",2013,0.0115167679535622,114500,7.928e+09,1834,287055,0.00285777170666266,65845.59,3041.325,27618.4006549268,0.639,0.185,0.656,0.158,0.087,81.1,1.27,120500,0.398878263747366,0.0209019177509536,26341.4634146341,76312.8491620112,57850.4672897196,47183.5443037975,77857.1428571429,90000,120674.157303371,50441.1764705882,34339.6226415094,0.273593331348616,0.231836528758829,0.0321524263173564,0.20333432569217,0.0921405180113129,0.221941053885085,0.0162250669842215,0.0428699017564751,0.159869008633522,0.20422744864543,0.0270913962488836
"Austria","AT11","Burgenland",2014,0.00115069369453359,116400,7960100000,1948,287886,0.00289491560850708,66470.19,3110.94333333333,27650.1809744135,0.64,0.168,0.575,0.257,0.089,81.4,1.33,123200,0.404326712657093,0.0236204608768749,24823.5294117647,74388.8888888889,59722.2222222222,47868.3385579937,79375,97419.3548387097,120937.5,50469.3140794224,36415.0943396226,0.274373460814139,0.237936709337822,0.0305664203969289,0.193973634651601,0.0934376358105172,0.221208170360713,0.018397798058815,0.0437490945965522,0.168187744458931,0.202520643198609,0.027958858467333
"Austria","AT11","Burgenland",2015,0.00384340643453218,117500,8040600000,3704,289684,0.00624552774362074,68430.21,3129.53833333333,27756.4518578865,0.641,0.153,0.562,0.285,0.081,81.2,1.37,124900,0.405614393615112,0.0255450767042709,31585.3658536585,77740.1129943503,60462.962962963,47554.1795665635,93125,100322.580645161,129042.553191489,51328.6713286713,36785.7142857143,0.264537721377772,0.235927667089521,0.0361176962766699,0.191883977130107,0.0910612187979361,0.214196067494073,0.0207781341514433,0.0433691256449589,0.169153535071817,0.204713429089388,0.0287268163436062
"Austria","AT11","Burgenland",2016,0.00875518737692295,118500,8161200000,1841,291477,0.00618950304469698,70479.07,3200.16333333333,27999.4647948209,0.645,0.165,0.557,0.279,0.106,81.4,1.41,126600,0.406550088000082,0.0277894996860816,27974.6835443038,82774.5664739884,64144.1441441441,48536.5853658537,90000,107000,131546.391752577,51938.7755102041,39090.9090909091,0.254262317089542,0.232073714649806,0.0296684118673647,0.19224056920392,0.0955832997717814,0.213719962411062,0.0205396697543294,0.0430930326218284,0.171298160826957,0.20499395892066,0.0288629346220969
"Austria","AT11","Burgenland",2017,0.0315322503646893,120800,8442600000,1886,292310,0.00285785842450691,72167.14,3259.8975,28882.3509288085,0.652,0.148,0.572,0.28,0.08,81.5,1.36,128300,0.413259895316616,0.0256576921761144,39487.1794871795,82415.7303370787,61754.3859649123,49495.5489614243,83125,114000,139072.164948454,53154.3624161074,38103.4482758621,0.281929260450161,0.259635657261981,0.0396141479099678,0.188681672025723,0.0905466237942122,0.214533762057878,0.0171061093247588,0.0439871382636656,0.173504823151125,0.203729903536977,0.0284244372990354
