"Country","NUTS","Name","Year","GDP_growth","Employment_abs","GDP_EUR","Migration_abs","Population_abs","Pop_growth","Labor_Productivity_abs","Wage_EUR","GDP_capita","Activity_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","NEET_share","Life_exp","Fertility_rate","Labor_force_abs","Employment_rate","Unemployment_rate","Prodx_A","Prodx_B-E","Prodx_F","Prodx_G-I","Prodx_J","Prodx_K","Prodx_L-M-N","Prodx_O-Q","Prodx_R-U","inv_rate","GFCF_share","GVA_A","GVA_B-E","GVA_F","GVA_G-I","GVA_J","GVA_K","GVA_L-M-N","GVA_O-Q","GVA_R-U"
"Czech Republic","CZ07","Strední Morava",2015,0.047426046947286,568500,15726100000,-633,1220184,-0.00133408194700666,27660.95,1077.61166666667,12888.3020921435,0.634,0.06,0.739,0.201,0.108,78.6,1.55,600600,0.46591333766055,0.0263075077201471,22072.4637681159,28321.5667311412,19242.4242424242,18924.7933884298,31708.3333333333,33745.7627118644,44857.8811369509,21106.9723018147,16880,0.282676853983363,0.254551350938885,0.0322637592328442,0.413581990481167,0.0627762791814369,0.161700114395469,0.0161212874433319,0.0140593444151002,0.122586749897609,0.156050955414013,0.0208595195390286
"Czech Republic","CZ07","Strední Morava",2016,0.0274117338652584,581900,1.6135e+10,-1406,1218509,-0.00137274378290487,28256.65,1151.26166666667,13241.5927990684,0.637,0.061,0.748,0.191,0.116,78.9,1.61,605200,0.477550842874365,0.0191217299174647,22381.6425120773,28762.2641509434,19515.923566879,19399.8351195383,30870.1298701299,35573.7704918033,44734.1463414634,22036.2116991643,16021.8579234973,0.264893228567951,0.24278896808181,0.0313281852237534,0.412317595986097,0.0621559850154849,0.159122567382984,0.0160731915123812,0.0146734646957792,0.124021205523173,0.160481722407801,0.0198260822525459
"Czech Republic","CZ07","Strední Morava",2017,0.0598496358068074,582500,17078500000,-730,1216929,-0.00129666666393108,31024.24,1300.87833333333,14034.0973055947,0.644,0.064,0.739,0.197,0.11,78.9,1.67,602800,0.478663915479046,0.0166813347368663,23826.0869565217,30999.0494296578,21874.4588744589,22339.3442622951,36662.3376623377,37114.7540983607,49560.6796116505,23793.8237965486,17327.868852459,0.258044055250728,0.245355271247475,0.030371889375381,0.401645451914254,0.0622340458287917,0.167833632002562,0.0173843965342053,0.0139420027465253,0.125742824240857,0.16132449026092,0.0195274252249256
"Czech Republic","CZ07","Strední Morava",2018,0.0202665318595464,599900,17408800000,-308,1215824,-0.00090802339331218,32245.83,1425.52916666667,14318.5197857585,0.652,0.054,0.751,0.195,0.096,79.1,1.71,613300,0.493410230428088,0.0110213320348998,23747.6635514019,31165.6640444239,23464.7302904564,22875.2,38202.380952381,44737.7049180328,56569.3430656934,25779.2321116928,17152.6315789474,0.250851871823407,0.251189053811865,0.0291529468454928,0.386348252085222,0.0648799348332396,0.164029783963011,0.0184084625004302,0.0156549374146694,0.13337387134154,0.169473732517984,0.018695288030197
"Czech Republic","CZ07","Strední Morava",2019,0.0386513408283223,593000,18069300000,229,1214992,-0.00068430957112213,35030.96,1534.34916666667,14871.9497741549,0.649,0.059,0.741,0.2,0.117,79.3,1.67,606300,0.488069057244821,0.0109465741338215,24223.8095238095,33693.6768149883,26194.4444444444,24462.962962963,42517.6470588235,52807.0175438596,62121.8905472637,28715.7894736842,19129.5336787565,0.271952304585729,0.282484656295485,0.027103057685238,0.383268244082028,0.0653147993244215,0.161877767181165,0.019255052186839,0.0160369969790773,0.133053795866611,0.174414329935905,0.019670628852742
"Czech Republic","CZ08","Moravskoslezsko",2009,-0.0760935964721292,538700,14816600000,-3451,1240905,-0.00155611466971989,26378.06,1097.31,11940.1565792708,0.615,0.101,0.758,0.141,0.154,76.2,1.49,598400,0.434118647277592,0.0481100487144463,15570,27691.8767507003,17902.1956087824,18390.8333333333,40482.7586206897,35169.8113207547,31736.7387033399,22734.6115035318,15327.1604938272,0.297725894009862,0.258365616943158,0.0121093810760783,0.384435906609218,0.0697553236167929,0.171639005117516,0.0273919333011868,0.0144970368181182,0.125635800836846,0.17522437742071,0.019311235203534
"Czech Republic","CZ08","Moravskoslezsko",2010,0.0334702261391236,529300,15263600000,-4277,1236941,-0.00319444276556223,28596.71,1168.71,12339.7963201155,0.608,0.092,0.754,0.154,0.148,76.4,1.5,590700,0.427910466222722,0.0496385842170322,16827.9569892473,32683.8448176028,19188.1188118812,18466.8901927913,36088.2352941177,33880,33554.8902195609,23336.1522198732,16915.2542372881,0.290823216801594,0.261006577740507,0.0114244417353471,0.412046398563367,0.0707366392431399,0.160825479790053,0.0268711629570689,0.0123661369327016,0.122719674129662,0.161153978114712,0.0218560885339485
"Czech Republic","CZ08","Moravskoslezsko",2011,0.0328917555566971,528400,15710700000,-2515,1232630,-0.00348521069315351,30664.77,1237.50333333333,12745.6738842962,0.61,0.088,0.758,0.154,0.143,76.5,1.38,583900,0.428676894120701,0.0450256768048806,21989.5833333333,35421.9718309859,20193.2059447983,20410.8391608392,37990.2912621359,32288.1355932203,34995.9016393443,23382.1391484943,16578.3783783784,0.294484271528836,0.274278039807265,0.0144265924948916,0.42968146685164,0.0649982573277659,0.159574104574002,0.0267414762825726,0.0130187866900845,0.11671120162376,0.153881375275923,0.020959904870598
"Czech Republic","CZ08","Moravskoslezsko",2012,0.00021476508920419,534700,15662800000,-2650,1228608,-0.00326294183980594,29911.88,1210.22583333333,12748.4112100849,0.615,0.088,0.751,0.162,0.15,77,1.41,591800,0.435207975204459,0.0464753607334479,24531.914893617,34123.1281198003,18154.347826087,19721.2837837838,37594.0594059406,32179.1044776119,34061.3861386139,23506.863780359,15524.064171123,0.292735488355926,0.268853589396532,0.0160305874174487,0.427695516162669,0.0580535279805353,0.16232186305179,0.0263955509210984,0.0149878345498783,0.119575947167188,0.154751477233229,0.0201807438303789
"Czech Republic","CZ08","Moravskoslezsko",2013,-0.037337629441341,534200,15024100000,-3089,1224217,-0.00357396337969474,28151.55,1195.22083333333,12272.4157563569,0.62,0.084,0.74,0.176,0.156,77.1,1.41,593900,0.436360547190572,0.0487658642217842,23958.7628865979,30887.4580067189,17253.8975501114,18830.4940374787,36188.1188118812,37552.2388059701,31776.0617760618,22963.6552440291,14361.7021276596,0.28787856305551,0.258265054146338,0.0172421468104996,0.40927841170448,0.0574762957577196,0.164015550576469,0.0271170596352737,0.0186666270977698,0.122119507960767,0.164067484753609,0.0200317540397371
"Czech Republic","CZ08","Moravskoslezsko",2014,0.0314244005687826,539300,15439300000,-3038,1219720,-0.00367336836524897,28033.27,1142.20666666667,12658.0690650313,0.625,0.085,0.748,0.167,0.149,77.6,1.49,591200,0.442150657527957,0.0425507493523104,24969.387755102,32433.3700440529,17553.1914893617,18362.8620102215,33583.3333333333,33450.7042253521,30788.5714285714,22034.8004094166,13445.5445544554,0.25587807250415,0.226616491680322,0.0178956683267879,0.430746615766033,0.0543013229776871,0.157660326027337,0.0265253735272823,0.0173691100433679,0.118212334627789,0.157440926742579,0.019862948580121
"Czech Republic","CZ08","Moravskoslezsko",2015,0.0377161236887916,540900,15966100000,-2681,1215494,-0.00346472961007444,29517.18,1192.66666666667,13135.4823635493,0.632,0.085,0.727,0.188,0.144,77.5,1.5,589700,0.445004253414661,0.0401482853884923,25262.6262626263,33635.8665937671,19502.5125628141,19685.2791878173,35418.1818181818,37323.0769230769,31824.0740740741,22786.0798362334,14076.1904761905,0.308333797017583,0.277657035844696,0.0173951146227465,0.427887825506343,0.0539867571778322,0.161835076786112,0.0270977075450701,0.0168734698419764,0.119526207433786,0.154838081460049,0.020559759626085
"Czech Republic","CZ08","Moravskoslezsko",2016,0.032316617661819,557500,16429200000,-2351,1211595,-0.00320774927724859,29877.67,1221.80166666667,13559.9767248957,0.646,0.082,0.72,0.198,0.126,78,1.56,599800,0.460137257086733,0.0349126564569844,25880,34007.9914757592,19701.2658227848,19797.7067977068,34776.8595041322,39671.4285714286,33080.5860805861,22852.652259332,13789.4736842105,0.245743537719164,0.224113164365885,0.0172727940145898,0.426033330886132,0.0519385173962665,0.161335104217418,0.028084975739333,0.0185342152158098,0.120549152044637,0.155268268916312,0.0209836415695016
"Czech Republic","CZ08","Moravskoslezsko",2017,0.0381610459345452,568900,17003900000,-2511,1207883,-0.0030637300418044,31475.7,1327.43916666667,14077.4396195658,0.649,0.065,0.719,0.216,0.11,77.8,1.6,597700,0.470989325952928,0.0238433689355674,27960.7843137255,34786.8852459016,20672.4565756824,22520.9531635168,37921.2598425197,40736.1111111111,33679.9307958478,24109.2278719397,15765.9574468085,0.256603562505438,0.242809002640571,0.0177255155440092,0.408842869395518,0.0517781451602879,0.170343944610871,0.0299320066128852,0.0182289400738356,0.120989695334933,0.159131872366344,0.0230270109013164
"Czech Republic","CZ08","Moravskoslezsko",2018,0.0290969952290245,571100,1.7451e+10,-1325,1204593,-0.0027237737429867,34172.58,1472.605,14487.0508130132,0.655,0.07,0.719,0.211,0.113,78,1.68,593600,0.47410204110434,0.0186785080105895,27911.7647058824,37072.8511530398,23289.603960396,24128.3728536386,42022.9007633588,47140.8450704225,38282.9861111111,26959.4721960415,16468.085106383,0.221782515991471,0.22351727694688,0.0161876332622601,0.402189054726368,0.053498223169865,0.167783937455579,0.0313006396588486,0.0190305614783227,0.12537882018479,0.162638237384506,0.0220042643923241
"Czech Republic","CZ08","Moravskoslezsko",2019,-0.0142808344754539,569000,17163600000,-1054,1201919,-0.00221983690756961,34896.58,1566.24833333333,14280.1636383151,0.65,0.075,0.721,0.203,0.127,77.9,1.66,591000,0.473409605805383,0.0183040620873786,28900.9900990099,35334.0358271865,24972.7722772277,24832.3840520749,45852.3489932886,51611.9402985075,42073.2600732601,29482.1428571429,18112.0689655172,0.249378560042804,0.26069123027803,0.0162689079377111,0.373778020532599,0.0562305625842985,0.170096197790683,0.0380778276911416,0.0192729988518688,0.128033351539945,0.174833632441952,0.0234196475348619
"Germany","DE11","Stuttgart",2009,-0.113603523690899,2196900,157290500000,-3962,3915110,-0.00069732265874938,66057.85,3319.715,40175.2441183006,0.674,0.164,0.533,0.303,0.093,81.8,1.36,2307700,0.561133659079821,0.0283006096891275,23026.6159695817,66145.4816285998,52853.591160221,42358.9688041594,78455.938697318,92698.2323232323,98768.6746987952,41834.0569223348,35442.6966292135,0.236073239038276,0.195288335913485,0.00465429415507961,0.307148829816995,0.0441135783037342,0.150272371507358,0.0472123421797713,0.0564240941188044,0.220512556449456,0.1332991075683,0.0363643629857574
"Germany","DE11","Stuttgart",2010,0.101960139833648,2187200,173198500000,3337,3912188,-0.00074633918331796,73275.08,3447.22166666667,44271.5176264535,0.671,0.154,0.543,0.303,0.086,81.8,1.4,2287800,0.559073336966424,0.0257145106523511,27158.1027667984,87145.987862441,56389.1941391941,42066.1555312158,80217.4462705436,99928.4802043423,100487.205731832,42480.3524648726,36887.0481927711,0.22477543622,0.187013744345361,0.00476816357347871,0.358739944594647,0.0427316559982679,0.133261532141211,0.0440328212872029,0.054297800995964,0.204389125450377,0.123784191154019,0.0339940708500114
"Germany","DE11","Stuttgart",2011,0.0547497782714391,2221400,182942200000,16036,3917780,0.00142937916071518,76691.67,3580.70583333333,46695.373400242,0.684,0.149,0.543,0.308,0.077,81.9,1.37,2295500,0.567004783321167,0.0189137725957047,27000,93961.9520264681,58266.7876588022,44277.238403452,81735.8490566038,101065.445026178,100899.901864573,43443.4163701068,38208.0237741456,0.23173480229498,0.19373386785553,0.0044487307321379,0.371381401507102,0.0419830982231885,0.134184415711787,0.042486555404809,0.0504856400281151,0.201677754711738,0.11972734851333,0.0336257090082874
"Germany","DE11","Stuttgart",2012,0.0115352701742457,2261800,185924900000,25511,3936250,0.0047144045862708,77747.44,3683.35083333333,47234.017148301,0.687,0.145,0.536,0.318,0.073,81.9,1.4,2332300,0.574607812003811,0.017910447761194,29312,95170.4471808166,58923.4194122885,43692.4867724868,89149.1442542787,102675.461741425,101389.117367922,44093.0341280972,38958.2401193139,0.239300567981447,0.203288532090107,0.00463958091820396,0.371895839888873,0.0418948838616914,0.130707909637071,0.0461704146942011,0.049275287077235,0.202912653937787,0.11942742202522,0.0330766410903015
"Germany","DE11","Stuttgart",2013,0.00244659849237805,2297700,187515700000,27874,3960240,0.00609463321689425,78543.86,3767.16166666667,47349.579823445,0.697,0.142,0.532,0.325,0.066,82,1.41,2374300,0.580192109569117,0.0193422620851262,33163.9344262295,94924.579663731,59242.1602787456,45072.8267733109,89668.9419795222,102686.015831135,103541.281577326,44931.7555147059,37846.0972017673,0.235560951110317,0.203851197526394,0.004986642920748,0.365311649776458,0.0419107247948679,0.131963013061282,0.0485717014792927,0.0479659340557762,0.207116380678299,0.120502115256034,0.0316718379772421
"Germany","DE11","Stuttgart",2014,0.0123850084824826,2323200,191293900000,35389,3990610,0.00766872714784963,80656.35,3862.07,47936.0047712004,0.705,0.14,0.552,0.308,0.064,82.5,1.47,2389700,0.582166636178429,0.016664119019398,34372.3849372385,100486.576648133,58786.0187553282,46499.7929606625,90489.6313364055,104113.636363636,103695.665353137,45611.7381489842,38273.7306843267,0.231111092668515,0.203804198670214,0.00486983347125761,0.374981919668792,0.0408769612713378,0.13313881663343,0.0465612988435702,0.0461653099502287,0.202791366019411,0.119780712258346,0.0308337818836267
"Germany","DE11","Stuttgart",2015,0.0270648608507332,2339900,198850200000,62058,4038930,0.0121084245265761,84983.43,4001.22666666667,49233.386070073,0.716,0.138,0.538,0.324,0.064,81.9,1.53,2413200,0.579336606477458,0.0181483709794426,27720.8333333333,109470.866141732,63807.9526226734,47754.2962356792,108501.351351351,107706.199460916,105470.118343195,46043.27563249,39179.03930131,0.231268579070455,0.208023929571104,0.00371958791013726,0.388641866804872,0.0421666976958458,0.130503136742518,0.0448894382824035,0.0446808998350142,0.199307406357571,0.115993780746143,0.0300966265411858
"Germany","DE11","Stuttgart",2016,-0.0100300665372085,2370500,1.99049e+11,26450,4083930,0.0111415647213495,85184.56,4093.89666666667,48739.5719319381,0.726,0.145,0.524,0.331,0.076,82.2,1.6,2443800,0.580445796083674,0.0179483977443296,27494.1176470588,108665.990639626,67766.308835673,49149.5422177009,107142.098273572,103328.767123288,105830.210435284,46780.22697512,38544.0751445087,0.234279915517128,0.213992032112696,0.00385618111015775,0.383114975909181,0.0451372846676787,0.132868017512595,0.0443744087298968,0.04148791058896,0.201925615470926,0.117894858425186,0.0293407475854179
"Germany","DE11","Stuttgart",2017,0.0367085727626889,2406900,207798400000,27117,4112480,0.00699081521965362,88512.11,4215.48666666667,50528.732054624,0.73,0.139,0.534,0.326,0.072,82.3,1.58,2474000,0.585267283974633,0.0163161887717387,31930.5019305019,113957.78971604,68679.29089444,51452.3522316043,109241.730279898,109258.426966292,108372.63751763,48337.7070337707,40013.7382501808,0.245702450883107,0.226993566841708,0.00430783687727145,0.386733841835191,0.0443967647988782,0.133310622125613,0.044726494030234,0.0405217952063725,0.200119598470015,0.117057523426142,0.0288260441295435
"Germany","DE11","Stuttgart",2018,0.0211877823308523,2443900,213366300000,15690,4135060,0.00549060420962534,90946.06,4311.21916666667,51599.3238308513,0.733,0.138,0.534,0.327,0.063,82.3,1.58,2496500,0.591019235512907,0.0127204925684271,31489.7959183673,115329.718331074,74977.8129952456,53114.494759739,116632.298136646,120222.222222222,110699.640784747,49104.1357370095,40616.7023554604,0.258608543261778,0.242755299220167,0.00385198203573381,0.382289370476792,0.0472433239384582,0.134107890446935,0.0468773481987054,0.0415974117077287,0.200024464953953,0.115597406714881,0.0284113008115874
"Germany","DE11","Stuttgart",2019,-0.0293255558861544,2454500,207798400000,9691,4148820,0.003327642162387,90035.69,4407.03416666667,50086.1449761619,0.738,0.143,0.514,0.343,0.07,82.6,1.58,2509300,0.591614001089466,0.0132085749683042,35594.0170940171,109918.297236744,74825.1366120219,55868.0909447276,116420.427553444,115489.208633094,109320.091454701,51280.5514936286,42235.2112676056,0.257457398846427,0.246727116281935,0.00418253089066968,0.369544606799914,0.0481330013689013,0.143136561717564,0.0492252098797918,0.040306260288102,0.1920835722801,0.123271423105006,0.0301168336699512
"Germany","DE12","Karlsruhe",2009,-0.0797663781080982,1453100,99672700000,4556,2667222,-0.00084510904379058,63269.99,3110.5025,37369.4803057263,0.658,0.157,0.55,0.293,0.092,81.1,1.31,1531200,0.544799045598754,0.0292814021480027,27350,66185.6148491879,41783.6676217765,40444.1251596424,103385.220125786,91644.2953020134,88638.8308977035,40682.62737876,31738.8392857143,0.216313037570817,0.178894521769752,0.00331792650823113,0.276847302592471,0.0353811066225085,0.153669129332411,0.0797673205468816,0.0496961094733777,0.206029285099053,0.160793876090306,0.0344991568705948
"Germany","DE12","Karlsruhe",2010,0.0544100817539102,1457700,105002200000,7761,2664844,-0.00089156433172791,66805.67,3199.135,39402.756784262,0.664,0.154,0.554,0.291,0.095,81.4,1.33,1528800,0.547011382279788,0.0266807362832496,31468.75,77376.0047633224,43787.323943662,41830.779054917,102050.874403816,98529.2792792793,86990.1380670611,41451.3301088271,33309.6330275229,0.202316489425492,0.168699322490386,0.0034504065449221,0.296849176916426,0.0355080069761944,0.149636399561875,0.0733140007012743,0.0499652218208233,0.201491863961926,0.156611451786251,0.0331746138708399
"Germany","DE12","Karlsruhe",2011,0.0388974648917357,1473400,109197700000,12068,2667560,0.00101919662089038,69167.07,3289.66,40935.4241329155,0.677,0.147,0.547,0.306,0.087,81.3,1.31,1531600,0.552339966111353,0.0218176910734904,39854.1666666667,79875.809299588,45347.7051460362,43694.8831332912,112736.507936508,100004.651162791,87705.4337464252,42251.6576250753,34594.7786606129,0.216549147599649,0.1814305612664,0.00418193722284829,0.296668331717469,0.0356382810117534,0.151207744781596,0.0776314451948711,0.0470025259950136,0.201124291852436,0.153233131523347,0.033313403731827
"Germany","DE12","Karlsruhe",2012,-0.00532195141435615,1487900,109084400000,19291,2679050,0.00430730705213753,69294.95,3393.1975,40717.567794554,0.681,0.153,0.536,0.311,0.075,81.5,1.35,1544200,0.555383438159049,0.0210149120023889,40104.1666666667,79332.651271558,48325.9972489684,43337.0821618244,106734.375,102339.534883721,89361.7522373999,42993.4387116015,34735.8916478555,0.226169625059121,0.192005456325561,0.00415737107290409,0.293064425213754,0.0379379007543739,0.149797098694909,0.073763641036384,0.0475192912816149,0.204861208596364,0.155666010845879,0.0332330525038172
"Germany","DE12","Karlsruhe",2013,-0.00478246990165889,1502500,109197700000,20445,2694720,0.00584908829622441,69886.66,3447.22166666667,40522.8372521078,0.694,0.151,0.54,0.31,0.066,81.6,1.36,1553600,0.557571844199026,0.0189630091438071,40395.8333333333,79999.1199765327,48796.4236588721,42759.3105570945,109872.699386503,103084.309133489,92278.7652011225,43760.2579132474,33806.5573770492,0.206360200977776,0.178430498078256,0.00410725028172475,0.288838828025046,0.0375721257720953,0.147137634189946,0.0758718639587199,0.0466190911940893,0.208955034188251,0.158136549655576,0.0327616227345517
"Germany","DE12","Karlsruhe",2014,0.0152704003343149,1523000,1.11579e+11,21137,2712070,0.00643851680323002,71733.65,3524.205,41141.6371996298,0.691,0.143,0.558,0.299,0.065,81.9,1.42,1573000,0.561563676453779,0.0184361023129934,42510.8695652174,81790.6705539359,52480.3256445048,43884.5335764205,113529.061102832,102587.264150943,95055.2036199095,44730.9924550203,34531.7545748116,0.209822241066045,0.18494967691053,0.00397652113880407,0.285241931302064,0.039325974074831,0.146843541025477,0.0774542130687335,0.0442257069738074,0.213591344584722,0.156725363819656,0.0326174375179838
"Germany","DE12","Karlsruhe",2015,0.00530300479561209,1534500,113393300000,44295,2741630,0.0108994236874417,73894.96,3600.55583333333,41359.8114989988,0.692,0.146,0.542,0.312,0.064,81.4,1.46,1582600,0.559703534029027,0.0175443075834449,37333.3333333333,86585.1656405746,55993.2523616734,45258.3081570997,111032.305433186,105573.141486811,95487.8048780488,45415.9700201787,35829.5819935691,0.212202023212629,0.19087371123338,0.00340404838611635,0.289561767987435,0.0406789664712999,0.146873118802465,0.0741331539802463,0.0431623923244199,0.214949184381379,0.154464578092125,0.0327747504318788
"Germany","DE12","Karlsruhe",2016,-0.00157229319691999,1550300,114413800000,19197,2770660,0.010588591458366,74884.45,3672.73083333333,41294.781748753,0.702,0.146,0.532,0.322,0.066,81.6,1.54,1596100,0.559541769831015,0.0165303573877704,33861.3861386139,89945.0841452613,58413.3333333333,46067.264573991,111319.82633864,101644.927536232,95049.5342929721,46297.5277067349,35065.1013874066,0.216037028249539,0.197366051997224,0.00327192572919935,0.291453959604154,0.0419131772503578,0.147423214982741,0.0735915412109569,0.0402590370205959,0.214786616867064,0.155867079452306,0.031433447882624
"Germany","DE12","Karlsruhe",2017,0.0284188608861224,1569000,118382600000,19177,2787550,0.00609602044278259,77330.14,3786.71416666667,42468.3324065936,0.701,0.151,0.534,0.314,0.077,81.6,1.51,1617900,0.562859859015982,0.0175422862370182,38009.8039215686,94053.2475131656,58904.2690815006,47148.2031482031,114917.963224894,108706.030150754,97078.2284768212,47922.1288515406,35453.0095036959,0.224030746125866,0.206907096144197,0.00354601172003977,0.294029035772005,0.041645744557279,0.145195323325477,0.0743107594062603,0.0395713688593037,0.214517703077082,0.15647634178175,0.0307077115008035
"Germany","DE12","Karlsruhe",2018,0.00873453182792741,1585300,119970100000,12096,2800470,0.00463489444135531,79067.1,3869.27333333333,42839.273407678,0.711,0.144,0.544,0.312,0.069,81.7,1.52,1629700,0.566083550261206,0.0158544815691652,37397.9591836735,95888.8245512449,60982.2560202788,47938.3886255924,120087.016574586,120064.432989691,98594.45124439,48751.3873473918,35021.7166494312,0.235185486840987,0.221436841346302,0.00324460324655089,0.293209439360888,0.042595930479617,0.143276013484801,0.0769701337148361,0.0412414303521346,0.213935770135131,0.15554619111023,0.0299813734100116
"Germany","DE12","Karlsruhe",2019,0.00580626479442318,1593700,120990700000,8736,2807990,0.0026852635450478,81031.36,4021.57833333333,43088.0095726837,0.721,0.137,0.534,0.33,0.065,81.8,1.51,1637400,0.567559001278495,0.0155627334855181,37747.3684210526,93799.2533026996,62600.4993757803,50512.5479775613,130611.405835544,114731.070496084,102983.409373704,50859.2978606692,36710.0712105799,0.235951628399409,0.226932317938486,0.00308166145035741,0.28067439058555,0.0430908394047048,0.147024297516968,0.0846305357759754,0.0377619541136657,0.213372829473952,0.159353521395462,0.0310108296423863
"Germany","DE13","Freiburg",2009,-0.0849076236453075,1115500,67399500000,2149,2142432,0.0001577895274437,55178.51,2786.2225,31459.3415333602,0.688,0.148,0.58,0.272,0.075,81.7,1.38,1166900,0.520669967588236,0.0239914265656973,23141.4141414141,56093.813732155,40210.1806239737,36540.4881828749,63166.6666666667,87391.1290322581,94363.8042474608,40799.6078431373,30466.3978494624,0.223599760813235,0.183084444246619,0.00830267997898056,0.299034192835269,0.0443727689492091,0.170893507528947,0.0233497019225542,0.0392719299835106,0.185181292695744,0.188520847300995,0.041073078804791
"Germany","DE13","Freiburg",2010,0.0585020326786147,1121800,71350200000,5074,2142663,0.00010782139176412,58489.74,2872.34833333333,33299.7769597926,0.697,0.152,0.58,0.268,0.073,82,1.39,1166900,0.523554100668187,0.0210485736674409,27429.3193717277,65922.6272352132,43754.0453074434,36677.7050442819,63505.376344086,94161.9433198381,91079.7227036395,41527.1317829457,31454.9125168237,0.216193354703426,0.17874792222026,0.00888085014773165,0.324963851091926,0.0458366459237762,0.161465687778533,0.0200230200314957,0.0394256180064788,0.178169619321909,0.181617538619578,0.0396171690785715
"Germany","DE13","Freiburg",2011,0.0500117706629758,1140600,75063900000,10374,2146820,0.00194010910721845,61090.91,2946.32166666667,34965.1577682339,0.707,0.151,0.57,0.279,0.067,81.9,1.36,1175000,0.531297453908572,0.0160237001704847,33786.4583333333,69621.8120805369,47051.948051948,37190.0264450321,69478.2608695652,93804.8780487805,94034.0531561462,42370.0270374662,33883.8451268358,0.224991926949282,0.18749492099398,0.0103702732687702,0.331671297347243,0.0463345152492734,0.157371734411019,0.0204368079956773,0.0368898452212336,0.180991402600641,0.175362647832746,0.040571476073396
"Germany","DE13","Freiburg",2012,-0.00245346483668723,1158400,75221900000,14055,2156630,0.00456954938001323,61135.2,3023.03416666667,34879.3719831404,0.711,0.143,0.569,0.288,0.06,81.9,1.42,1191500,0.537134325313104,0.0153480198272304,30166.6666666667,70200.5998000666,47339.7129186603,35418.2285924293,71518.3246073298,96481.3278008299,95317.5895765472,43145.3023963484,34648.1481481481,0.242163611867889,0.204782117973622,0.00910544361526357,0.331191646635844,0.046662254383331,0.151505337971995,0.0214745096313019,0.0365538285466347,0.184011079966609,0.178318605634622,0.0411788656868463
"Germany","DE13","Freiburg",2013,0.00500602944188869,1171400,76012100000,14985,2168430,0.00547149951544771,62390.65,3089.0475,35053.9791462026,0.718,0.142,0.56,0.297,0.063,81.8,1.41,1205500,0.540206508856638,0.0157256632678943,33453.125,71747.0198675497,47500.7776049767,35679.7833935018,75753.8461538462,96807.5313807531,100703.612479475,43677.347242921,35631.299734748,0.234478098901902,0.20270983172416,0.00977423242677315,0.32972778846388,0.046478963258747,0.150399612865526,0.0224793650020696,0.0352088456575199,0.186653904214653,0.178395339777459,0.0408834700883835
"Germany","DE13","Freiburg",2014,0.0232368899141857,1192300,78303500000,19180,2183070,0.00675142845284376,64340.72,3160.46583333333,35868.524600677,0.721,0.141,0.59,0.27,0.072,82.2,1.47,1228200,0.546157475481776,0.0164447315019674,34356.7567567568,74717.8816606734,52555.3846153846,36758.3868665239,72868.6868686869,98896.694214876,104319.320937753,44209.752599498,36585.5263157895,0.230318441085286,0.203125019954408,0.00920381764393273,0.330969630008268,0.0494668997064799,0.14914499777724,0.0208924922855037,0.0346562252473635,0.186860956612022,0.178546242812233,0.0402630820625472
"Germany","DE13","Freiburg",2015,-0.00235263000531323,1203500,79014600000,35350,2208090,0.0114609242946859,65654.02,3230.00833333333,35784.1392334552,0.716,0.142,0.581,0.277,0.066,81.9,1.51,1233700,0.545041189444271,0.0136769787463373,29143.6170212766,75798.3111399805,54240.7407407407,38143.5152374203,74383.0845771144,99195.020746888,106951.961569255,44845.2045133992,38156.7357512953,0.239023594084384,0.214999506420332,0.00770898612551338,0.328371292011442,0.0494534485014682,0.151451537787258,0.0210361473923253,0.0336358865334044,0.187952088630125,0.178944435924241,0.041446177094223
"Germany","DE13","Freiburg",2016,0.00307019556951666,1217200,80120800000,15525,2232150,0.010896294987976,66773.68,3298.30666666667,35894.0035391887,0.727,0.136,0.575,0.29,0.072,82,1.62,1254000,0.545303855027664,0.0164863472436888,27058.5365853659,77434.3760077394,58797.8560490046,39700.2448408534,76325,95905.9829059829,107395.915161037,45515.8702476456,37580.7692307692,0.23901814435131,0.218311599484778,0.00757996059021752,0.328128800570649,0.0524666642980713,0.155101544415262,0.0208595814692033,0.0306669326781434,0.186820680023722,0.17831970024515,0.0400561357095811
"Germany","DE13","Freiburg",2017,0.019751740653475,1234900,82254200000,15907,2247200,0.00674237842438904,68285.63,3374.51583333333,36602.9725881096,0.731,0.144,0.567,0.289,0.066,82.2,1.58,1271000,0.549528301886792,0.016064435742257,31380.9523809524,79522.9299363057,58410.5263157895,40896.6956521739,79283.5820895522,98350.8771929825,106465.063861758,47055.650979045,38263.0241423126,0.260514298498427,0.240664914375193,0.0086725360916999,0.328611473015121,0.0511179543869346,0.154734362456736,0.0209720083698527,0.0295103109742456,0.186485846263177,0.180266361351284,0.0396291470909498
