"NUTS","Name","Year","Activity_rate","NEET_share","Life_exp","Fertility_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3"
"UKD4","Lancashire",2010,0.678,0.138,79.5,1.99,0.229,0.429,0.341
"UKD4","Lancashire",2011,0.664,0.167,79.6,1.99,0.254,0.429,0.317
"UKD4","Lancashire",2012,0.669,0.158,79.9,1.98,0.238,0.412,0.349
"UKD4","Lancashire",2013,0.649,0.167,79.8,1.94,0.254,0.424,0.322
"UKD4","Lancashire",2014,0.649,0.134,80.1,1.93,0.221,0.462,0.317
"UKD4","Lancashire",2015,0.66,0.109,79.8,1.9,0.214,0.447,0.339
"UKD4","Lancashire",2016,0.672,0.106,80,1.91,0.21,0.422,0.368
"UKD4","Lancashire",2017,0.69,0.095,79.9,1.83,0.204,0.423,0.372
"UKD4","Lancashire",2018,0.684,0.11,79.9,1.78,0.213,0.41,0.378
"UKD4","Lancashire",2019,0.681,0.141,NA,NA,0.213,0.408,0.379
"UKD6","Cheshire",2009,0.705,0.143,81,1.88,0.238,0.399,0.362
"UKD6","Cheshire",2010,0.696,0.123,81.1,1.96,0.201,0.404,0.394
"UKD6","Cheshire",2011,0.689,0.129,81.4,1.94,0.212,0.381,0.406
"UKD6","Cheshire",2012,0.685,0.127,81.3,1.97,0.191,0.395,0.414
"UKD6","Cheshire",2013,0.673,0.118,81.5,1.86,0.197,0.365,0.438
"UKD6","Cheshire",2014,0.69,0.093,81.7,1.85,0.192,0.348,0.46
"UKD6","Cheshire",2015,0.672,0.114,81.5,1.88,0.19,0.365,0.445
"UKD6","Cheshire",2016,0.681,0.105,81.5,1.85,0.16,0.371,0.468
"UKD6","Cheshire",2017,0.682,0.076,81.9,1.82,0.168,0.345,0.487
"UKD6","Cheshire",2018,0.675,0.102,81.9,1.74,0.157,0.377,0.466
"UKD6","Cheshire",2019,0.682,0.123,NA,NA,0.165,0.38,0.455
"UKD7","Merseyside",2009,0.644,0.199,78.8,1.79,0.296,0.416,0.288
"UKD7","Merseyside",2010,0.638,0.172,79,1.84,0.293,0.434,0.272
"UKD7","Merseyside",2011,0.633,0.173,79.8,1.84,0.287,0.445,0.269
"UKD7","Merseyside",2012,0.652,0.178,79.5,1.85,0.27,0.436,0.294
"UKD7","Merseyside",2013,0.649,0.154,79.4,1.76,0.281,0.41,0.309
"UKD7","Merseyside",2014,0.627,0.148,79.7,1.76,0.256,0.425,0.319
"UKD7","Merseyside",2015,0.649,0.178,79.4,1.75,0.239,0.422,0.339
"UKD7","Merseyside",2016,0.644,0.136,79.3,1.74,0.254,0.389,0.357
"UKD7","Merseyside",2017,0.647,0.16,79.8,1.72,0.24,0.407,0.353
"UKD7","Merseyside",2018,0.661,0.153,79.6,1.66,0.234,0.4,0.366
"UKD7","Merseyside",2019,0.665,0.137,NA,NA,0.208,0.411,0.381
"UKE1","East Yorkshire and Northern Lincolnshire",2009,0.685,0.162,79.7,1.91,0.283,0.449,0.268
"UKE1","East Yorkshire and Northern Lincolnshire",2010,0.681,0.173,80.3,1.94,0.276,0.449,0.275
"UKE1","East Yorkshire and Northern Lincolnshire",2011,0.68,0.187,80.3,1.94,0.259,0.448,0.293
"UKE1","East Yorkshire and Northern Lincolnshire",2012,0.674,0.211,80.3,1.98,0.256,0.465,0.279
"UKE1","East Yorkshire and Northern Lincolnshire",2013,0.681,0.174,80.4,1.89,0.261,0.448,0.291
"UKE1","East Yorkshire and Northern Lincolnshire",2014,0.685,0.148,80.8,1.85,0.232,0.472,0.296
"UKE1","East Yorkshire and Northern Lincolnshire",2015,0.657,0.135,80.4,1.86,0.224,0.45,0.326
"UKE1","East Yorkshire and Northern Lincolnshire",2016,0.667,0.166,80.5,1.82,0.254,0.408,0.338
"UKE1","East Yorkshire and Northern Lincolnshire",2017,0.647,0.129,80.2,1.78,0.247,0.423,0.33
"UKE1","East Yorkshire and Northern Lincolnshire",2018,0.666,0.143,80.8,1.71,0.259,0.426,0.315
"UKE1","East Yorkshire and Northern Lincolnshire",2019,0.661,0.122,NA,NA,0.263,0.438,0.299
"UKE2","North Yorkshire",2009,0.696,0.088,81.6,1.82,0.213,0.394,0.393
"UKE2","North Yorkshire",2010,0.699,0.12,81.8,1.79,0.225,0.413,0.362
"UKE2","North Yorkshire",2011,0.693,0.126,81.8,1.82,0.211,0.403,0.386
"UKE2","North Yorkshire",2012,0.7,0.143,81.9,1.8,0.183,0.389,0.428
"UKE2","North Yorkshire",2013,0.688,0.129,82.1,1.7,0.169,0.388,0.443
"UKE2","North Yorkshire",2014,0.681,0.093,82.6,1.71,0.161,0.397,0.442
"UKE2","North Yorkshire",2015,0.707,0.103,82.4,1.72,0.176,0.393,0.431
"UKE2","North Yorkshire",2016,0.713,0.086,82.5,1.7,0.18,0.403,0.417
"UKE2","North Yorkshire",2017,0.706,0.107,82.5,1.62,0.169,0.402,0.429
"UKE2","North Yorkshire",2018,0.694,0.075,82.3,1.58,0.156,0.367,0.477
"UKE2","North Yorkshire",2019,0.709,0.06,NA,NA,0.184,0.402,0.414
"UKE3","South Yorkshire",2009,0.628,0.186,79.6,1.86,0.29,0.44,0.27
"UKE3","South Yorkshire",2010,0.643,0.169,79.9,1.86,0.289,0.441,0.271
"UKE3","South Yorkshire",2011,0.656,0.185,80.3,1.85,0.286,0.433,0.28
"UKE3","South Yorkshire",2012,0.665,0.162,80.2,1.87,0.267,0.431,0.302
"UKE3","South Yorkshire",2013,0.685,0.167,80.1,1.78,0.269,0.424,0.306
"UKE3","South Yorkshire",2014,0.696,0.179,80.4,1.75,0.254,0.434,0.313
"UKE3","South Yorkshire",2015,0.651,0.152,80,1.73,0.263,0.403,0.333
"UKE3","South Yorkshire",2016,0.651,0.152,80.5,1.71,0.224,0.435,0.341
"UKE3","South Yorkshire",2017,0.658,0.153,80.5,1.67,0.234,0.405,0.361
"UKE3","South Yorkshire",2018,0.685,0.144,80.2,1.58,0.217,0.389,0.394
"UKE3","South Yorkshire",2019,0.669,0.148,NA,NA,0.195,0.42,0.385
"UKE4","West Yorkshire",2009,0.686,0.171,79.6,2,0.28,0.413,0.307
"UKE4","West Yorkshire",2010,0.679,0.18,79.6,2.03,0.279,0.423,0.299
"UKE4","West Yorkshire",2011,0.657,0.179,80,1.98,0.275,0.421,0.304
"UKE4","West Yorkshire",2012,0.672,0.192,80.2,2.02,0.272,0.4,0.328
"UKE4","West Yorkshire",2013,0.678,0.172,80.1,1.95,0.244,0.412,0.344
"UKE4","West Yorkshire",2014,0.669,0.16,80.4,1.93,0.249,0.409,0.342
"UKE4","West Yorkshire",2015,0.683,0.163,80,1.91,0.244,0.405,0.351
"UKE4","West Yorkshire",2016,0.683,0.139,80.3,1.91,0.266,0.387,0.347
"UKE4","West Yorkshire",2017,0.678,0.138,80.4,1.85,0.255,0.388,0.357
"UKE4","West Yorkshire",2018,0.673,0.123,80.1,1.8,0.246,0.381,0.373
"UKE4","West Yorkshire",2019,0.674,0.158,NA,NA,0.246,0.373,0.381
"UKF1","Derbyshire and Nottinghamshire",2009,0.686,0.123,80.3,1.86,0.282,0.42,0.299
"UKF1","Derbyshire and Nottinghamshire",2010,0.666,0.154,80.7,1.92,0.26,0.417,0.323
"UKF1","Derbyshire and Nottinghamshire",2011,0.671,0.154,81.1,1.93,0.261,0.412,0.327
"UKF1","Derbyshire and Nottinghamshire",2012,0.675,0.161,81.1,1.92,0.254,0.417,0.33
"UKF1","Derbyshire and Nottinghamshire",2013,0.667,0.158,81.1,1.81,0.235,0.406,0.358
"UKF1","Derbyshire and Nottinghamshire",2014,0.663,0.144,80.9,1.8,0.244,0.408,0.348
"UKF1","Derbyshire and Nottinghamshire",2015,0.673,0.114,80.6,1.79,0.221,0.4,0.379
"UKF1","Derbyshire and Nottinghamshire",2016,0.693,0.124,81.1,1.75,0.216,0.416,0.368
"UKF1","Derbyshire and Nottinghamshire",2017,0.679,0.121,81,1.69,0.223,0.418,0.359
"UKF1","Derbyshire and Nottinghamshire",2018,0.677,0.13,80.9,1.61,0.217,0.41,0.372
"UKF1","Derbyshire and Nottinghamshire",2019,0.695,0.113,NA,NA,0.192,0.425,0.382
"UKF2","Leicestershire, Rutland and Northamptonshire",2009,0.718,0.14,80.7,1.94,0.269,0.437,0.294
"UKF2","Leicestershire, Rutland and Northamptonshire",2010,0.701,0.115,80.9,1.98,0.242,0.448,0.31
"UKF2","Leicestershire, Rutland and Northamptonshire",2011,0.713,0.123,81.4,1.96,0.245,0.422,0.334
"UKF2","Leicestershire, Rutland and Northamptonshire",2012,0.706,0.138,81.4,1.97,0.258,0.423,0.32
"UKF2","Leicestershire, Rutland and Northamptonshire",2013,0.699,0.147,81.4,1.87,0.236,0.398,0.367
"UKF2","Leicestershire, Rutland and Northamptonshire",2014,0.708,0.12,81.8,1.87,0.226,0.415,0.359
"UKF2","Leicestershire, Rutland and Northamptonshire",2015,0.705,0.109,81.4,1.88,0.208,0.443,0.349
"UKF2","Leicestershire, Rutland and Northamptonshire",2016,0.692,0.119,81.6,1.88,0.208,0.425,0.367
"UKF2","Leicestershire, Rutland and Northamptonshire",2017,0.683,0.098,81.7,1.81,0.203,0.414,0.382
"UKF2","Leicestershire, Rutland and Northamptonshire",2018,0.693,0.1,81.5,1.75,0.214,0.398,0.388
"UKF2","Leicestershire, Rutland and Northamptonshire",2019,0.722,0.107,NA,NA,0.196,0.414,0.39
"UKF3","Lincolnshire",2009,0.672,0.138,80.7,1.92,0.259,0.474,0.267
"UKF3","Lincolnshire",2010,0.674,0.113,81,1.94,0.246,0.47,0.284
"UKF3","Lincolnshire",2011,0.695,0.111,81.2,1.98,0.238,0.476,0.286
"UKF3","Lincolnshire",2012,0.658,0.16,81.1,1.98,0.244,0.465,0.291
"UKF3","Lincolnshire",2013,0.67,0.149,81.3,1.86,0.224,0.462,0.313
"UKF3","Lincolnshire",2014,0.69,0.107,82,1.89,0.239,0.448,0.313
"UKF3","Lincolnshire",2015,0.668,0.15,81.2,1.88,0.239,0.44,0.321
"UKF3","Lincolnshire",2016,0.661,0.131,81.4,1.8,0.226,0.457,0.317
"UKF3","Lincolnshire",2017,0.663,0.123,81.1,1.79,0.233,0.431,0.336
"UKF3","Lincolnshire",2018,0.678,0.096,81,1.67,0.228,0.412,0.359
"UKF3","Lincolnshire",2019,0.646,0.116,NA,NA,0.187,0.469,0.344
"UKG1","Herefordshire, Worcestershire and Warwickshire",2009,0.713,0.14,81.2,1.86,0.255,0.418,0.326
"UKG1","Herefordshire, Worcestershire and Warwickshire",2010,0.69,0.146,81.6,1.94,0.255,0.401,0.344
"UKG1","Herefordshire, Worcestershire and Warwickshire",2011,0.69,0.157,82,1.92,0.259,0.398,0.343
"UKG1","Herefordshire, Worcestershire and Warwickshire",2012,0.709,0.131,81.9,1.98,0.215,0.406,0.378
"UKG1","Herefordshire, Worcestershire and Warwickshire",2013,0.716,0.109,81.8,1.88,0.202,0.396,0.401
"UKG1","Herefordshire, Worcestershire and Warwickshire",2014,0.709,0.117,82.1,1.81,0.217,0.384,0.398
"UKG1","Herefordshire, Worcestershire and Warwickshire",2015,0.707,0.109,81.8,1.85,0.2,0.36,0.439
"UKG1","Herefordshire, Worcestershire and Warwickshire",2016,0.693,0.132,81.9,1.83,0.215,0.357,0.428
"UKG1","Herefordshire, Worcestershire and Warwickshire",2017,0.694,0.109,82.1,1.79,0.195,0.398,0.407
"UKG1","Herefordshire, Worcestershire and Warwickshire",2018,0.709,0.102,81.9,1.75,0.182,0.39,0.428
"UKG1","Herefordshire, Worcestershire and Warwickshire",2019,0.7,0.102,NA,NA,0.179,0.402,0.419
"UKG2","Shropshire and Staffordshire",2009,0.695,0.13,80.3,1.94,0.285,0.433,0.282
"UKG2","Shropshire and Staffordshire",2010,0.683,0.156,80.6,1.93,0.269,0.431,0.3
"UKG2","Shropshire and Staffordshire",2011,0.679,0.14,81.2,1.97,0.246,0.437,0.318
"UKG2","Shropshire and Staffordshire",2012,0.679,0.156,81,1.96,0.239,0.456,0.305
"UKG2","Shropshire and Staffordshire",2013,0.679,0.125,80.9,1.87,0.257,0.434,0.31
"UKG2","Shropshire and Staffordshire",2014,0.67,0.131,81.4,1.87,0.231,0.456,0.313
"UKG2","Shropshire and Staffordshire",2015,0.682,0.11,80.8,1.82,0.222,0.423,0.356
"UKG2","Shropshire and Staffordshire",2016,0.71,0.098,81.1,1.86,0.208,0.448,0.344
"UKG2","Shropshire and Staffordshire",2017,0.698,0.121,81.1,1.79,0.198,0.443,0.359
"UKG2","Shropshire and Staffordshire",2018,0.695,0.116,80.9,1.75,0.196,0.435,0.369
"UKG2","Shropshire and Staffordshire",2019,0.71,0.11,NA,NA,0.182,0.427,0.391
"UKG3","West Midlands",2009,0.642,0.21,79.9,2.06,0.327,0.406,0.267
"UKG3","West Midlands",2010,0.649,0.191,79.9,2.07,0.322,0.414,0.264
"UKG3","West Midlands",2011,0.639,0.19,80.4,2.09,0.319,0.408,0.273
"UKG3","West Midlands",2012,0.651,0.204,80.4,2.1,0.305,0.395,0.3
"UKG3","West Midlands",2013,0.652,0.226,80.3,2.02,0.3,0.402,0.298
"UKG3","West Midlands",2014,0.646,0.197,80.1,1.97,0.307,0.384,0.309
"UKG3","West Midlands",2015,0.631,0.164,80.1,1.94,0.295,0.376,0.329
"UKG3","West Midlands",2016,0.646,0.171,80.2,1.95,0.297,0.378,0.325
"UKG3","West Midlands",2017,0.646,0.164,80.3,1.88,0.287,0.387,0.326
"UKG3","West Midlands",2018,0.669,0.148,80.2,1.79,0.262,0.412,0.326
"UKG3","West Midlands",2019,0.673,0.136,NA,NA,0.266,0.381,0.353
"UKH1","East Anglia",2009,0.711,0.122,81.7,1.91,0.258,0.431,0.311
"UKH1","East Anglia",2010,0.688,0.139,82,1.95,0.249,0.424,0.326
"UKH1","East Anglia",2011,0.701,0.148,82.4,1.96,0.245,0.433,0.322
"UKH1","East Anglia",2012,0.71,0.115,82.3,2,0.213,0.421,0.367
"UKH1","East Anglia",2013,0.699,0.133,82.2,1.9,0.206,0.419,0.375
"UKH1","East Anglia",2014,0.712,0.123,82.5,1.89,0.213,0.417,0.37
"UKH1","East Anglia",2015,0.706,0.11,82.3,1.9,0.217,0.428,0.356
"UKH1","East Anglia",2016,0.703,0.113,82.3,1.86,0.226,0.396,0.378
"UKH1","East Anglia",2017,0.703,0.121,82.4,1.8,0.215,0.405,0.38
"UKH1","East Anglia",2018,0.705,0.135,82.3,1.74,0.218,0.401,0.38
"UKH1","East Anglia",2019,0.706,0.124,NA,NA,0.201,0.408,0.391
"UKH2","Bedfordshire and Hertfordshire",2009,0.715,0.114,81.3,2.03,0.23,0.428,0.342
"UKH2","Bedfordshire and Hertfordshire",2010,0.722,0.103,81.6,2.07,0.226,0.394,0.38
"UKH2","Bedfordshire and Hertfordshire",2011,0.72,0.116,82.2,2.05,0.218,0.385,0.397
"UKH2","Bedfordshire and Hertfordshire",2012,0.722,0.102,81.9,2.03,0.195,0.37,0.435
"UKH2","Bedfordshire and Hertfordshire",2013,0.718,0.099,82.3,1.95,0.191,0.393,0.416
"UKH2","Bedfordshire and Hertfordshire",2014,0.726,0.108,82.5,1.94,0.172,0.376,0.452
"UKH2","Bedfordshire and Hertfordshire",2015,0.725,0.109,82.3,1.94,0.189,0.375,0.436
"UKH2","Bedfordshire and Hertfordshire",2016,0.725,0.104,82.6,1.93,0.187,0.364,0.449
"UKH2","Bedfordshire and Hertfordshire",2017,0.717,0.096,82.5,1.88,0.184,0.366,0.451
"UKH2","Bedfordshire and Hertfordshire",2018,0.712,0.1,82.3,1.84,0.181,0.355,0.464
"UKH2","Bedfordshire and Hertfordshire",2019,0.724,0.091,NA,NA,0.162,0.364,0.473
"UKH3","Essex",2009,0.694,0.119,81.7,2,0.299,0.451,0.25
"UKH3","Essex",2010,0.693,0.134,81.4,2.02,0.29,0.449,0.262
"UKH3","Essex",2011,0.703,0.164,81.8,1.99,0.273,0.46,0.268
"UKH3","Essex",2012,0.701,0.164,81.9,2.05,0.254,0.44,0.306
"UKH3","Essex",2013,0.705,0.134,81.9,1.92,0.245,0.442,0.313
"UKH3","Essex",2014,0.685,0.14,81.9,1.95,0.263,0.426,0.311
"UKH3","Essex",2015,0.7,0.119,81.6,1.93,0.24,0.435,0.325
"UKH3","Essex",2016,0.701,0.114,81.7,1.93,0.245,0.419,0.336
"UKH3","Essex",2017,0.701,0.12,81.7,1.91,0.228,0.42,0.352
"UKH3","Essex",2018,0.709,0.1,81.8,1.84,0.24,0.425,0.335
"UKH3","Essex",2019,0.715,0.094,NA,NA,0.235,0.398,0.367
"UKI1","Inner London (NUTS 2010)",2009,0.692,0.124,81.15,NA,0.173,0.319,0.508
"UKI1","Inner London (NUTS 2010)",2010,0.6875,0.135,81.35,NA,0.145,0.295,0.56
"UKI1","Inner London (NUTS 2010)",2011,0.689,0.1525,82.05,NA,0.1655,0.2235,0.6115
"UKI1","Inner London (NUTS 2010)",2012,0.706,0.136,81.95,NA,0.1395,0.219,0.642
"UKI1","Inner London (NUTS 2010)",2013,0.7135,0.119,82.3,1.49,0.145,0.222,0.633
"UKI1","Inner London (NUTS 2010)",2014,0.7285,0.1075,82.7,1.45,0.1375,0.2335,0.6285
"UKI1","Inner London (NUTS 2010)",2015,0.722,0.101,82.15,1.445,0.131,0.2315,0.6375
"UKI1","Inner London (NUTS 2010)",2016,0.738,0.1155,83.2,1.425,0.1215,0.207,0.672
"UKI1","Inner London (NUTS 2010)",2017,0.7265,0.089,82.9,1.39,0.1285,0.2135,0.6575
"UKI1","Inner London (NUTS 2010)",2018,0.733,0.0945,83.35,1.345,0.1175,0.2125,0.6705
"UKI1","Inner London (NUTS 2010)",2019,0.7355,0.09,NA,NA,0.1135,0.203,0.683
"UKI2","Outer London (NUTS 2010)",2009,0.694,0.137,81.4633333333333,NA,0.232,0.388,0.38
"UKI2","Outer London (NUTS 2010)",2010,0.699666666666667,0.13,81.66,NA,0.209333333333333,0.388666666666667,0.402
"UKI2","Outer London (NUTS 2010)",2011,0.700333333333333,0.147666666666667,82.3666666666667,NA,0.206,0.348333333333333,0.445333333333333
"UKI2","Outer London (NUTS 2010)",2012,0.699,0.154,82.2666666666667,NA,0.189666666666667,0.355,0.455333333333333
"UKI2","Outer London (NUTS 2010)",2013,0.712666666666667,0.150666666666667,82.5666666666667,1.91666666666667,0.176333333333333,0.334,0.489666666666667
"UKI2","Outer London (NUTS 2010)",2014,0.715,0.124333333333333,82.7333333333333,1.90333333333333,0.170666666666667,0.343,0.486333333333333
"UKI2","Outer London (NUTS 2010)",2015,0.714666666666667,0.107666666666667,82.4,1.94,0.168333333333333,0.326666666666667,0.505
"UKI2","Outer London (NUTS 2010)",2016,0.719333333333333,0.123666666666667,82.8333333333333,1.94666666666667,0.160333333333333,0.324666666666667,0.514666666666667
"UKI2","Outer London (NUTS 2010)",2017,0.728,0.112666666666667,83.0333333333333,1.91666666666667,0.154333333333333,0.331333333333333,0.514666666666667
"UKI2","Outer London (NUTS 2010)",2018,0.731,0.132666666666667,82.8333333333333,1.82333333333333,0.152,0.332,0.516333333333333
"UKI2","Outer London (NUTS 2010)",2019,0.719666666666667,0.127333333333333,NA,NA,0.148,0.309666666666667,0.542333333333333
"UKI3","Inner London - West",2009,NA,NA,82.09,NA,0.1228717,0.2857627,0.5735599
"UKI3","Inner London - West",2010,0.676,0.109,82.29,NA,0.111,0.281,0.608
"UKI3","Inner London - West",2011,0.682,0.144,83,NA,0.128,0.198,0.675
"UKI3","Inner London - West",2012,0.71,0.12,82.9,NA,0.107,0.195,0.699
"UKI3","Inner London - West",2013,0.703,0.102,83.3,1.34,0.12,0.198,0.682
"UKI3","Inner London - West",2014,0.728,0.101,84,1.31,0.104,0.199,0.696
"UKI3","Inner London - West",2015,0.71,0.091,83.4,1.3,0.1,0.205,0.695
"UKI3","Inner London - West",2016,0.751,0.107,84.3,1.31,0.091,0.162,0.747
"UKI3","Inner London - West",2017,0.718,0.086,83.9,1.27,0.113,0.171,0.716
"UKI3","Inner London - West",2018,0.721,0.096,84.7,1.25,0.103,0.182,0.715
"UKI3","Inner London - West",2019,0.715,0.086,NA,NA,0.093,0.178,0.728
"UKI4","Inner London - East",2009,NA,NA,80.21,NA,0.1981444,0.3142373,0.4829978
"UKI4","Inner London - East",2010,0.699,0.161,80.41,NA,0.179,0.309,0.512
"UKI4","Inner London - East",2011,0.696,0.161,81.1,NA,0.203,0.249,0.548
"UKI4","Inner London - East",2012,0.702,0.152,81,NA,0.172,0.243,0.585
"UKI4","Inner London - East",2013,0.724,0.136,81.3,1.64,0.17,0.246,0.584
"UKI4","Inner London - East",2014,0.729,0.114,81.4,1.59,0.171,0.268,0.561
"UKI4","Inner London - East",2015,0.734,0.111,80.9,1.59,0.162,0.258,0.58
"UKI4","Inner London - East",2016,0.725,0.124,82.1,1.54,0.152,0.252,0.597
"UKI4","Inner London - East",2017,0.735,0.092,81.9,1.51,0.144,0.256,0.599
"UKI4","Inner London - East",2018,0.745,0.093,82,1.44,0.132,0.243,0.626
"UKI4","Inner London - East",2019,0.756,0.094,NA,NA,0.134,0.228,0.638
"UKI5","Outer London - East and North East",2009,NA,NA,80.81,NA,0.2778449,0.4108475,0.3264009
"UKI5","Outer London - East and North East",2010,0.667,0.15,81,NA,0.251,0.404,0.346
"UKI5","Outer London - East and North East",2011,0.693,0.172,81.7,NA,0.249,0.371,0.379
"UKI5","Outer London - East and North East",2012,0.676,0.171,81.6,NA,0.223,0.4,0.377
"UKI5","Outer London - East and North East",2013,0.675,0.19,81.9,2.02,0.206,0.365,0.429
"UKI5","Outer London - East and North East",2014,0.691,0.162,82.2,1.98,0.223,0.35,0.427
"UKI5","Outer London - East and North East",2015,0.711,0.115,81.6,2.02,0.223,0.344,0.433
"UKI5","Outer London - East and North East",2016,0.71,0.124,82.2,2.02,0.193,0.349,0.458
"UKI5","Outer London - East and North East",2017,0.716,0.129,82.3,1.97,0.193,0.349,0.458
"UKI5","Outer London - East and North East",2018,0.723,0.131,82.4,1.89,0.194,0.343,0.463
"UKI5","Outer London - East and North East",2019,0.708,0.14,NA,NA,0.177,0.355,0.467
"UKI6","Outer London - South",2009,NA,NA,81.69,NA,0.2147487,0.3620339,0.4245098
"UKI6","Outer London - South",2010,0.721,0.115,81.89,NA,0.194,0.356,0.45
"UKI6","Outer London - South",2011,0.71,0.122,82.6,NA,0.19,0.344,0.466
"UKI6","Outer London - South",2012,0.712,0.147,82.5,NA,0.183,0.344,0.473
"UKI6","Outer London - South",2013,0.746,0.123,82.8,1.84,0.161,0.322,0.517
"UKI6","Outer London - South",2014,0.737,0.103,82.6,1.86,0.138,0.354,0.508
"UKI6","Outer London - South",2015,0.721,0.106,82.8,1.9,0.133,0.316,0.551
"UKI6","Outer London - South",2016,0.732,0.111,82.8,1.89,0.139,0.325,0.536
"UKI6","Outer London - South",2017,0.743,0.102,83.1,1.85,0.136,0.328,0.537
"UKI6","Outer London - South",2018,0.751,0.13,82.7,1.75,0.13,0.343,0.527
"UKI6","Outer London - South",2019,0.747,0.12,NA,NA,0.14,0.307,0.553
"UKI7","Outer London - West and North West",2009,NA,NA,81.89,NA,0.2025722,0.4128814,0.3867756
"UKI7","Outer London - West and North West",2010,0.711,0.125,82.09,NA,0.183,0.406,0.41
"UKI7","Outer London - West and North West",2011,0.698,0.149,82.8,NA,0.179,0.33,0.491
"UKI7","Outer London - West and North West",2012,0.709,0.144,82.7,NA,0.163,0.321,0.516
"UKI7","Outer London - West and North West",2013,0.717,0.139,83,1.89,0.162,0.315,0.523
"UKI7","Outer London - West and North West",2014,0.717,0.108,83.4,1.87,0.151,0.325,0.524
"UKI7","Outer London - West and North West",2015,0.712,0.102,82.8,1.9,0.149,0.32,0.531
"UKI7","Outer London - West and North West",2016,0.716,0.136,83.5,1.93,0.149,0.3,0.55
"UKI7","Outer London - West and North West",2017,0.725,0.107,83.7,1.93,0.134,0.317,0.549
"UKI7","Outer London - West and North West",2018,0.719,0.137,83.4,1.83,0.132,0.31,0.559
"UKI7","Outer London - West and North West",2019,0.704,0.122,NA,NA,0.127,0.267,0.607
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2009,0.743,0.134,81.9,1.95,0.192,0.395,0.413
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2010,0.739,0.109,82.1,2,0.177,0.389,0.434
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2011,0.734,0.107,82.4,2,0.178,0.359,0.463
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2012,0.748,0.103,82.3,1.99,0.171,0.355,0.474
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2013,0.743,0.107,82.4,1.89,0.158,0.358,0.484
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2014,0.742,0.098,82.8,1.88,0.145,0.345,0.51
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2015,0.744,0.096,82.8,1.9,0.152,0.332,0.517
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2016,0.741,0.081,82.9,1.88,0.151,0.335,0.514
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2017,0.76,0.076,82.9,1.83,0.132,0.33,0.539
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2018,0.749,0.078,83.2,1.79,0.143,0.327,0.53
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2019,0.76,0.079,NA,NA,0.136,0.334,0.53
"UKJ2","Surrey, East and West Sussex",2009,0.714,0.114,82.1,1.86,0.195,0.412,0.393
"UKJ2","Surrey, East and West Sussex",2010,0.721,0.105,82.1,1.9,0.187,0.404,0.409
"UKJ2","Surrey, East and West Sussex",2011,0.709,0.111,82.6,1.91,0.185,0.383,0.431
"UKJ2","Surrey, East and West Sussex",2012,0.706,0.112,82.5,1.91,0.174,0.375,0.451
"UKJ2","Surrey, East and West Sussex",2013,0.709,0.121,82.6,1.83,0.177,0.381,0.442
"UKJ2","Surrey, East and West Sussex",2014,0.71,0.117,82.9,1.8,0.157,0.389,0.454
"UKJ2","Surrey, East and West Sussex",2015,0.703,0.114,82.5,1.81,0.165,0.371,0.464
"UKJ2","Surrey, East and West Sussex",2016,0.714,0.093,82.7,1.79,0.161,0.372,0.468
"UKJ2","Surrey, East and West Sussex",2017,0.719,0.086,82.8,1.72,0.153,0.353,0.493
"UKJ2","Surrey, East and West Sussex",2018,0.698,0.11,82.9,1.69,0.147,0.35,0.504
"UKJ2","Surrey, East and West Sussex",2019,0.72,0.082,NA,NA,0.146,0.34,0.514
"UKJ3","Hampshire and Isle of Wight",2009,0.711,0.118,82,1.84,0.247,0.422,0.331
"UKJ3","Hampshire and Isle of Wight",2010,0.71,0.112,82,1.9,0.22,0.429,0.352
"UKJ3","Hampshire and Isle of Wight",2011,0.702,0.118,82.4,1.92,0.209,0.408,0.383
"UKJ3","Hampshire and Isle of Wight",2012,0.7,0.14,82.3,1.94,0.186,0.412,0.402
"UKJ3","Hampshire and Isle of Wight",2013,0.717,0.115,82,1.82,0.176,0.403,0.421
"UKJ3","Hampshire and Isle of Wight",2014,0.712,0.089,82.6,1.83,0.174,0.391,0.435
"UKJ3","Hampshire and Isle of Wight",2015,0.707,0.098,82.4,1.81,0.186,0.406,0.408
"UKJ3","Hampshire and Isle of Wight",2016,0.707,0.085,82.4,1.77,0.189,0.411,0.4
"UKJ3","Hampshire and Isle of Wight",2017,0.703,0.108,82.3,1.71,0.167,0.411,0.422
"UKJ3","Hampshire and Isle of Wight",2018,0.705,0.101,82.5,1.65,0.161,0.409,0.429
"UKJ3","Hampshire and Isle of Wight",2019,0.7,0.088,NA,NA,0.163,0.368,0.468
"UKJ4","Kent",2009,0.693,0.163,80.8,1.99,0.266,0.445,0.288
