"NUTS","Name","Country","Year","GDP_growth","Employment_abs","Labor_Productivity_abs","Wage_EUR","Activity_rate","NEET_share","Life_exp","Fertility_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","inv_rate","GVA_primary","GVA_services","GVA_public","GFCF_share","GDP_EUR","GDP_capita","Population_abs","Pop_growth","emp_rate","unemp_rate","Migration_rate"
"NL42","Limburg","Netherlands",2011,0.029397277183417,566100,64755.93,3291.9125,0.658,0.06,81,1.59,0.31,0.435,0.255,0.211281337047354,0.284485890759356,0.456340075087804,0.259264866174155,0.191393487871348,36459965684.3636,32470.8560739649,1122852,0.00016656794324219,0.568,0.048,0.00142672409186607
"NL42","Limburg","Netherlands",2012,-0.0181403946068346,562800,64591.04,3366.09333333333,0.67,0.062,80.8,1.56,0.313,0.426,0.261,0.210303067185979,0.278268013631938,0.457643622200584,0.264088364167478,0.193126885857793,35786835009.0268,31881.8219315614,1122484,-0.00032773687004164,0.57,0.054,0.000621835144198046
"NL42","Limburg","Netherlands",2013,0.00450768170439543,554200,66704.1,3442.14666666667,0.653,0.092,81.1,1.55,0.282,0.445,0.274,0.19928620699997,0.276429835347749,0.461236241489968,0.262363914464805,0.185097121872642,35898991474.1734,32025.5350369851,1120949,-0.00136750278845845,0.554,0.074,0.000145412503155808
"NL42","Limburg","Netherlands",2014,0.0100892914398789,551000,67931.32,3458.17,0.642,0.087,81.6,1.51,0.288,0.441,0.271,0.195633343221596,0.272174428952833,0.46624147137348,0.261584099673687,0.182186159834398,36198139342.7168,32348.6499934913,1119000,-0.00173870532914522,0.548,0.074,1.51921358355675e-05
"NL42","Limburg","Netherlands",2015,0.0348154972776746,554700,70265.66,3431.76583333333,0.656,0.064,81,1.49,0.272,0.434,0.294,0.207893010921327,0.287889589095783,0.461661296301577,0.250506145028373,0.194962796510942,37394826759.1187,33474.8843292762,1117101,-0.0016970509383378,0.561,0.063,0.00124787284229447
"NL42","Limburg","Netherlands",2016,0.0351806548181744,559500,73230.03,3504.93333333333,0.654,0.07,81.5,1.53,0.258,0.449,0.293,0.209210239651416,0.300272331154684,0.45291394335512,0.246786492374728,0.198488125705605,38703574698.4388,34652.5526799427,1116904,-0.00017634931845911,0.56,0.057,0.00343001726200282
"NL42","Limburg","Netherlands",2017,0.0256581599395578,574300,74176.48,3521.505,0.656,0.052,81.5,1.48,0.26,0.431,0.309,0.22889470927187,0.299188056574123,0.462624410686223,0.238161341016239,0.220057422706351,39713270711.444,35541.6734189187,1117372,0.00041901542120003,0.564,0.047,0.00239490518824528
"NL42","Limburg","Netherlands",2018,0.0157044209603569,588900,75185.99,3581.80083333333,0.661,0.07,81.8,1.45,0.249,0.429,0.322,0.222191656361204,0.294778285339323,0.463947707139793,0.24129924538778,0.218396375423434,40311566448.5307,36099.8348199249,1116669,-0.00062915483831705,0.572,0.034,0.00192089150858491
"NL42","Limburg","Netherlands",2019,0.0111313412587911,597900,77168.77,3666.03666666667,0.679,0.076,81.8,1.43,0.253,0.411,0.336,0.232615459406903,0.288624210014584,0.468035974720467,0.243339815264949,0.234782441698853,40760288251.3457,36501.6744006915,1116669,0,0.585,0.031,0.00394297683557079
"PL21","Malopolskie","Poland",2009,0.0321715165315015,1353200,17928.36,773.265833333333,0.593,0.138,77.2,1.41,0.101,0.682,0.217,0.216412885489661,0.335729510594726,0.468034716707764,0.196240416451893,0.19209256122041,24260700000,7387.83588027666,3283871,0.00023879964192237,0.5,0.079,-0.00024270137286148
"PL21","Malopolskie","Poland",2010,0.0147093882159242,1305000,20887.11,943.3325,0.596,0.127,77.8,1.4,0.09,0.68,0.231,0.223323383915339,0.35175019307437,0.454862343192302,0.193395812895281,0.217096346593183,24641593854.2928,7496.50642631519,3287077,0.00097628682734492,0.498,0.091,0.00168295418695698
"PL21","Malopolskie","Poland",2011,0.0570323221178007,1324500,21936.04,956.834166666667,0.6,0.132,78.1,1.33,0.091,0.665,0.244,0.230381354935343,0.362514605666607,0.447047106705667,0.19044220861205,0.224809069964642,26135956173.4948,7924.04959557896,3298308,0.00341671339004228,0.501,0.093,0.00112572870696127
"PL21","Malopolskie","Poland",2012,0.0108627652516978,1313000,22521.76,973.7675,0.603,0.147,78.1,1.32,0.088,0.654,0.258,0.224710297804684,0.353574267718461,0.459594569803706,0.186827340549135,0.221972205390656,26487550500.5344,8010.12668617854,3306758,0.00256191962666919,0.495,0.104,0.000864895465588955
"PL21","Malopolskie","Poland",2013,0.00355329912196422,1314600,22771.65,985.954166666667,0.606,0.156,78.5,1.32,0.081,0.653,0.266,0.213907836638349,0.339777453497887,0.465820522392281,0.194405794806243,0.212994283514928,26634048136.8009,8038.58906229936,3313274,0.00197051008873344,0.497,0.109,0.00048803690850802
"PL21","Malopolskie","Poland",2014,0.0384914048543778,1347500,23423.92,1012.4075,0.609,0.146,79.1,1.33,0.078,0.649,0.273,0.220256325852988,0.350136678497825,0.45819498511564,0.191679070299977,0.222088599113861,27718217074.4567,8348.0056483543,3320340,0.00213263376346176,0.508,0.091,0.00110651318840842
"PL21","Malopolskie","Poland",2015,0.0548672665902388,1370400,24738.04,1065.26583333333,0.607,0.132,78.8,1.35,0.076,0.635,0.289,0.230935493417662,0.356031510097131,0.461920865629853,0.182050949525985,0.237024136317938,29300391546.1347,8806.03789975937,3327307,0.00209827909190023,0.515,0.071,0.00063564919017091
"PL21","Malopolskie","Poland",2016,0.0296438123131905,1394300,24216.12,1080.65,0.613,0.124,79.3,1.43,0.075,0.617,0.307,0.201276872701898,0.352522209399071,0.465572076545264,0.181899004267425,0.198409441062365,30237976418.2401,9067.08243448268,3334918,0.0022874354545583,0.53,0.052,0.00124650741037711
"PL21","Malopolskie","Poland",2017,0.0589257838827133,1403700,26660.06,1175.2625,0.613,0.112,79.1,1.52,0.063,0.6,0.336,0.187221075575201,0.336715434680694,0.482858134395149,0.180426430924157,0.191512952874849,32113232591.735,9601.36737446376,3344652,0.00291881239658666,0.538,0.042,0.00101236242215932
"PL21","Malopolskie","Poland",2018,0.0633091627687944,1427300,28401.3,1268.67583333333,0.617,0.099,79.1,1.53,0.051,0.619,0.33,0.195455620901778,0.330885666644133,0.486046328218301,0.183070821785079,0.202594377531478,34252184510.5094,10209.2219043767,3355024,0.0031010700066853,0.544,0.029,0.00168404160447138
"PL21","Malopolskie","Poland",2019,0.0384399411255039,1444400,29827.16,1391.0675,0.623,0.097,79.2,1.51,0.059,0.601,0.34,0.200540867447861,0.327127090645476,0.491000948102606,0.181871961251918,0.212775428776651,35687861345.9209,10601.6637933181,3366251,0.00334632479529208,0.548,0.029,0.00221195626826401
"PL22","Slaskie","Poland",2009,0.0214819284228082,1925300,21346.42,839.374166666667,0.558,0.123,75.2,1.33,0.076,0.719,0.205,0.22935432760048,0.431759494295473,0.413724855947675,0.15452113224305,0.203580196747797,41098300000,8899.29757602123,4618151,-0.00682618004891296,0.49,0.067,-0.00091530138360569
"PL22","Slaskie","Poland",2010,0.0401199976655037,1793900,25755.36,1015.025,0.561,0.141,75.8,1.34,0.075,0.707,0.217,0.203964673083175,0.446588479839226,0.400804362174783,0.152607157985991,0.195001681844862,42469890114.0181,9256.33737399582,4588196,-0.00648636218261378,0.475,0.092,-0.00108256055321089
"PL22","Slaskie","Poland",2011,0.0546821244082811,1824700,26603.3,1047.78083333333,0.57,0.135,76,1.27,0.075,0.698,0.227,0.218039942737791,0.458813451925559,0.392163995212504,0.149017859238225,0.207742365549984,44723183811.8477,9762.49356584568,4581123,-0.00154156448416763,0.484,0.092,-0.00138983389007455
"PL22","Slaskie","Poland",2012,0.0109386325542914,1825100,26785.25,1049.57583333333,0.572,0.137,76.1,1.27,0.068,0.699,0.233,0.19476958573288,0.452350842798586,0.402423320471533,0.145218901067398,0.186737950274756,45115093036.013,9869.2818957761,4571264,-0.00215209240179755,0.484,0.094,-0.00130882836782124
"PL22","Slaskie","Poland",2013,0.00310591581067829,1805900,26700.08,1073.4425,0.576,0.142,76.3,1.27,0.065,0.691,0.244,0.196443537172902,0.431640158626857,0.411736889171891,0.156634657252684,0.18599983808748,45115093036.013,9899.93505445623,4557110,-0.0030962989667628,0.483,0.097,-0.00253120947267018
"PL22","Slaskie","Poland",2014,0.0403795494513676,1837500,27401.87,1093.30916666667,0.579,0.14,77,1.29,0.062,0.688,0.25,0.201153769376215,0.442344053848552,0.401008875321582,0.1566403420038,0.19170974958183,46780615068.1552,10299.689971553,4541944,-0.00332798637733125,0.492,0.086,-0.0016206716771497
"PL22","Slaskie","Poland",2015,0.0503116658458721,1835400,28956.04,1105.47333333333,0.575,0.124,76.7,1.28,0.062,0.685,0.254,0.193883936052197,0.446472243963797,0.403691189041398,0.149834445865601,0.186600459456815,48984874027.6837,10817.8845317178,4528138,-0.0030396675960778,0.493,0.072,-0.0013974839106052
"PL22","Slaskie","Poland",2016,0.0358794170212523,1862800,28085.03,1089.8275,0.585,0.114,77.4,1.35,0.061,0.667,0.272,0.194307254937198,0.447670352559592,0.403597697092785,0.148729785147158,0.177348983616822,50601361321.5248,11206.0239221191,4515550,-0.00277995061104586,0.505,0.054,-0.000846629978629403
"PL22","Slaskie","Poland",2017,0.0477853897841376,1882100,30370.81,1166.87,0.585,0.094,77.2,1.45,0.057,0.661,0.282,0.184075893613417,0.437183485964265,0.415710854899303,0.147099680122769,0.174583286011038,52903689757.6554,11741.5081431679,4505698,-0.0021817940228765,0.513,0.039,-0.000717313943366821
"PL22","Slaskie","Poland",2018,0.0599392202752995,1863100,32864.6,1278.44666666667,0.58,0.091,77.2,1.41,0.054,0.648,0.297,0.193764638312473,0.430922083153074,0.417238524308922,0.151839392538004,0.185748447768136,55940709733.255,12445.2849861255,4494932,-0.00238941890912351,0.514,0.034,-0.000512132330366733
"PL22","Slaskie","Poland",2019,0.035325009336954,1848700,34812.35,1379.29333333333,0.579,0.095,77.5,1.38,0.049,0.641,0.31,0.200366311375276,0.422463797581143,0.425624824313741,0.151906074368988,0.196240372660659,57753151639.1788,12884.9147944614,4482230,-0.00282584920083329,0.518,0.024,-0.000508675369180073
"PL41","Wielkopolskie","Poland",2009,0.0332186039548901,1528900,19895.17,747.555,0.597,0.141,76,1.48,0.123,0.702,0.175,0.22023370803163,0.40847793477657,0.434004333413582,0.157528843126725,0.19548486571963,30417700000,8935.42069420132,3404171,0.00351389092375535,0.519,0.075,0.000425948050200768
"PL41","Wielkopolskie","Poland",2010,0.00975789266268128,1467400,22989.96,926.849166666667,0.613,0.146,76.7,1.48,0.114,0.684,0.203,0.212781602371885,0.416408914133833,0.42805247020808,0.155531869681219,0.204634195139035,30827692291.1826,9022.61157023124,3416715,0.00368489127015065,0.528,0.088,0.000618137597077895
"PL41","Wielkopolskie","Poland",2011,0.0525447668378157,1460800,24340.83,960.520833333333,0.611,0.154,77.1,1.38,0.099,0.686,0.215,0.217025503011662,0.423202614379085,0.423785723439703,0.153011662181212,0.208153066876019,32542398253.6594,9496.70259145722,3426705,0.0029238610770872,0.523,0.086,0.00019552310455671
"PL41","Wielkopolskie","Poland",2012,0.0240974151071761,1466400,24993.92,983.063333333333,0.612,0.152,77.1,1.38,0.091,0.685,0.224,0.214130431430836,0.42021566916338,0.432149321755326,0.147635009081294,0.207908734144835,33399751234.8978,9725.54857595295,3434228,0.00219540345608974,0.524,0.085,0.00021897206591991
"PL41","Wielkopolskie","Poland",2013,0.0118119921317317,1486700,25222.01,988.555,0.621,0.155,77.2,1.36,0.088,0.678,0.234,0.188554915034844,0.410623278496064,0.435768148226192,0.153596532157317,0.185058625205247,33847111924.9535,9840.42667920889,3439598,0.00156367020477382,0.53,0.088,-0.000168624356683543
"PL41","Wielkopolskie","Poland",2014,0.0436458128295006,1488800,26470.44,1052.7775,0.618,0.148,77.8,1.39,0.088,0.667,0.246,0.217505308677,0.420980235387168,0.426155658146992,0.152849778052883,0.214555771067984,35375417599.9071,10269.9201002121,3444566,0.00144435483448938,0.532,0.077,8.88355746413336e-05
"PL41","Wielkopolskie","Poland",2015,0.0522855236733196,1522400,27716.78,1083.34583333333,0.618,0.142,77.4,1.4,0.084,0.659,0.257,0.229939195109962,0.426465087948022,0.428890871786104,0.144641368697771,0.230893310617037,37276523849.9071,10806.8882507348,3449330,0.00138304796598468,0.542,0.058,-9.10321714651831e-05
"PL41","Wielkopolskie","Poland",2016,0.0335354396308295,1549200,27136.99,1072.6875,0.626,0.111,78,1.48,0.083,0.661,0.256,0.215075956393109,0.430448301691572,0.425862356992353,0.143689341316075,0.206893311693634,38581237521.2012,11169.3019992644,3454221,0.00141795653068857,0.553,0.048,0.000172832022039123
"PL41","Wielkopolskie","Poland",2017,0.0528422324283122,1598500,28908.85,1156.1575,0.636,0.1,77.9,1.6,0.069,0.678,0.252,0.191916378024579,0.413240967865199,0.444712611091252,0.142056282125556,0.191244420672769,40706024116.2291,11759.5128515716,3461540,0.00211885690000727,0.571,0.031,0.000272422101145733
"PL41","Wielkopolskie","Poland",2018,0.0489016514297311,1598500,30675.73,1234.02833333333,0.633,0.105,77.6,1.57,0.07,0.665,0.265,0.205935840208262,0.406369408954056,0.447428043189222,0.146197890834748,0.206669515750563,42793442312.3838,12334.5724500226,3469390,0.00226777676987699,0.575,0.022,0.00112699927076518
"PL41","Wielkopolskie","Poland",2019,0.0475506456902174,1598300,32976.27,1320.815,0.636,0.097,78.1,1.55,0.07,0.645,0.285,0.208178173834766,0.406382964944207,0.450332769901972,0.143286423894671,0.214690121016966,44918228907.4117,12921.0893343339,3476350,0.00200611634898354,0.573,0.026,0.000905259827117523
"PL42","Zachodniopomorskie","Poland",2009,0.0284366131024954,617700,19861.26,726.788333333333,0.56,0.161,75.4,1.36,0.141,0.658,0.201,0.240780193946518,0.318156773435204,0.468896929180135,0.212937114310902,0.213721542512002,12268300000,7238.05466992965,1694972,0.00139311148318518,0.468,0.104,-0.00348383336125907
"PL42","Zachodniopomorskie","Poland",2010,0.0230931027609798,619400,22284.97,838.395,0.564,0.174,76,1.31,0.142,0.65,0.208,0.219321385586863,0.337592534581966,0.458262575635171,0.204136646167543,0.21170187266805,12567201066.623,7405.20381021193,1697077,0.00124190842090607,0.458,0.124,-0.000371226526551241
"PL42","Zachodniopomorskie","Poland",2011,0.0343291947432721,613600,23140.66,842.995833333333,0.558,0.197,76.6,1.22,0.146,0.643,0.21,0.22443838254172,0.347007381258023,0.448050385109114,0.20495025673941,0.215281240596181,12994165177.8535,7659.41849392631,1696495,-0.00034294260071876,0.453,0.118,-0.000705572371271357
"PL42","Zachodniopomorskie","Poland",2012,0.0117275358141372,628800,23095.12,851.234166666667,0.567,0.196,76.8,1.23,0.132,0.643,0.225,0.239816645135181,0.354094354600215,0.448090961445671,0.19786137874142,0.234576179446654,13136457449.6396,7749.2445986293,1695192,-0.00076805413514334,0.465,0.109,-0.000434169108867904
"PL42","Zachodniopomorskie","Poland",2013,0.00130598039788985,640300,22743.1,839.703333333333,0.573,0.19,76.7,1.24,0.128,0.633,0.239,0.267986977753662,0.345639872878071,0.446616541353383,0.207751337105651,0.263183587603738,13136457449.6396,7759.36496017356,1692981,-0.00130427703764529,0.472,0.101,-0.000944487858989557
"PL42","Zachodniopomorskie","Poland",2014,0.0452157204219839,645400,23819.71,866.719166666667,0.575,0.177,77.6,1.27,0.135,0.625,0.241,0.246075298438935,0.357421487603306,0.434967860422406,0.207625344352617,0.244400160821512,13705801128.5284,8110.21023686491,1689944,-0.00179387719058867,0.482,0.084,-0.00128110753965812
"PL42","Zachodniopomorskie","Poland",2015,0.040690523939756,641500,25414.84,906.493333333333,0.57,0.188,77.4,1.25,0.132,0.623,0.245,0.243552334988176,0.37251254961072,0.431001341390898,0.196506852156597,0.247492163432471,14232369830.0092,8440.21894066451,1686256,-0.00218232083429983,0.481,0.075,-0.00135388695429401
"PL42","Zachodniopomorskie","Poland",2016,0.0231980652108148,658500,24191.13,892.4975,0.576,0.191,77.7,1.33,0.123,0.616,0.26,0.188205762721506,0.368340586511932,0.432659214381204,0.199028642944506,0.18213823270017,14531270896.6322,8636.0156900436,1682636,-0.00214676775056694,0.496,0.069,-0.0008439139540578
"PL42","Zachodniopomorskie","Poland",2017,0.0535226134126746,669300,25970.22,963.891666666667,0.581,0.154,77.6,1.41,0.109,0.624,0.267,0.204316509041336,0.353414997017899,0.448619385621686,0.197965617360415,0.203943653883902,15285594528.8429,9098.2378192476,1680061,-0.00153033692373157,0.51,0.046,-0.000512481392044694
"PL42","Zachodniopomorskie","Poland",2018,0.057673582896555,694800,26719.46,999.069166666667,0.597,0.146,77.3,1.36,0.103,0.611,0.286,0.219806510735395,0.342370212739786,0.450179282010911,0.207475106554403,0.221437774528449,16139522751.3039,9622.96579232854,1677188,-0.00171005695626528,0.527,0.038,-0.000121035924416345
"PL42","Zachodniopomorskie","Poland",2019,0.0313334824817705,680600,28788.64,1095.8975,0.592,0.159,77.5,1.32,0.105,0.599,0.296,0.209624407693022,0.342272136021555,0.452040555607173,0.205675694508966,0.217343733153121,16609174544.0702,9924.48682240515,1673555,-0.00216612568179596,0.525,0.031,-2.44987466799717e-05
"PL43","Lubuskie","Poland",2009,-0.00290306292227164,372000,19285.4,721.07,0.571,0.183,75.2,1.43,0.127,0.71,0.163,0.218451633165829,0.407097989949749,0.406988065326633,0.185866834170854,0.19390315296479,7174200000,7108.20740247542,1009284,0.00057896302171111,0.484,0.096,-0.000628168087475874
"PL43","Lubuskie","Poland",2010,0.0225052586577601,394200,20550.18,773.304166666667,0.589,0.174,76.1,1.36,0.117,0.702,0.181,0.319600516912013,0.426929992133948,0.389664569052703,0.183419485335431,0.30990306214686,7341973274.60339,7268.17944866113,1010153,0.00086100641642986,0.494,0.106,-0.000352421860846822
"PL43","Lubuskie","Poland",2011,0.0384372940958872,397200,21022.56,792.019166666667,0.587,0.175,76,1.3,0.115,0.692,0.193,0.32648912657917,0.436901416136866,0.380897159540506,0.182160495511474,0.313756256611195,7627258260.43213,7547.548599671,1010561,0.00040389921130759,0.496,0.094,-0.00104100593630667
"PL43","Lubuskie","Poland",2012,0.0220677502799815,385100,22140.41,824.445833333333,0.578,0.183,76.5,1.31,0.118,0.695,0.187,0.241937408040721,0.442478228019247,0.379223499158283,0.178364549780623,0.234146504904088,7795119558.78925,7714.10601739457,1010502,-5.83834127776552e-05,0.488,0.09,-0.000592774680307412
"PL43","Lubuskie","Poland",2013,0.00091919958319091,394800,21838.98,825.911666666667,0.587,0.207,76.3,1.28,0.112,0.683,0.206,0.219352220360285,0.440301633850021,0.376479367406787,0.18320590699623,0.214942181112645,7795119558.78925,7721.19682043045,1009574,-0.00091835543126089,0.491,0.097,-0.00169279319792308
"PL43","Lubuskie","Poland",2014,0.0489916657943822,392300,23357.41,883.395833333333,0.583,0.2,77.4,1.3,0.099,0.674,0.227,0.194732366244747,0.458471474173312,0.360094654719795,0.181384571773667,0.193525679669413,8164291181.91968,8099.47111458962,1008003,-0.00155610188059518,0.496,0.083,-0.00127479779326054
"PL43","Lubuskie","Poland",2015,0.0294900028792501,399900,23837.13,874.475,0.59,0.176,76.9,1.28,0.1,0.676,0.224,0.22681850971488,0.461382907013872,0.362850486630953,0.175754780572604,0.228581934582252,8390864324.01261,8338.32454107927,1006301,-0.00168848703823302,0.511,0.064,-0.00153731338834007
"PL43","Lubuskie","Poland",2016,0.0252906678810947,408800,23133.12,875.883333333333,0.601,0.169,77.4,1.36,0.097,0.679,0.225,0.216302329759837,0.465329101036114,0.360004791279871,0.174666107684015,0.210167981193813,8592174648.78593,8549.20633773249,1005026,-0.00126701652885171,0.53,0.047,-4.57699601801346e-05
"PL43","Lubuskie","Poland",2017,0.0415543011210808,412200,24740.05,949.900833333333,0.601,0.166,77.3,1.46,0.089,0.674,0.237,0.195160641672997,0.442311988918182,0.380468296170517,0.177242057285848,0.195312898312236,8944621758.70827,8904.46263223688,1004510,-0.00051341955332498,0.535,0.037,-0.000776497994046849
"PL43","Lubuskie","Poland",2018,0.0430391006691652,410100,26378.25,1018.34166666667,0.595,0.162,76.9,1.38,0.094,0.657,0.248,0.204160685637085,0.430011399138732,0.388415097525965,0.181573503335304,0.207492967368356,9322243662.19648,9287.70269587054,1003719,-0.0007874486067834,0.534,0.03,0.000694417461460827
"PL43","Lubuskie","Poland",2019,0.0347030382811706,411900,27678.78,1086.0325,0.596,0.144,76.9,1.35,0.094,0.647,0.259,0.197780483423485,0.431817728189058,0.387038182870601,0.181124129258897,0.205736635827818,9632703441.59111,9610.01419806947,1002361,-0.00135296831085194,0.542,0.02,0.000134682015760789
"PL51","Dolnoslaskie","Poland",2009,0.0237951428233195,1172800,22312.72,828.435833333333,0.584,0.157,75.3,1.31,0.109,0.694,0.198,0.243024492308752,0.420045893480629,0.413755989615847,0.166193811698963,0.215714373060638,26168400000,9096.4044932103,2876785,-0.00033046811799275,0.485,0.101,0.000213432703521466
"PL51","Dolnoslaskie","Poland",2010,0.0408254853475482,1122200,27347.67,1006.44833333333,0.59,0.153,76.2,1.29,0.109,0.678,0.212,0.208197845794479,0.457273687918281,0.385232012754676,0.157490591572273,0.206125249556435,27241689274.2809,9467.76962156323,2877308,0.0001818001692862,0.481,0.113,0.000613768147170897
"PL51","Dolnoslaskie","Poland",2011,0.0590316604131577,1109700,29289.35,1058.50416666667,0.584,0.153,76.7,1.21,0.109,0.666,0.225,0.217791486304131,0.469416939766215,0.378107639193144,0.152489441124411,0.21536808291704,28851536011.4596,10026.6677827334,2877480,5.97780981389549e-05,0.477,0.106,0.00016959283817785
"PL51","Dolnoslaskie","Poland",2012,0.0169286390002964,1111700,29701.71,1094.63416666667,0.587,0.166,76.6,1.2,0.106,0.657,0.237,0.210483981380066,0.46427300109529,0.386480010952903,0.149246987951807,0.209701144262724,29325066496.9935,10196.4056220032,2876020,-0.00050738840930258,0.478,0.111,0.000532680579411826
"PL51","Dolnoslaskie","Poland",2013,-0.00304564014134679,1115200,29364.84,1108.86416666667,0.594,0.16,76.9,1.19,0.096,0.653,0.251,0.222811643658549,0.436230460334695,0.405080743842959,0.158702583458284,0.221382756943085,29198751019.5379,10165.3510397433,2872380,-0.0012656379301952,0.479,0.113,-0.000316114163167826
"PL51","Dolnoslaskie","Poland",2014,0.0423221674296347,1162300,29585.21,1122.81166666667,0.607,0.15,77.4,1.26,0.081,0.647,0.272,0.228095873045066,0.441412741472514,0.402254947682324,0.15633559506841,0.228473538808002,30398268597.0318,10595.5707284284,2868960,-0.00119065026215194,0.501,0.091,0.000521094752105292
"PL51","Dolnoslaskie","Poland",2015,0.0393196307037796,1190000,30429,1147.88666666667,0.606,0.135,77.2,1.24,0.087,0.641,0.272,0.220334603506675,0.442309847579199,0.40747347579199,0.150222902968719,0.22421113329265,31566229098.7225,11012.1846565659,2866482,-0.00086372762255312,0.514,0.07,0.00054701198193465
"PL51","Dolnoslaskie","Poland",2016,0.021376773756161,1230700,28908.08,1118.87333333333,0.615,0.136,77.7,1.32,0.087,0.625,0.288,0.213605030645546,0.434886571678739,0.414034864284009,0.15108174799013,0.208159693430676,32229102039.0759,11247.5896365304,2865423,-0.0003694424036153,0.533,0.055,0.00164303839258636
"PL51","Dolnoslaskie","Poland",2017,0.0478579562340997,1220300,31852.79,1277.98166666667,0.611,0.146,77.4,1.39,0.073,0.629,0.298,0.216493062679148,0.412777917807256,0.436635033030674,0.150584118312534,0.218697778517944,33775834624.6481,11785.8762890946,2865789,0.00012772983255875,0.535,0.047,0.000969017607367465
"PL51","Dolnoslaskie","Poland",2018,0.0525472570860203,1223400,33654.12,1400.2425,0.608,0.126,77.2,1.39,0.076,0.607,0.317,0.23792831867242,0.401196907342289,0.442755881928807,0.156058303475357,0.241382727807603,35543553915.0857,12405.1917604417,2865216,-0.00019994493663001,0.542,0.033,0.00171540295740356
"PL51","Dolnoslaskie","Poland",2019,0.0427284162633167,1239900,35464.08,1455.40916666667,0.629,0.11,77.5,1.38,0.072,0.578,0.35,0.2615216226916,0.401519914922025,0.444330593139424,0.154152079468211,0.272729263977987,37058729424.8547,12935.2459578081,2864942,-9.56297884697e-05,0.561,0.033,0.0019316272371308
"PL52","Opolskie","Poland",2009,0.0190080739964914,367500,19166.64,767.569166666667,0.581,0.148,76.9,1.14,0.113,0.724,0.162,0.231406544896197,0.405521256517706,0.401282748472538,0.193148011899811,0.205403410139557,7043700000,7014.50562757802,1004162,-0.0298551587148234,0.483,0.099,-0.0106018749962655
"PL52","Opolskie","Poland",2010,0.0486776884301492,368900,21091.62,852.986666666667,0.578,0.157,77,1.14,0.107,0.712,0.18,0.224823773728392,0.425180613647664,0.381613969405364,0.193190792360116,0.214536101064085,7165693756.78541,7355.95554700879,974135,-0.0299025456051912,0.482,0.097,-0.00161989867934116
"PL52","Opolskie","Poland",2011,0.0553268915210768,366700,22161.9,880.248333333333,0.582,0.168,77.5,1.1,0.108,0.711,0.181,0.216872029942386,0.43663176191878,0.373845269635673,0.189522968445547,0.205189433922747,7539861923.79906,7762.93770159201,971264,-0.00294723010671006,0.484,0.093,-0.0024833618871903
"PL52","Opolskie","Poland",2012,0.00893554047123568,371200,22077.48,874.621666666667,0.592,0.173,77.1,1.15,0.105,0.695,0.2,0.194078221535746,0.428494593998235,0.383109002647838,0.188479148278906,0.185646735521075,7580526509.3942,7832.30374560027,967854,-0.00351088890353189,0.492,0.095,-0.00220384479477277
"PL52","Opolskie","Poland",2013,0.00376165352169384,367800,22278.17,888.396666666667,0.588,0.183,77.2,1.16,0.098,0.693,0.209,0.209419900538634,0.426320067225965,0.378049620476368,0.195561433235525,0.200754590612411,7572429578.63411,7861.76615856788,963197,-0.00481167614123618,0.486,0.094,-0.00405005414261049
"PL52","Opolskie","Poland",2014,0.0533910327340016,371800,23241.31,919.210833333333,0.595,0.17,78.1,1.23,0.094,0.674,0.231,0.23594066522904,0.444004443573156,0.364007057439718,0.191962360321506,0.227413273807769,7938410848.99033,8281.51397288704,958570,-0.00480379403175051,0.498,0.078,-0.00218867688327404
"PL52","Opolskie","Poland",2015,0.0287081845813439,377300,23961.75,934.27,0.597,0.147,77.5,1.21,0.09,0.662,0.248,0.303943939450617,0.447935759797504,0.36549084153169,0.18658586765421,0.299693734314812,8133636846.20592,8519.26120463366,954735,-0.00400075111885413,0.508,0.065,-0.0022802138813388
"PL52","Opolskie","Poland",2016,0.0112817449592585,380700,23056.63,936.285833333333,0.599,0.141,78.2,1.28,0.083,0.67,0.247,0.30586276761863,0.449250861412588,0.362786976215979,0.187962162371433,0.289083043479475,8198682189.97867,8615.37333678565,951634,-0.0032480217023572,0.519,0.05,-0.000499141476660145
"PL52","Opolskie","Poland",2017,0.0496908483323643,385200,24806.13,988.855,0.614,0.129,77.6,1.36,0.077,0.664,0.259,0.242643902904287,0.431959082455053,0.381563260050551,0.186501502217559,0.236950541964299,8589134184.40985,9043.47854659056,949760,-0.00196924447844444,0.534,0.043,-0.000110554245283019
"PL52","Opolskie","Poland",2018,0.0518282346821728,390300,26081.25,1054.415,0.616,0.117,78,1.32,0.072,0.67,0.259,0.240123830675012,0.430760257531911,0.380016600489041,0.189268008165646,0.237548249924649,9012063867.77873,9512.18607504645,947423,-0.00246062163072776,0.542,0.032,-0.000695571038490727
"PL52","Opolskie","Poland",2019,0.0397050760634968,379100,28477.82,1171.10166666667,0.614,0.124,78.2,1.33,0.063,0.674,0.263,0.253549033039996,0.429087843178585,0.382642145755388,0.188291089213258,0.257652559672703,9337380552.53982,9889.8681466863,944136,-0.00346941123447499,0.541,0.032,-0.00169890778447173
"PL61","Kujawsko-Pomorskie","Poland",2009,-0.0100084338317759,801700,17993.51,714.890833333333,0.588,0.164,75.4,1.42,0.157,0.681,0.162,0.269745319931585,0.381902954476231,0.426981560881891,0.191099864889139,0.23943183551236,14425400000,6964.73791826497,2071205,0.0020202909586658,0.492,0.104,-0.00224506989892357
