"NUTS","Year","emp_rate","unemp_rate"
"DK03",2013,0.542,0.077
"DK03",2014,0.543,0.07
"DK03",2015,0.548,0.062
"DK03",2016,0.549,0.061
"DK03",2017,0.56,0.061
"DK03",2018,0.569,0.049
"DK03",2019,0.569,0.048
"DK04",2009,0.633,0.062
"DK04",2010,0.604,0.076
"DK04",2011,0.59,0.071
"DK04",2012,0.584,0.072
"DK04",2013,0.581,0.069
"DK04",2014,0.573,0.063
"DK04",2015,0.579,0.057
"DK04",2016,0.584,0.054
"DK04",2017,0.582,0.054
"DK04",2018,0.595,0.047
"DK04",2019,0.603,0.049
"DK05",2009,0.609,0.074
"DK05",2010,0.57,0.077
"DK05",2011,0.55,0.081
"DK05",2012,0.544,0.082
"DK05",2013,0.55,0.069
"DK05",2014,0.564,0.069
"DK05",2015,0.562,0.064
"DK05",2016,0.56,0.06
"DK05",2017,0.551,0.056
"DK05",2018,0.559,0.055
"DK05",2019,0.567,0.058
"EE00",2009,0.525,0.135
"EE00",2010,0.504,0.167
"EE00",2011,0.537,0.123
"EE00",2012,0.552,0.1
"EE00",2013,0.56,0.086
"EE00",2014,0.566,0.074
"EE00",2015,0.581,0.064
"EE00",2016,0.587,0.069
"EE00",2017,0.599,0.058
"EE00",2018,0.604,0.054
"EE00",2019,0.607,0.045
"EL30",2009,0.507,0.091
"EL30",2010,0.486,0.126
"EL30",2011,0.451,0.18
"EL30",2012,0.41,0.258
"EL30",2013,0.391,0.287
"EL30",2014,0.396,0.273
"EL30",2015,0.403,0.252
"EL30",2016,0.413,0.23
"EL30",2017,0.418,0.216
"EL30",2018,0.425,0.199
"EL30",2019,0.447,0.169
"EL41",2009,0.425,0.066
"EL41",2010,0.431,0.094
"EL41",2011,0.397,0.15
"EL41",2012,0.384,0.218
"EL41",2013,0.381,0.22
"EL41",2014,0.364,0.223
"EL41",2015,0.378,0.18
"EL41",2016,0.402,0.183
"EL41",2017,0.421,0.225
"EL41",2018,0.426,0.223
"EL41",2019,0.45,0.176
"EL42",2009,0.512,0.123
"EL42",2010,0.489,0.146
"EL42",2011,0.478,0.152
"EL42",2012,0.468,0.154
"EL42",2013,0.439,0.213
"EL42",2014,0.447,0.201
"EL42",2015,0.473,0.149
"EL42",2016,0.47,0.174
"EL42",2017,0.465,0.16
"EL42",2018,0.478,0.169
"EL42",2019,0.485,0.137
"EL43",2009,0.522,0.09
"EL43",2010,0.505,0.12
"EL43",2011,0.48,0.158
"EL43",2012,0.432,0.223
"EL43",2013,0.416,0.249
"EL43",2014,0.413,0.24
"EL43",2015,0.406,0.242
"EL43",2016,0.425,0.226
"EL43",2017,0.45,0.177
"EL43",2018,0.472,0.134
"EL43",2019,0.486,0.117
"EL51",2009,0.456,0.111
"EL51",2010,0.443,0.145
"EL51",2011,0.401,0.202
"EL51",2012,0.38,0.228
"EL51",2013,0.36,0.268
"EL51",2014,0.377,0.242
"EL51",2015,0.381,0.234
"EL51",2016,0.391,0.228
"EL51",2017,0.403,0.195
"EL51",2018,0.419,0.159
"EL51",2019,0.423,0.162
"EL52",2009,0.455,0.101
"EL52",2010,0.44,0.137
"EL52",2011,0.402,0.197
"EL52",2012,0.367,0.262
"EL52",2013,0.345,0.302
"EL52",2014,0.352,0.287
"EL52",2015,0.377,0.26
"EL52",2016,0.387,0.245
"EL52",2017,0.391,0.229
"EL52",2018,0.402,0.207
"EL52",2019,0.404,0.196
"EL53",2009,0.439,0.124
"EL53",2010,0.415,0.154
"EL53",2011,0.376,0.231
"EL53",2012,0.333,0.297
"EL53",2013,0.32,0.316
"EL53",2014,0.343,0.276
"EL53",2015,0.339,0.307
"EL53",2016,0.342,0.313
"EL53",2017,0.36,0.291
"EL53",2018,0.37,0.27
"EL53",2019,0.375,0.245
"EL54",2009,0.454,0.112
"EL54",2010,0.448,0.126
"EL54",2011,0.407,0.165
"EL54",2012,0.378,0.225
"EL54",2013,0.35,0.274
"EL54",2014,0.351,0.268
"EL54",2015,0.356,0.245
"EL54",2016,0.363,0.243
"EL54",2017,0.358,0.248
"EL54",2018,0.375,0.201
"EL54",2019,0.39,0.164
"EL61",2009,0.48,0.092
"EL61",2010,0.465,0.121
"EL61",2011,0.425,0.168
"EL61",2012,0.394,0.226
"EL61",2013,0.376,0.254
"EL61",2014,0.374,0.254
"EL61",2015,0.369,0.269
"EL61",2016,0.374,0.255
"EL61",2017,0.404,0.206
"EL61",2018,0.409,0.183
"EL61",2019,0.411,0.185
"EL62",2009,0.504,0.095
"EL62",2010,0.473,0.146
"EL62",2011,0.467,0.141
"EL62",2012,0.46,0.147
"EL62",2013,0.43,0.181
"EL62",2014,0.408,0.214
"EL62",2015,0.419,0.19
"EL62",2016,0.438,0.16
"EL62",2017,0.425,0.196
"EL62",2018,0.457,0.159
"EL62",2019,0.452,0.123
"EL63",2009,0.451,0.097
"EL63",2010,0.447,0.119
"EL63",2011,0.41,0.176
"EL63",2012,0.367,0.256
"EL63",2013,0.353,0.284
"EL63",2014,0.35,0.287
"EL63",2015,0.362,0.285
"EL63",2016,0.359,0.298
"EL63",2017,0.379,0.263
"EL63",2018,0.383,0.241
"EL63",2019,0.378,0.241
"EL64",2009,0.452,0.105
"EL64",2010,0.45,0.125
"EL64",2011,0.417,0.19
"EL64",2012,0.359,0.279
"EL64",2013,0.36,0.282
"EL64",2014,0.365,0.268
"EL64",2015,0.381,0.258
"EL64",2016,0.376,0.25
"EL64",2017,0.397,0.208
"EL64",2018,0.405,0.189
"EL64",2019,0.412,0.172
"EL65",2009,0.506,0.079
"EL65",2010,0.487,0.096
"EL65",2011,0.454,0.138
"EL65",2012,0.417,0.192
"EL65",2013,0.405,0.219
"EL65",2014,0.4,0.234
"EL65",2015,0.41,0.223
"EL65",2016,0.418,0.192
"EL65",2017,0.438,0.168
"EL65",2018,0.446,0.144
"EL65",2019,0.454,0.12
"ES11",2009,0.476,0.124
"ES11",2010,0.455,0.153
"ES11",2011,0.449,0.173
"ES11",2012,0.434,0.205
"ES11",2013,0.419,0.22
"ES11",2014,0.417,0.217
"ES11",2015,0.427,0.193
"ES11",2016,0.439,0.172
"ES11",2017,0.446,0.157
"ES11",2018,0.457,0.133
"ES11",2019,0.464,0.118
"ES12",2009,0.446,0.134
"ES12",2010,0.433,0.159
"ES12",2011,0.423,0.178
"ES12",2012,0.405,0.218
"ES12",2013,0.395,0.241
"ES12",2014,0.406,0.211
"ES12",2015,0.407,0.191
"ES12",2016,0.422,0.176
"ES12",2017,0.435,0.137
"ES12",2018,0.435,0.136
"ES12",2019,0.431,0.142
"ES13",2009,0.496,0.12
"ES13",2010,0.479,0.137
"ES13",2011,0.475,0.153
"ES13",2012,0.463,0.178
"ES13",2013,0.442,0.204
"ES13",2014,0.449,0.194
"ES13",2015,0.457,0.176
"ES13",2016,0.473,0.149
"ES13",2017,0.478,0.136
"ES13",2018,0.484,0.107
"ES13",2019,0.488,0.103
"ES21",2009,0.509,0.113
"ES21",2010,0.515,0.107
"ES21",2011,0.513,0.124
"ES21",2012,0.486,0.156
"ES21",2013,0.475,0.166
"ES21",2014,0.472,0.163
"ES21",2015,0.479,0.148
"ES21",2016,0.492,0.126
"ES21",2017,0.492,0.113
"ES21",2018,0.501,0.1
"ES21",2019,0.504,0.092
"ES22",2009,0.539,0.108
"ES22",2010,0.53,0.119
"ES22",2011,0.525,0.13
"ES22",2012,0.502,0.162
"ES22",2013,0.487,0.179
"ES22",2014,0.498,0.157
"ES22",2015,0.501,0.138
"ES22",2016,0.506,0.125
"ES22",2017,0.524,0.102
"ES22",2018,0.525,0.1
"ES22",2019,0.532,0.082
"ES23",2009,0.522,0.126
"ES23",2010,0.508,0.141
"ES23",2011,0.497,0.172
"ES23",2012,0.471,0.206
"ES23",2013,0.469,0.2
"ES23",2014,0.489,0.182
"ES23",2015,0.498,0.154
"ES23",2016,0.506,0.135
"ES23",2017,0.513,0.12
"ES23",2018,0.523,0.104
"ES23",2019,0.528,0.1
"ES24",2009,0.513,0.131
"ES24",2010,0.494,0.15
"ES24",2011,0.485,0.171
"ES24",2012,0.484,0.187
"ES24",2013,0.46,0.214
"ES24",2014,0.465,0.202
"ES24",2015,0.485,0.163
"ES24",2016,0.5,0.147
"ES24",2017,0.511,0.116
"ES24",2018,0.518,0.106
"ES24",2019,0.526,0.1
"ES30",2009,0.56,0.139
"ES30",2010,0.55,0.158
"ES30",2011,0.54,0.163
"ES30",2012,0.527,0.185
"ES30",2013,0.512,0.198
"ES30",2014,0.513,0.187
"ES30",2015,0.53,0.171
"ES30",2016,0.529,0.157
"ES30",2017,0.538,0.133
"ES30",2018,0.545,0.122
"ES30",2019,0.555,0.106
"ES41",2009,0.465,0.14
"ES41",2010,0.46,0.158
"ES41",2011,0.455,0.169
"ES41",2012,0.441,0.198
"ES41",2013,0.426,0.217
"ES41",2014,0.432,0.208
"ES41",2015,0.443,0.183
"ES41",2016,0.459,0.158
"ES41",2017,0.466,0.141
"ES41",2018,0.475,0.121
"ES41",2019,0.48,0.116
"ES42",2009,0.466,0.189
"ES42",2010,0.453,0.212
"ES42",2011,0.45,0.231
"ES42",2012,0.418,0.286
"ES42",2013,0.412,0.3
"ES42",2014,0.415,0.29
"ES42",2015,0.426,0.263
"ES42",2016,0.441,0.235
"ES42",2017,0.46,0.208
"ES42",2018,0.474,0.182
"ES42",2019,0.483,0.162
"ES43",2009,0.42,0.206
"ES43",2010,0.413,0.23
"ES43",2011,0.402,0.251
"ES43",2012,0.364,0.331
"ES43",2013,0.366,0.339
"ES43",2014,0.383,0.298
"ES43",2015,0.387,0.291
"ES43",2016,0.394,0.275
"ES43",2017,0.399,0.262
"ES43",2018,0.417,0.236
"ES43",2019,0.431,0.215
"ES51",2009,0.526,0.162
"ES51",2010,0.52,0.177
"ES51",2011,0.512,0.192
"ES51",2012,0.486,0.225
"ES51",2013,0.48,0.231
"ES51",2014,0.493,0.203
"ES51",2015,0.501,0.186
"ES51",2016,0.517,0.157
"ES51",2017,0.528,0.134
"ES51",2018,0.535,0.115
"ES51",2019,0.541,0.11
"ES52",2009,0.477,0.208
"ES52",2010,0.459,0.229
"ES52",2011,0.449,0.24
"ES52",2012,0.429,0.272
"ES52",2013,0.425,0.28
"ES52",2014,0.433,0.258
"ES52",2015,0.451,0.228
"ES52",2016,0.466,0.206
"ES52",2017,0.478,0.182
"ES52",2018,0.488,0.156
"ES52",2019,0.494,0.141
"ES53",2009,0.535,0.179
"ES53",2010,0.524,0.201
"ES53",2011,0.507,0.219
"ES53",2012,0.509,0.232
"ES53",2013,0.509,0.223
"ES53",2014,0.512,0.2
"ES53",2015,0.536,0.173
"ES53",2016,0.554,0.139
"ES53",2017,0.556,0.124
"ES53",2018,0.563,0.115
"ES53",2019,0.561,0.117
"ES61",2009,0.429,0.252
"ES61",2010,0.418,0.278
"ES61",2011,0.405,0.301
"ES61",2012,0.383,0.344
"ES61",2013,0.37,0.362
"ES61",2014,0.379,0.348
"ES61",2015,0.397,0.315
"ES61",2016,0.406,0.289
"ES61",2017,0.421,0.255
"ES61",2018,0.432,0.23
"ES61",2019,0.441,0.212
"ES62",2009,0.482,0.203
"ES62",2010,0.473,0.229
"ES62",2011,0.456,0.25
"ES62",2012,0.441,0.276
"ES62",2013,0.43,0.29
"ES62",2014,0.443,0.266
"ES62",2015,0.442,0.246
"ES62",2016,0.467,0.198
"ES62",2017,0.481,0.18
"ES62",2018,0.487,0.168
"ES62",2019,0.498,0.147
"FI19",2009,0.538,0.09
"FI19",2010,0.532,0.09
"FI19",2011,0.535,0.083
"FI19",2012,0.536,0.082
"FI19",2013,0.524,0.085
"FI19",2014,0.527,0.087
"FI19",2015,0.52,0.098
"FI19",2016,0.517,0.094
"FI19",2017,0.52,0.093
"FI19",2018,0.539,0.074
"FI19",2019,0.544,0.064
"FI1B",2009,0.632,0.062
"FI1B",2010,0.624,0.064
"FI1B",2011,0.624,0.058
"FI1B",2012,0.62,0.063
"FI1B",2013,0.615,0.067
"FI1B",2014,0.605,0.073
"FI1B",2015,0.6,0.08
"FI1B",2016,0.601,0.074
"FI1B",2017,0.601,0.077
"FI1B",2018,0.611,0.069
"FI1B",2019,0.614,0.064
"FI1C",2009,0.537,0.081
"FI1C",2010,0.526,0.091
"FI1C",2011,0.53,0.085
"FI1C",2012,0.53,0.075
"FI1C",2013,0.513,0.084
"FI1C",2014,0.505,0.094
"FI1C",2015,0.502,0.1
"FI1C",2016,0.504,0.091
"FI1C",2017,0.51,0.085
"FI1C",2018,0.522,0.074
"FI1C",2019,0.524,0.063
"FI1D",2009,0.5,0.105
"FI1D",2010,0.501,0.101
"FI1D",2011,0.506,0.094
"FI1D",2012,0.505,0.095
"FI1D",2013,0.504,0.099
"FI1D",2014,0.499,0.1
"FI1D",2015,0.496,0.104
"FI1D",2016,0.497,0.102
"FI1D",2017,0.502,0.096
"FI1D",2018,0.513,0.081
"FI1D",2019,0.517,0.078
"FI20",2009,0.555,NA
"FI20",2010,0.548,NA
"FI20",2011,0.544,NA
"FI20",2012,0.563,NA
"FI20",2013,0.531,NA
"FI20",2014,0.571,NA
"FI20",2015,0.564,NA
"FI20",2016,0.58,NA
"FI20",2017,0.559,NA
"FI20",2018,0.537,NA
"FI20",2019,0.526,NA
"FR10",2009,0.569,0.081
"FR10",2010,0.558,0.085
"FR10",2011,0.559,0.082
"FR10",2012,0.564,0.081
"FR10",2013,0.562,0.09
"FR10",2014,0.556,0.097
"FR10",2015,0.554,0.096
"FR10",2016,0.556,0.092
"FR10",2017,0.561,0.087
"FR10",2018,0.564,0.087
"FR10",2019,0.567,0.079
"FRB0",2009,0.522,0.067
"FRB0",2010,0.526,0.07
"FRB0",2011,0.506,0.083
"FRB0",2012,0.499,0.108
"FRB0",2013,0.491,0.106
"FRB0",2014,0.488,0.095
"FRB0",2015,0.479,0.107
"FRB0",2016,0.482,0.099
"FRB0",2017,0.494,0.085
"FRB0",2018,0.495,0.083
"FRB0",2019,0.496,0.082
"FRC1",2009,0.507,0.079
"FRC1",2010,0.495,0.089
"FRC1",2011,0.497,0.088
"FRC1",2012,0.492,0.088
"FRC1",2013,0.481,0.106
"FRC1",2014,0.477,0.107
"FRC1",2015,0.485,0.088
"FRC1",2016,0.476,0.096
"FRC1",2017,0.476,0.107
"FRC1",2018,0.494,0.089
"FRC1",2019,0.495,0.075
"FRC2",2009,0.51,0.089
"FRC2",2010,0.513,0.082
"FRC2",2011,0.508,0.079
"FRC2",2012,0.521,0.09
"FRC2",2013,0.502,0.095
"FRC2",2014,0.491,0.099
"FRC2",2015,0.507,0.093
"FRC2",2016,0.534,0.081
"FRC2",2017,0.529,0.069
"FRC2",2018,0.521,0.072
"FRC2",2019,0.492,0.082
"FRD1",2009,0.525,0.069
"FRD1",2010,0.487,0.082
"FRD1",2011,0.479,0.092
"FRD1",2012,0.502,0.088
"FRD1",2013,0.491,0.091
"FRD1",2014,0.499,0.082
"FRD1",2015,0.5,0.082
"FRD1",2016,0.489,0.086
"FRD1",2017,0.477,0.081
"FRD1",2018,0.502,0.08
"FRD1",2019,0.482,0.082
"FRD2",2009,0.507,0.1
"FRD2",2010,0.497,0.097
"FRD2",2011,0.515,0.089
"FRD2",2012,0.5,0.109
"FRD2",2013,0.49,0.116
"FRD2",2014,0.488,0.119
"FRD2",2015,0.498,0.106
"FRD2",2016,0.489,0.115
"FRD2",2017,0.485,0.113
"FRD2",2018,0.486,0.093
"FRD2",2019,0.486,0.099
"FRE1",2009,0.466,0.131
"FRE1",2010,0.474,0.125
"FRE1",2011,0.476,0.123
"FRE1",2012,0.477,0.131
"FRE1",2013,0.469,0.147
"FRE1",2014,0.467,0.138
"FRE1",2015,0.461,0.138
"FRE1",2016,0.462,0.133
"FRE1",2017,0.462,0.129
"FRE1",2018,0.458,0.122
"FRE1",2019,0.46,0.112
"FRE2",2009,0.511,0.103
"FRE2",2010,0.501,0.114
"FRE2",2011,0.523,0.09
"FRE2",2012,0.501,0.106
"FRE2",2013,0.481,0.115
"FRE2",2014,0.487,0.116
"FRE2",2015,0.495,0.108
"FRE2",2016,0.485,0.115
"FRE2",2017,0.506,0.1
"FRE2",2018,0.494,0.092
"FRE2",2019,0.488,0.09
"FRF1",2009,0.544,0.082
"FRF1",2010,0.549,0.081
"FRF1",2011,0.56,0.074
"FRF1",2012,0.538,0.085
"FRF1",2013,0.539,0.097
"FRF1",2014,0.529,0.101
"FRF1",2015,0.536,0.091
"FRF1",2016,0.52,0.109
"FRF1",2017,0.513,0.09
"FRF1",2018,0.546,0.08
"FRF1",2019,0.552,0.073
"FRF2",2009,0.515,0.092
"FRF2",2010,0.511,0.092
"FRF2",2011,0.486,0.103
"FRF2",2012,0.486,0.107
"FRF2",2013,0.473,0.105
"FRF2",2014,0.479,0.114
"FRF2",2015,0.468,0.13
"FRF2",2016,0.467,0.113
"FRF2",2017,0.483,0.096
"FRF2",2018,0.47,0.088
"FRF2",2019,0.469,0.091
"FRF3",2009,0.497,0.112
"FRF3",2010,0.515,0.094
"FRF3",2011,0.504,0.101
"FRF3",2012,0.49,0.117
"FRF3",2013,0.48,0.121
"FRF3",2014,0.487,0.118
"FRF3",2015,0.48,0.122
"FRF3",2016,0.478,0.117
"FRF3",2017,0.489,0.11
"FRF3",2018,0.487,0.098
"FRF3",2019,0.494,0.081
"FRG0",2009,0.53,0.076
"FRG0",2010,0.534,0.085
"FRG0",2011,0.522,0.085
"FRG0",2012,0.533,0.084
"FRG0",2013,0.525,0.088
"FRG0",2014,0.527,0.086
"FRG0",2015,0.527,0.091
"FRG0",2016,0.525,0.089
"FRG0",2017,0.527,0.071
"FRG0",2018,0.513,0.078
"FRG0",2019,0.513,0.076
"FRH0",2009,0.522,0.056
"FRH0",2010,0.508,0.068
"FRH0",2011,0.506,0.071
"FRH0",2012,0.508,0.08
"FRH0",2013,0.517,0.08
"FRH0",2014,0.514,0.074
"FRH0",2015,0.515,0.078
"FRH0",2016,0.504,0.086
"FRH0",2017,0.501,0.073
"FRH0",2018,0.503,0.068
"FRH0",2019,0.502,0.069
"FRI1",2009,0.503,0.083
"FRI1",2010,0.507,0.081
"FRI1",2011,0.493,0.09
"FRI1",2012,0.492,0.094
"FRI1",2013,0.498,0.089
"FRI1",2014,0.494,0.091
"FRI1",2015,0.501,0.097
"FRI1",2016,0.493,0.1
"FRI1",2017,0.49,0.101
"FRI1",2018,0.496,0.093
"FRI1",2019,0.499,0.091
"FRI2",2009,0.512,0.062
"FRI2",2010,0.489,0.07
"FRI2",2011,0.489,0.075
"FRI2",2012,0.475,0.067
"FRI2",2013,0.48,0.069
"FRI2",2014,0.48,0.093
"FRI2",2015,0.497,0.089
"FRI2",2016,0.521,0.071
"FRI2",2017,0.503,0.063
"FRI2",2018,0.478,0.07
"FRI2",2019,0.463,0.07
"FRI3",2009,0.499,0.084
"FRI3",2010,0.497,0.077
"FRI3",2011,0.495,0.081
"FRI3",2012,0.499,0.083
"FRI3",2013,0.494,0.099
"FRI3",2014,0.477,0.109
"FRI3",2015,0.48,0.098
"FRI3",2016,0.475,0.09
"FRI3",2017,0.473,0.091
"FRI3",2018,0.479,0.087
"FRI3",2019,0.489,0.081
"FRJ1",2009,0.435,0.133
"FRJ1",2010,0.434,0.137
"FRJ1",2011,0.445,0.119
"FRJ1",2012,0.423,0.15
"FRJ1",2013,0.433,0.129
"FRJ1",2014,0.444,0.123
"FRJ1",2015,0.438,0.13
"FRJ1",2016,0.441,0.119
"FRJ1",2017,0.444,0.123
"FRJ1",2018,0.441,0.117
"FRJ1",2019,0.441,0.103
"FRJ2",2009,0.518,0.087
"FRJ2",2010,0.532,0.078
"FRJ2",2011,0.523,0.081
"FRJ2",2012,0.515,0.083
"FRJ2",2013,0.521,0.086
"FRJ2",2014,0.509,0.091
"FRJ2",2015,0.503,0.086
"FRJ2",2016,0.506,0.085
"FRJ2",2017,0.507,0.072
"FRJ2",2018,0.516,0.077
"FRJ2",2019,0.514,0.067
"FRK1",2009,0.509,0.074
"FRK1",2010,0.513,0.07
"FRK1",2011,0.504,0.084
"FRK1",2012,0.496,0.1
"FRK1",2013,0.5,0.089
"FRK1",2014,0.485,0.073
"FRK1",2015,0.481,0.086
"FRK1",2016,0.509,0.072
"FRK1",2017,0.484,0.084
"FRK1",2018,0.503,0.077
"FRK1",2019,0.499,0.056
"FRK2",2009,0.526,0.084
"FRK2",2010,0.534,0.081
"FRK2",2011,0.531,0.077
"FRK2",2012,0.536,0.08
"FRK2",2013,0.533,0.084
"FRK2",2014,0.528,0.088
"FRK2",2015,0.529,0.091
"FRK2",2016,0.536,0.081
"FRK2",2017,0.541,0.072
"FRK2",2018,0.543,0.073
"FRK2",2019,0.543,0.07
"FRL0",2009,0.48,0.092
"FRL0",2010,0.481,0.097
"FRL0",2011,0.482,0.097
"FRL0",2012,0.48,0.096
"FRL0",2013,0.475,0.109
"FRL0",2014,0.484,0.1
"FRL0",2015,0.468,0.11
"FRL0",2016,0.473,0.105
"FRL0",2017,0.47,0.103
"FRL0",2018,0.475,0.093
"FRL0",2019,0.472,0.088
"FRM0",2009,0.402,NA
"FRM0",2010,0.416,0.06
"FRM0",2011,0.427,NA
"FRM0",2012,0.435,0.079
"FRM0",2013,0.416,0.123
"FRM0",2014,0.405,0.098
"FRM0",2015,0.357,0.119
"FRM0",2016,0.337,0.083
"FRM0",2017,0.427,0.098
"FRM0",2018,0.419,0.05
"FRM0",2019,0.454,0.063
"HR02",2009,NA,NA
"HR02",2010,NA,NA
"HR02",2011,NA,NA
"HR02",2012,NA,NA
"HR02",2013,NA,NA
"HR02",2014,NA,NA
"HR02",2015,NA,NA
"HR02",2016,0.401,0.172
"HR02",2017,0.399,0.161
"HR02",2018,0.421,0.121
"HR02",2019,0.427,0.096
"HR03",2009,0.459,0.096
"HR03",2010,0.448,0.111
"HR03",2011,0.426,0.133
"HR03",2012,0.418,0.148
"HR03",2013,0.406,0.15
"HR03",2014,0.426,0.172
"HR03",2015,0.428,0.168
"HR03",2016,0.426,0.142
"HR03",2017,0.448,0.109
"HR03",2018,0.441,0.094
"HR03",2019,0.452,0.064
"HR04",2009,0.494,0.09
"HR04",2010,0.473,0.119
"HR04",2011,0.458,0.139
"HR04",2012,0.439,0.165
"HR04",2013,0.428,0.183
"HR04",2014,0.437,0.173
"HR04",2015,0.449,0.159
"HR04",2016,0.463333333333333,0.122
"HR04",2017,0.471666666666667,0.110666666666667
"HR04",2018,0.490666666666667,0.0773333333333333
"HR04",2019,0.498,0.066
"HR05",2009,NA,NA
"HR05",2010,NA,NA
"HR05",2011,NA,NA
"HR05",2012,NA,NA
"HR05",2013,NA,NA
"HR05",2014,NA,NA
"HR05",2015,NA,NA
"HR05",2016,0.493,0.096
"HR05",2017,0.518,0.08
"HR05",2018,0.542,0.053
"HR05",2019,0.545,0.054
"HR06",2009,NA,NA
"HR06",2010,NA,NA
"HR06",2011,NA,NA
"HR06",2012,NA,NA
"HR06",2013,NA,NA
"HR06",2014,NA,NA
"HR06",2015,NA,NA
"HR06",2016,0.496,0.098
"HR06",2017,0.498,0.091
"HR06",2018,0.509,0.058
"HR06",2019,0.522,0.048
"HU10",2009,0.498,0.065
"HU10",2010,0.487,0.089
"HU10",2011,0.49,0.09
"HU10",2012,0.501,0.095
"HU10",2013,0.505,0.088
"HU10",2014,0.5275,0.0625
"HU10",2015,0.538,0.054
"HU10",2016,0.562,0.037
"HU10",2017,0.568,0.0275
"HU10",2018,0.57,0.0265
"HU10",2019,0.579,0.0245
"HU11",2009,NA,NA
"HU11",2010,NA,NA
"HU11",2011,NA,NA
"HU11",2012,NA,NA
"HU11",2013,0.51,0.085
"HU11",2014,0.532,0.06
"HU11",2015,0.545,0.051
"HU11",2016,0.571,0.043
"HU11",2017,0.577,0.029
"HU11",2018,0.57,0.031
"HU11",2019,0.578,0.025
"HU12",2009,NA,NA
"HU12",2010,NA,NA
"HU12",2011,NA,NA
"HU12",2012,NA,NA
"HU12",2013,0.5,0.091
"HU12",2014,0.523,0.065
"HU12",2015,0.531,0.057
"HU12",2016,0.553,0.031
"HU12",2017,0.559,0.026
"HU12",2018,0.57,0.022
"HU12",2019,0.58,0.024
"HU21",2009,0.47,0.092
"HU21",2010,0.468,0.1
"HU21",2011,0.484,0.095
"HU21",2012,0.484,0.099
"HU21",2013,0.491,0.087
"HU21",2014,0.518,0.056
"HU21",2015,0.544,0.044
"HU21",2016,0.545,0.03
"HU21",2017,0.56,0.022
"HU21",2018,0.561,0.022
"HU21",2019,0.565,0.02
"HU22",2009,0.482,0.087
"HU22",2010,0.476,0.093
"HU22",2011,0.488,0.073
"HU22",2012,0.496,0.075
"HU22",2013,0.499,0.077
"HU22",2014,0.529,0.046
"HU22",2015,0.538,0.038
"HU22",2016,0.547,0.027
"HU22",2017,0.563,0.024
"HU22",2018,0.576,0.02
"HU22",2019,0.581,0.018
"HU23",2009,0.419,0.112
"HU23",2010,0.425,0.124
"HU23",2011,0.413,0.129
"HU23",2012,0.417,0.121
"HU23",2013,0.438,0.093
"HU23",2014,0.465,0.078
"HU23",2015,0.474,0.081
"HU23",2016,0.488,0.062
"HU23",2017,0.49,0.063
"HU23",2018,0.501,0.056
"HU23",2019,0.504,0.048
"HU31",2009,0.391,0.153
"HU31",2010,0.39,0.162
"HU31",2011,0.39,0.164
"HU31",2012,0.396,0.161
"HU31",2013,0.414,0.126
"HU31",2014,0.444,0.104
"HU31",2015,0.468,0.087
"HU31",2016,0.486,0.063
"HU31",2017,0.5,0.058
"HU31",2018,0.515,0.047
"HU31",2019,0.515,0.045
"HU32",2009,0.398,0.141
"HU32",2010,0.405,0.144
"HU32",2011,0.413,0.146
"HU32",2012,0.427,0.139
"HU32",2013,0.438,0.142
"HU32",2014,0.47,0.118
"HU32",2015,0.481,0.109
"HU32",2016,0.502,0.093
"HU32",2017,0.519,0.074
"HU32",2018,0.529,0.066
"HU32",2019,0.533,0.063
"HU33",2009,0.427,0.106
"HU33",2010,0.436,0.104
"HU33",2011,0.434,0.105
"HU33",2012,0.444,0.103
"HU33",2013,0.45,0.11
"HU33",2014,0.473,0.09
"HU33",2015,0.49,0.079
"HU33",2016,0.516,0.056
"HU33",2017,0.526,0.041
"HU33",2018,0.535,0.033
"HU33",2019,0.538,0.035
"IE01",2009,0.534,0.134
"IE01",2010,0.508,0.146
"IE01",2011,0.497,0.161
"IE01",2012,NA,NA
"IE01",2013,NA,NA
"IE01",2014,NA,NA
"IE01",2015,NA,NA
"IE01",2016,NA,NA
"IE01",2017,NA,NA
"IE01",2018,NA,NA
"IE01",2019,NA,NA
"IE02",2009,0.57,0.123
"IE02",2010,0.545,0.145
"IE02",2011,0.535,0.151
"IE02",2012,NA,NA
"IE02",2013,NA,NA
"IE02",2014,NA,NA
"IE02",2015,NA,NA
"IE02",2016,NA,NA
"IE02",2017,NA,NA
"IE02",2018,NA,NA
"IE02",2019,NA,NA
"IE04",2009,NA,NA
"IE04",2010,NA,NA
"IE04",2011,NA,NA
"IE04",2012,0.499,0.157
"IE04",2013,0.525,0.131
"IE04",2014,0.532,0.115
"IE04",2015,0.545,0.1
"IE04",2016,0.555,0.085
"IE04",2017,0.565,0.062
"IE04",2018,0.566,0.056
"IE04",2019,0.576,0.047
"IE05",2009,NA,NA
"IE05",2010,NA,NA
"IE05",2011,NA,NA
"IE05",2012,0.515,0.166
"IE05",2013,0.528,0.143
"IE05",2014,0.531,0.126
"IE05",2015,0.546,0.106
"IE05",2016,0.562,0.086
"IE05",2017,0.567,0.07
"IE05",2018,0.566,0.061
"IE05",2019,0.567,0.055
"IE06",2009,NA,NA
"IE06",2010,NA,NA
"IE06",2011,NA,NA
"IE06",2012,0.534,0.146
"IE06",2013,0.543,0.136
"IE06",2014,0.558,0.115
"IE06",2015,0.569,0.094
