"NUTS","Name","Year","GDP_EUR","GDP_EUR_to_keep","GDP_capita","GDP_growth","Population_abs","Pop_growth"
"DEC0","Saarland","2013",31715700000,30137627444.1812,30365.0617567391,-0.0207171430129457,992510,-0.00357404600078308
"DEC0","Saarland","2014",33254400000,31072555513.8158,31390.2245866326,0.0337612627995367,989880,-0.0026498473567017
"DEC0","Saarland","2015",34038700000,31166130725.5646,31407.3390897741,0.000545217607292675,992320,0.00246494524588839
"DEC0","Saarland","2016",3.4264e+10,31010294120.4801,31130.7702011586,-0.00880586820249178,996130,0.00383948726217349
"DEC0","Saarland","2017",3.5347e+10,31602418283.2778,31747.8233140562,0.0198213249755909,995420,-0.000712758374910905
"DEC0","Saarland","2018",35862200000,31415450981.5254,31657.6318652949,-0.00284087031318941,992350,-0.00308412529384581
"DEC0","Saarland","2019",35860900000,30792104561.1872,31144.0321241906,-0.0162235679310984,988700,-0.0036781377538167
"DED2","Dresden","2000",29752300000,32869722782.666,19125.5042715146,NA,1718633,NA
"DED2","Dresden","2001",31021300000,33695599774.9799,19736.2724353581,0.0319347482384129,1707293,-0.00659826734387155
"DED2","Dresden","2002",32383900000,34686652165.7565,20452.2887168748,0.0362792054001989,1695979,-0.00662686486736606
"DED2","Dresden","2003",33351900000,35429941458.839,21040.219642226,0.0287464612635835,1683915,-0.00711329562453309
"DED2","Dresden","2004",34498600000,36338406150.3843,21734.9264307965,0.0330180388029899,1671890,-0.00714109678932725
"DED2","Dresden","2005",34342300000,36090643052.6901,21742.582443036,0.000352244681569197,1659906,-0.00716793568954895
"DED2","Dresden","2006",35566900000,37164283142.6982,22551.6900547939,0.0372130409935303,1647960,-0.00719679307141489
"DED2","Dresden","2007",37245200000,38237832476.9928,23371.9582196409,0.0363728023422619,1636056,-0.0072234762979684
"DED2","Dresden","2008",37320400000,37824984736.5493,23288.5364551473,-0.00356931001286198,1624189,-0.00725341919836485
"DED2","Dresden","2009",36379700000,36379700000,22562.9852353256,-0.0311548654514703,1612362,-0.00728178801851262
"DED2","Dresden","2010",37722400000,37329458541.161,23323.4043674448,0.0337020622133249,1600515,-0.00734760556252256
"DED2","Dresden","2011",39168500000,38237832476.9928,24001.5519521152,0.0290758404727969,1593140,-0.00460789183481567
"DED2","Dresden","2012",39808100000,38320420176.2242,24077.8753494924,0.00317993592787265,1591520,-0.00101685978633391
"DED2","Dresden","2013",41235200000,38692064822.7654,24317.3498223058,0.00994583074035332,1591130,-0.000245048758419624
"DED2","Dresden","2014",43143700000,39806998762.3892,25006.752371385,0.0283502336445729,1591850,0.000452508594520875
"DED2","Dresden","2015",45499700000,41293577348.5542,25844.6683785764,0.0335075900599636,1597760,0.00371266136884757
"DED2","Dresden","2016",46681600000,41789103543.9426,26094.3785944966,0.00966196246987729,1601460,0.0023157420388544
"DED2","Dresden","2017",4.8432e+10,42656274385.8721,26670.8398271009,0.0220913952986748,1599360,-0.001311303435615
"DED2","Dresden","2018",50105700000,43234388280.4919,27048.7104401878,0.0141679308014504,1598390,-0.000606492597038816
"DED2","Dresden","2019",52167200000,43812502175.1116,27427.7267620175,0.0140123619818326,1597380,-0.000631885835121591
"DED4","Chemnitz","2000",27361600000,29915904664.8482,17345.7309657005,NA,1724684,NA
"DED4","Chemnitz","2001",27945300000,30088473994.5447,17680.7351860037,0.0193133527186362,1701766,-0.0132882313513664
"DED4","Chemnitz","2002",28644200000,30467962515.2342,18142.0740958481,0.0260927447298482,1679409,-0.0131375288964523
"DED4","Chemnitz","2003",29025800000,30640531844.9306,18473.498071549,0.0182682516866541,1658621,-0.0123781639850686
"DED4","Chemnitz","2004",29737100000,31158148720.3296,19023.0559707492,0.0297484481321144,1637915,-0.0124838646080087
"DED4","Chemnitz","2005",29654300000,31054552454.2975,19201.5386520687,0.00938244000301519,1617295,-0.0125891758729849
"DED4","Chemnitz","2006",31306100000,32641844055.4814,20442.5614983109,0.0646314271334947,1596759,-0.0126977453092973
"DED4","Chemnitz","2007",32644400000,33469976387.9055,21233.1854481877,0.0386753856625131,1576305,-0.0128096976437897
"DED4","Chemnitz","2008",32902700000,33400912210.5508,21466.7510384744,0.0110000259196455,1555937,-0.0129213572246488
"DED4","Chemnitz","2009",31399600000,31399600000,20447.0671434237,-0.0475006158697781,1535653,-0.0130365175453762
"DED4","Chemnitz","2010",33038600000,32745349207.8231,21608.4722572632,0.0568005722137545,1515394,-0.013192433446879
"DED4","Chemnitz","2011",34551600000,33883996997.2724,22614.20695917,0.0465435357915569,1498350,-0.0112472399917117
"DED4","Chemnitz","2012",34866200000,33676986692.5889,22665.4372926842,0.00226540482302494,1485830,-0.00835585811058831
"DED4","Chemnitz","2013",3.5201e+10,33159369817.1899,22487.179363206,-0.00786474697912425,1474590,-0.00756479543420176
"DED4","Chemnitz","2014",36883200000,34160071479.3105,23299.0065745284,0.0361017804060703,1466160,-0.00571684332594145
"DED4","Chemnitz","2015",37870400000,34505119025.0131,23561.3453410173,0.0112596545972797,1464480,-0.00114585038467834
"DED4","Chemnitz","2016",39060200000,35091708964.0764,24037.3927748009,0.0202045947246848,1459880,-0.00314104665137114
"DED4","Chemnitz","2017",40353800000,35678298903.1397,24613.3620110653,0.0239613855654164,1449550,-0.00707592404855194
"DED4","Chemnitz","2018",41096600000,35643766814.4623,24740.5891680866,0.0051690279842339,1440700,-0.00610534303749439
"DED4","Chemnitz","2019",42316100000,35816336144.1588,25021.7171489362,0.0113630269246899,1431410,-0.00644825432081627
"DED5","Leipzig","2000",18495500000,20422924301.8626,20436.8417911224,NA,999319,NA
"DED5","Leipzig","2001",19075300000,20726102309.3985,20782.5268698502,0.016914799373646,997285,-0.00203538609793269
"DED5","Leipzig","2002",19646600000,21056825370.5673,21191.390701522,0.0196734417442275,993650,-0.00364489589234772
"DED5","Leipzig","2003",19961500000,21111915477.8332,21315.6074223613,0.00586165969892381,990444,-0.00322648820007045
"DED5","Leipzig","2004",20367800000,21277277008.4176,21552.2841542255,0.0111034476838768,987240,-0.00323491282697457
"DED5","Leipzig","2005",20384100000,21222186901.1517,21566.3645124052,0.000653311643394939,984041,-0.00324034682549329
"DED5","Leipzig","2006",21813200000,22517534092.1941,22957.2808060336,0.0644947039093381,980845,-0.00324783215333507
"DED5","Leipzig","2007",22767300000,23206616476.9515,23737.0687523605,0.0339669124107196,977653,-0.003254336821822
"DED5","Leipzig","2008",23353700000,23537339538.1203,24154.1148610984,0.0175694022328048,974465,-0.00326087067701935
"DED5","Leipzig","2009",23068800000,23068800000,23750.9021591074,-0.0166933337988068,971281,-0.00326743392528208
"DED5","Leipzig","2010",24057100000,23785427438.3903,24570.1488524396,0.0344932873641604,968062,-0.00331417993351049
"DED5","Leipzig","2011",25683100000,25080774629.4327,25890.3663863333,0.0537325818342641,968730,0.000690038447950648
"DED5","Leipzig","2012",26655600000,25742220751.7703,26406.3402080015,0.0199291819192095,974850,0.00631754978167291
"DED5","Leipzig","2013",27702500000,26100488866.572,26562.9498229903,0.00593075805867642,982590,0.00793968302815818
"DED5","Leipzig","2014",29300700000,27175384419.7641,27371.3633815762,0.0304338774109428,992840,0.0104316144068228
"DED5","Leipzig","2015",30217800000,27561288796.9856,27347.1605300355,-0.000884239897126746,1007830,0.0150981024132791
"DED5","Leipzig","2016",31495100000,28333006342.6418,27723.36944847,0.0137567817332014,1021990,0.0140499885893454
"DED5","Leipzig","2017",33058400000,29270085418.8824,28345.1821261075,0.0224291884431052,1032630,0.0104110607735888
"DED5","Leipzig","2018",33987600000,29490537056.7327,28341.5698163768,-0.000127439990143803,1040540,0.00766005248733816
"DED5","Leipzig","2019",35923600000,30400071079.3403,29058.7205392486,0.0253038461707747,1046160,0.00540104176677494
"DEE0","Sachsen-Anhalt","2000",4.247e+10,47380777491.3729,18001.4047899261,NA,2632060,NA
"DEE0","Sachsen-Anhalt","2001",43108200000,47017083537.2868,18134.5983613386,0.00739906540444042,2592673,-0.0149643245214775
"DEE0","Sachsen-Anhalt","2002",44510700000,48108074883.3794,18832.0288372839,0.0384585565143904,2554588,-0.0146894729879163
"DEE0","Sachsen-Anhalt","2003",44755900000,47952296562.0797,18999.360733661,0.00888549490991807,2523890,-0.0120168105385291
"DEE0","Sachsen-Anhalt","2004",45627700000,48471768837.4655,19440.7075395129,0.0232295608277996,2493313,-0.0121150287849312
"DEE0","Sachsen-Anhalt","2005",45598700000,48160031162.5345,19554.4905106514,0.00585282047514429,2462863,-0.0122126664401942
"DEE0","Sachsen-Anhalt","2006",47698800000,49926454137.6442,20524.4461490577,0.0496027057252103,2432536,-0.0123137178154043
"DEE0","Sachsen-Anhalt","2007",49845600000,50965489204.5816,21215.0065871751,0.0336457526357737,2402332,-0.0124166713257276
"DEE0","Sachsen-Anhalt","2008",50591600000,51121358042.0471,21549.7437419289,0.0157783196238142,2372249,-0.0125224157193927
"DEE0","Sachsen-Anhalt","2009",48315900000,48315900000,20627.6072207875,-0.0427910666681035,2342293,-0.0126276794720959
"DEE0","Sachsen-Anhalt","2010",51119800000,50497973208.351,21838.2173800054,0.0586888312473744,2312367,-0.0127763691391299
"DEE0","Sachsen-Anhalt","2011",51982700000,50238191812.5752,21966.276272846,0.00586398104809749,2287060,-0.01094419700679
"DEE0","Sachsen-Anhalt","2012",54120100000,51537008275.2884,22722.8472998137,0.0344423887585776,2268070,-0.00830323646952857
"DEE0","Sachsen-Anhalt","2013",55049200000,51225270600.3574,22746.5677621481,0.00104390361037987,2252000,-0.00708531923617878
"DEE0","Sachsen-Anhalt","2014",56317900000,51744833391.909,23099.5470661356,0.0155179149522033,2240080,-0.00529307282415631
"DEE0","Sachsen-Anhalt","2015",57395900000,51952567992.3639,23187.727845484,0.00381742460559823,2240520,0.000196421556372987
"DEE0","Sachsen-Anhalt","2016",58990800000,52731912179.6913,23531.892604074,0.0148425391605151,2240870,0.000156213736096977
"DEE0","Sachsen-Anhalt","2017",60908500000,53303340734.2323,23906.3810941674,0.0159140829169259,2229670,-0.00499805878966651
"DEE0","Sachsen-Anhalt","2018",6.2104e+10,53147471896.7668,23986.6552467457,0.0033578546356316,2215710,-0.00626101620419165
"DEE0","Sachsen-Anhalt","2019",64743600000,53978772363.2494,24518.5311999498,0.0221738273941408,2201550,-0.00639072802848748
"DEF0","Schleswig-Holstein","2000",63740400000,68644133795.8179,24660.8914159176,NA,2783522,NA
"DEF0","Schleswig-Holstein","2001",65653200000,69572721639.7204,24927.8552383964,0.0108253922364868,2790963,0.0026732319701443
"DEF0","Schleswig-Holstein","2002",64774300000,68257184168.4817,24441.3052068221,-0.0195183270650911,2792698,0.000621649230032788
"DEF0","Schleswig-Holstein","2003",65471800000,68025014392.0799,24349.0071556464,-0.00377631433324455,2793749,0.000376338580111419
"DEF0","Schleswig-Holstein","2004",66893500000,69185863274.0887,24755.5385820153,0.0166960165468025,2794763,0.000362953150050345
"DEF0","Schleswig-Holstein","2005",67269400000,69340551863.3187,24802.2708395429,0.00188774957865819,2795734,0.000347435542834938
"DEF0","Schleswig-Holstein","2006",69368300000,71275300000,25485.8470562406,0.027561033468269,2796662,0.000331934297039704
"DEF0","Schleswig-Holstein","2007",7.1052e+10,72126589180.1398,25782.0277864762,0.0116213806659815,2797553,0.000318594095389432
"DEF0","Schleswig-Holstein","2008",73297500000,73906557465.8866,26410.2435015256,0.0243664199050669,2798405,0.000304551870867147
"DEF0","Schleswig-Holstein","2009",71275300000,71275300000,25462.6211010023,-0.0358808657129006,2799213,0.000288735904917265
"DEF0","Schleswig-Holstein","2010",72934900000,72049199254.6725,25732.9964807986,0.0106185211146887,2799876,0.000236852286696296
"DEF0","Schleswig-Holstein","2011",75930100000,74138727242.2884,26466.7739691162,0.0285150425005942,2801200,0.000472878084600889
"DEF0","Schleswig-Holstein","2012",78768300000,76150865304.437,27153.9701058109,0.025964484281178,2804410,0.00114593745537627
"DEF0","Schleswig-Holstein","2013",80006900000,75531745900.699,26867.5774921918,-0.0105469886172486,2811260,0.00244258150555732
"DEF0","Schleswig-Holstein","2014",82868100000,76769984708.175,27190.3269102386,0.0120125983870583,2823430,0.00432901972780888
"DEF0","Schleswig-Holstein","2015",84799100000,77389104111.9131,27203.7064510381,0.000492069876306114,2844800,0.00756880815178701
"DEF0","Schleswig-Holstein","2016",87511500000,79168981135.9554,27581.8394177517,0.0139000531929078,2870330,0.00897426884139483
"DEF0","Schleswig-Holstein","2017",92619900000,81413288974.5058,28211.0036053272,0.0228108132328032,2885870,0.00541401162932485
"DEF0","Schleswig-Holstein","2018",9.5037e+10,81800238601.842,28272.5907370698,0.00218308900329045,2893270,0.00256421806942101
"DEF0","Schleswig-Holstein","2019",99650800000,83812376663.9906,28898.4279452703,0.0221358280894952,2900240,0.00240903890753369
"DEG0","Thüringen","2000",39524800000,43534137261.5507,17840.5799836285,NA,2440175,NA
"DEG0","Thüringen","2001",40561700000,43900916294.1738,18142.5913006536,0.0169283351383312,2419771,-0.0083616953702091
"DEG0","Thüringen","2002",41087300000,43953326319.9586,18342.3089028201,0.0110082181126646,2396281,-0.0097075301753761
"DEG0","Thüringen","2003",41893900000,44529563159.9793,18770.4628336466,0.023342422870257,2372321,-0.00999882734954707
"DEG0","Thüringen","2004",42829700000,45262938929.4837,19273.4963750566,0.0267992081957805,2348455,-0.0100601899995827
"DEG0","Thüringen","2005",42812900000,45105800000,19403.0396480887,0.00672131669891266,2324677,-0.0101249544913571
"DEG0","Thüringen","2006",44619200000,46729872764.2342,20308.5856329878,0.0466703156475923,2300991,-0.0101889423778013
"DEG0","Thüringen","2007",4.6548e+10,47777617540.5768,20979.0372787615,0.033013212140418,2277398,-0.0102534082054211
"DEG0","Thüringen","2008",47010900000,47620387463.2222,21128.06978472,0.00710387726463704,2253892,-0.0103214282264233
"DEG0","Thüringen","2009",45105800000,45105800000,20222.4451934604,-0.0428635744053895,2230482,-0.0103864781453592
"DEG0","Thüringen","2010",47828600000,47410838507.9537,21481.2895015639,0.0622498563383714,2207076,-0.0104936959814067
"DEG0","Thüringen","2011",50625400000,49558738086.4237,22645.3815160472,0.0541909746339246,2188470,-0.00843015827275545
"DEG0","Thüringen","2012",51362800000,49558738086.4238,22774.7367173507,0.0057122111725888,2176040,-0.00567976714325533
"DEG0","Thüringen","2013",53400900000,50187384952.2293,23174.1755179619,0.0175386791763389,2165660,-0.00477013290196871
"DEG0","Thüringen","2014",56196500000,51968596645.9472,24072.7978126594,0.0387768830869947,2158810,-0.00316300804373724
"DEG0","Thüringen","2015",57475500000,52387694556.4842,24211.5283912117,0.00576296031861012,2163750,0.00228829771957699
"DEG0","Thüringen","2016",59008100000,53016341422.2898,24494.366379273,0.0116819551203538,2164430,0.000314269208549971
"DEG0","Thüringen","2017",61180400000,54116496224.4172,25115.9092688984,0.0253749323416402,2154670,-0.0045092703390731
"DEG0","Thüringen","2018",6.2244e+10,53959357294.9336,25130.3371375169,0.000574451375185523,2147180,-0.00347617036483545
"DEG0","Thüringen","2019",63841800000,53959357294.9336,25235.1712583753,0.00417161617389865,2138260,-0.00415428608686743
"DK01","Hovedstaden","2000",65298700000,77723276055.4376,48158.3110203267,NA,1613912,NA
"DK01","Hovedstaden","2001",67803500000,79033789720.8182,48796.8324766574,0.0132588008757444,1619650,0.00355533635043299
"DK01","Hovedstaden","2002",68469200000,77824154582.0818,47947.4655073811,-0.0174061906514656,1623113,0.00213811625968573
"DK01","Hovedstaden","2003",70287200000,78630547768.5396,48363.9813363814,0.00868692066604001,1625808,0.00166038963399344
"DK01","Hovedstaden","2004",74539700000,81453241434.4899,50023.9770423894,0.0343229746629489,1628284,0.00152293505752217
"DK01","Hovedstaden","2005",79913700000,85485570239.1766,52411.6623917955,0.0477308181111412,1631041,0.00169319357065475
"DK01","Hovedstaden","2006",81354400000,87098538048.2911,53282.031265204,0.0166063970057306,1634670,0.0022249593970967
"DK01","Hovedstaden","2007",84035600000,88308173187.0274,53804.1910907942,0.00979992341116273,1641288,0.00404852355521298
"DK01","Hovedstaden","2008",87990800000,89517899043.8633,54120.267490418,0.00587456837870458,1654055,0.00777864701380867
"DK01","Hovedstaden","2009",85989600000,85989600000,51451.3734690617,-0.0493141321193353,1671279,0.0104131966591196
"DK01","Hovedstaden","2010",93399900000,89417111235.3185,52914.8247578122,0.0284433862514953,1689831,0.0111004805301808
"DK01","Hovedstaden","2011",93288500000,90626837092.1544,53091.2929655269,0.0033349483537434,1707000,0.0101601876163948
"DK01","Hovedstaden","2012",97256400000,92441380518.3584,53641.1369374167,0.0103565752720866,1723330,0.00956649091974224
"DK01","Hovedstaden","2013",100665900000,94558287370.1968,54320.803802868,0.0126706275119444,1740738,0.0101013735036238
"DK01","Hovedstaden","2014",105454600000,96776072748.6794,55024.9849887247,0.0129633793419601,1758766,0.010356526944319
"DK01","Hovedstaden","2015",111122800000,100808492271.466,56676.9697644087,0.0300224484572332,1778650,0.011305654077916
"DK01","Hovedstaden","2016",114206200000,104639154740.963,58188.1748378393,0.0266634768886242,1798289,0.0110415202541253
"DK01","Hovedstaden","2017",120180200000,108671483545.65,59874.095617438,0.0289735978881796,1815000,0.00929272213754296
"DK01","Hovedstaden","2018",123896100000,112300570398.058,61396.2241776654,0.0254221553500035,1829112,0.00777520661157025
"DK01","Hovedstaden","2019",126164600000,113812750398.628,61828.1090805037,0.00703438865537562,1840793,0.00638615896675545
"DK02","Sjælland","2000",18740700000,23974676223.0707,30411.8257275098,NA,788334,NA
"DK02","Sjælland","2001",19656600000,24358489887.8316,30750.272222213,0.0111287792365955,792139,0.00482663439608085
"DK02","Sjælland","2002",20564800000,24563147234.5645,30833.6666958283,0.00271199139352704,796634,0.00567450914549088
"DK02","Sjælland","2003",21022500000,24614334754.0011,30738.332797184,-0.00309187679768054,800770,0.00519184468651853
"DK02","Sjælland","2004",21885800000,25228399525.2132,31346.9085678452,0.0197985939795947,804813,0.00504889044294866
"DK02","Sjælland","2005",22577300000,25663400709.4107,31721.9428529534,0.0119639958848427,809011,0.00521611852691246
"DK02","Sjælland","2006",24028300000,26482122827.3556,32546.994962694,0.0260088769961247,813658,0.00574405045172439
"DK02","Sjælland","2007",24453900000,26200684201.4679,32039.0673224329,-0.0156059765530826,817773,0.00505740741195932
"DK02","Sjælland","2008",2.4257e+10,25126024486.34,30628.7935323646,-0.0440173172294814,820340,0.00313901290455909
"DK02","Sjælland","2009",23437300000,23437300000,28550.4239812208,-0.0678567227581995,820909,0.000693614842626228
"DK02","Sjælland","2010",24547400000,24179333569.8036,29481.0959391092,0.0325974829130571,820164,-0.000907530554543804
"DK02","Sjælland","2011",24744900000,24383990916.5364,29778.8820904534,0.010100918634751,818835,-0.00162040762579191
"DK02","Sjælland","2012",25470600000,24409584676.2547,29872.2297058799,0.00313469173029669,817133,-0.00207856283622464
"DK02","Sjælland","2013",25452300000,24230521089.2401,29674.519393639,-0.00661853213461225,816543,-0.000722036681911023
"DK02","Sjælland","2014",2.5983e+10,24588740994.2828,30037.4430514948,0.0122301444226121,818603,0.00252283100828738
"DK02","Sjælland","2015",27592300000,25586619430.2558,31051.7226095337,0.0337671737337998,824000,0.00659293943462216
"DK02","Sjælland","2016",27994800000,25484244391.3826,30703.9089052803,-0.0112011081841453,830000,0.00728155339805825
"DK02","Sjælland","2017",29174600000,26405341548.2008,31669.0931976804,0.031435225246977,833789,0.00456506024096386
"DK02","Sjælland","2018",29946300000,26942717771.2714,32232.6808942787,0.0177961425380987,835882,0.0025102274076535
"DK02","Sjælland","2019",31036500000,27684658610.0615,33076.0556870508,0.0261652077758709,837000,0.00133750936136919
"DK03","Syddanmark","2000",35098300000,42358841279.4438,36124.7252019013,NA,1172572,NA
"DK03","Syddanmark","2001",36215300000,42309864093.2665,35988.5476718087,-0.00376964888539851,1175648,0.00262329306857063
"DK03","Syddanmark","2002",37644800000,42652704396.508,36193.1039720011,0.00568392762213842,1178476,0.00240548191295354
"DK03","Syddanmark","2003",38299800000,42848613141.2174,36289.318772998,0.00265837384578362,1180750,0.00192961078545511
"DK03","Syddanmark","2004",39542900000,43534200635.1791,36804.0003137964,0.0141827280919184,1182866,0.00179208130425577
"DK03","Syddanmark","2005",40170800000,43583084708.8352,36773.1403868712,-0.000838493823008689,1185188,0.0019630287792531
"DK03","Syddanmark","2006",43497300000,46472366243.214,39113.3465442917,0.0636390075147329,1188146,0.00249580657245939
"DK03","Syddanmark","2007",45666600000,47745586858.7826,40047.0265658221,0.0238711361727427,1192238,0.00344402118931512
"DK03","Syddanmark","2008",47190600000,47647632486.4279,39800.4553151308,-0.0061570426529932,1197163,0.00413088661827588
"DK03","Syddanmark","2009",45297100000,45297100000,37747.5833333333,-0.0515791079660598,1200000,0.00236976919600756
"DK03","Syddanmark","2010",47069300000,45786778749.2523,38140.8058274424,0.0104171567921758,1200467,0.000389166666666667
"DK03","Syddanmark","2011",4.8275e+10,46815113433.9342,38980.1111023599,0.022005441592259,1201000,0.000443993879048737
"DK03","Syddanmark","2012",49040900000,46668181875.4021,38845.4469276625,-0.0034546893502615,1201381,0.000317235636969192
"DK03","Syddanmark","2013",50154500000,47598655300.2506,39599.5468388108,0.019412826232957,1202000,0.00051524037753219
"DK03","Syddanmark","2014",51473100000,48284242794.2123,40099.2283937155,0.012618365481267,1204119,0.00176289517470882
"DK03","Syddanmark","2015",52592100000,48969830288.174,40512.8196905842,0.0103141958944417,1208749,0.00384513490776244
"DK03","Syddanmark","2016",54162600000,49851233414.3238,41046.7809863201,0.0131800575673089,1214498,0.00475615698544528
"DK03","Syddanmark","2017",55445700000,50536820908.2855,41457.6053390365,0.0100086862561353,1219000,0.00370688136168195
"DK03","Syddanmark","2018",56444600000,51369339960.7792,42035.1767519486,0.0139316153981578,1222056,0.00250697292863002
"DK03","Syddanmark","2019",5.8119e+10,52005950268.5636,42515.3714466437,0.0114236392421695,1223227,0.000958221227177805
"DK04","Midtjylland","2000",36762900000,44450279989.1939,37442.7558951491,NA,1187153,NA
"DK04","Midtjylland","2001",38346200000,45010306616.2381,37719.5353483005,0.00739206948138329,1193289,0.00516866823400185
"DK04","Midtjylland","2002",40096700000,45825053211.8288,38196.9025843239,0.012655702982961,1199706,0.00537757408305951
"DK04","Midtjylland","2003",40349200000,45570427270.5871,37799.6193286272,-0.0104009285784252,1205579,0.00489536603134435
"DK04","Midtjylland","2004",41814100000,46741537351.1506,38587.5612052979,0.0208452331178339,1211311,0.0047545619158927
"DK04","Midtjylland","2005",42750800000,47199732407.159,38775.0087138775,0.00485771846482693,1217272,0.00492111439589007
"DK04","Midtjylland","2006",46690600000,50458436707.6077,41227.3791513463,0.0632461608342894,1223906,0.0054498912321979
"DK04","Midtjylland","2007",48318200000,50967594562.7864,41361.9111312261,0.00326317080176076,1232235,0.00680526118835924
"DK04","Midtjylland","2008",49903100000,51018557361.9567,41064.9478479384,-0.00717963157808534,1242387,0.00823868823722748
"DK04","Midtjylland","2009",48727300000,48727300000,38954.85207848,-0.0513843528371685,1250866,0.00682476555211862
"DK04","Midtjylland","2010",49135600000,48676337200.8298,38708.9399893358,-0.00631274606431179,1257496,0.00530032793280815
"DK04","Midtjylland","2011",51001400000,50000147624.2945,39562.1492820239,0.0220416599608039,1263838,0.00504335600272287
"DK04","Midtjylland","2012",51529700000,49389158198.08,38901.4452602519,-0.0167004076816477,1269597,0.00455675490054896
"DK04","Midtjylland","2013",52311700000,49898316053.2587,39135.9341594186,0.00602776831549596,1275000,0.00425568113346204
"DK04","Midtjylland","2014",53675200000,50865762991.7507,39734.3761775039,0.0152913691965939,1280145,0.00403529411764706
"DK04","Midtjylland","2015",5.4151e+10,50916725790.9209,39531.6194028889,-0.00510280502981017,1288000,0.00613602365357049
"DK04","Midtjylland","2016",58887600000,54226298863.2351,41751.6878236093,0.0561593087825315,1298781,0.00837034161490683
"DK04","Midtjylland","2017",61143100000,55804735227.9415,42634.0204579648,0.0211328614565985,1308925,0.00781040067571053
"DK04","Midtjylland","2018",62349200000,56517556225.1918,42909.3657803448,0.00645834756896773,1317138,0.00627461466470577
"DK04","Midtjylland","2019",64902300000,57994066991.5577,43818.4152820704,0.021185339964685,1323509,0.00483700265272128
"DK05","Nordjylland","2000",1.6647e+10,19950417590.0184,34537.3265206812,NA,577648,NA
"DK05","Nordjylland","2001",1.7177e+10,19905911086.0223,34435.7774656606,-0.00294026970963468,578059,0.000711505969033044
"DK05","Nordjylland","2002",18143800000,20529379315.7305,35517.6500475437,0.0314171092249028,578005,-9.34160699859357e-05
"DK05","Nordjylland","2003",18456300000,20640645575.7208,35730.859445221,0.00600291397071096,577670,-0.000579579761420749
"DK05","Nordjylland","2004",18511900000,20507126063.7325,35525.5540298527,-0.00574588516917769,577250,-0.000727058701334672
"DK05","Nordjylland","2005",18973100000,20818860178.5866,36086.0916702545,0.0157784348677794,576922,-0.000568211346903421
"DK05","Nordjylland","2006",20513200000,21998942588.5681,38133.422411341,0.0567346211885302,576894,-4.8533423929058e-05
"DK05","Nordjylland","2007",21431500000,22421942963.4125,38798.5986707397,0.0174433926287436,577906,0.00175422174610934
"DK05","Nordjylland","2008",21888800000,22355183207.4183,38564.8959807243,-0.00602348275510343,579677,0.0030645122217108
"DK05","Nordjylland","2009",21130500000,21130500000,36427.3745328166,-0.0554266099661233,580072,0.000681413959843154
"DK05","Nordjylland","2010",21366100000,21175100797.4368,36525.8608719536,0.00270363539508567,579729,-0.000591305906852942
"DK05","Nordjylland","2011",21628100000,21175100797.4368,36514.2716190821,-0.000317288972656432,579913,0.000317389676900759
"DK05","Nordjylland","2012",22342400000,21353221106.8619,36807.3946827145,0.00802763003710495,580134,0.000381091646505597
"DK05","Nordjylland","2013",22603300000,21531341416.287,37080.4877447185,0.00741951622379573,580665,0.000915305774183206
"DK05","Nordjylland","2014",22880100000,21664955221.716,37234.9254899775,0.00416493295132045,581845,0.00203215279033522
"DK05","Nordjylland","2015",23613600000,22266075905.9855,38122.5339362083,0.0238380615658734,584066,0.00381716780242161
"DK05","Nordjylland","2016",24388300000,22511050264.8454,38387.4448811092,0.00694893328297946,586417,0.00402523002537384
"DK05","Nordjylland","2017",25456400000,23245784754.5439,39517.3835845517,0.0294351110614973,588242,0.00311211987374172
"DK05","Nordjylland","2018",25694300000,23312638803.9787,39549.6814057442,0.000817306670198191,589452,0.00205697655046732
"DK05","Nordjylland","2019",26179700000,23357145307.9748,39598.7178144377,0.00123986861462828,589846,0.000668417445356026
"EE00","Eesti","2000",6171600000,10372425203.9658,7424.8651230799,NA,1396985,NA
"EE00","Eesti","2001",6987100000,10995144562.8636,7920.91762055997,0.0668096307821279,1388115,-0.00634938814661575
"EE00","Eesti","2002",7822600000,11739694923.9737,8511.03412764979,0.074501028208914,1379350,-0.00631431833817803
"EE00","Eesti","2003",8744400000,12631881631.9603,9215.50836929518,0.0827718736735848,1370720,-0.00625657012360895
"EE00","Eesti","2004",9777500000,13491398111.9266,9901.58020764492,0.0744475302779424,1362550,-0.00596037119178242
"EE00","Eesti","2005",11343300000,14776620069.4127,10907.0658001607,0.101547992485025,1354775,-0.00570621261605079
"EE00","Eesti","2006",13568900000,16219651634.6525,12043.0139623648,0.104147915032046,1346810,-0.00587920503404624
"EE00","Eesti","2007",16401300000,17448962012.0331,13015.0088104791,0.080710264984483,1340680,-0.00455149575663976
"EE00","Eesti","2008",16618100000,16553466926.5255,12380.2189280643,-0.0487736805758959,1337090,-0.00267774562162485
"EE00","Eesti","2009",14131900000,14131900000,10589.5400201571,-0.144640326500846,1334515,-0.00192582399090562
"EE00","Eesti","2010",14741100000,14477294613.1966,10873.1253783936,0.0267797616984929,1331475,-0.00227798113921537
"EE00","Eesti","2011",16677300000,15528779698.8213,11698.2912213142,0.0758904008005174,1327440,-0.00303047372275108
"EE00","Eesti","2012",17916700000,16030081602.6969,12119.2394045627,0.03598373260546,1322697,-0.00357304284939432
